quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
4.25,.51999998,.49000001,.56,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
4.5,.51999998,.49000001,.55000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
4.75,.50999999,.47999999,.54000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
5,.5,.47,.54000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,70-74,All Years
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
.25,.91000003,.88999999,.93000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
.5,.83999997,.81999999,.87,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
.75,.79000002,.76999998,.81999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
1,.75,.72000003,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
1.25,.70999998,.68000001,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
1.5,.67000002,.63999999,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
1.75,.63999999,.61000001,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
2,.62,.58999997,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
2.25,.60000002,.56999999,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
2.5,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
2.75,.56,.52999997,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
3,.55000001,.51999998,.57999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
3.25,.54000002,.5,.56999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
3.5,.51999998,.49000001,.56,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
3.75,.50999999,.47,.54000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
4,.47999999,.44999999,.51999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
4.25,.47999999,.44,.51999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
4.5,.47,.43000001,.50999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
4.75,.44999999,.41,.49000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
5,.44,.40000001,.47999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,75-79,All Years
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
.25,.89999998,.88,.93000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
.5,.81,.76999998,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
.75,.72000003,.68000001,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
1,.66000003,.63,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
1.25,.62,.57999998,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
1.5,.57999998,.54000002,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
1.75,.56999999,.52999997,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
2,.54000002,.5,.57999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
2.25,.52999997,.49000001,.56999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
2.5,.5,.46000001,.54000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
2.75,.47999999,.44,.51999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
3,.46000001,.41999999,.5,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
3.25,.44999999,.41,.49000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
3.5,.44,.40000001,.47999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
3.75,.41,.36000001,.44999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
4,.38999999,.34999999,.44,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
4.25,.38999999,.34,.43000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
4.5,.38,.33000001,.41999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
4.75,.38,.33000001,.41999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
5,.34999999,.30000001,.40000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,80-84,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
.25,.82999998,.79000002,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
.5,.69999999,.66000003,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
.75,.62,.56999999,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
1,.55000001,.50999999,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
1.25,.50999999,.46000001,.56,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
1.5,.47,.41999999,.50999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
1.75,.43000001,.38,.47999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
2,.41,.36000001,.46000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
2.25,.38999999,.34,.44,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
2.5,.38,.33000001,.43000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
2.75,.34999999,.31,.40000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
3,.34,.28999999,.38999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
3.25,.31999999,.28,.37,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
3.5,.30000001,.25,.34999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
3.75,.28999999,.23999999,.34,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
4,.27000001,.22,.31999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
4.25,.25999999,.20999999,.31,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
4.5,.23,.18000001,.28,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
4.75,.23,.18000001,.28,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
5,.2,.15000001,.25,All Persons,All IMD Quintiles,South East,All Routes,All Stages,85-89,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
.25,.72000003,.67000002,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
.5,.58999997,.52999997,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
.75,.49000001,.41999999,.55000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
1,.41,.34999999,.47999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
1.25,.34999999,.28999999,.41,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
1.5,.31999999,.27000001,.38,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
1.75,.28999999,.23999999,.34999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
2,.27000001,.20999999,.33000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
2.25,.23999999,.19,.30000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
2.5,.23,.18000001,.28999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
2.75,.20999999,.16,.27000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
3,.20999999,.16,.25999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
3.25,.19,.14,.23999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
3.5,.18000001,.13,.23,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
3.75,.17,.12,.22,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
4,.15000001,.1,.20999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
4.25,.14,.090000004,.19,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
4.5,.11,.059999999,.15000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
4.75,.11,.059999999,.15000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,90+,All Years
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
.25,.93000001,.92000002,.94999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
.5,.88,.86000001,.89999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
.75,.82999998,.81,.85000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
1,.79000002,.76999998,.81,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
1.25,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
1.5,.74000001,.70999998,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
1.75,.70999998,.69,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
2,.69,.67000002,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
2.25,.68000001,.64999998,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
2.5,.66000003,.63999999,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
2.75,.64999998,.63,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
3,.63999999,.61000001,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
3.25,.63,.60000002,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
3.5,.62,.58999997,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
3.75,.61000001,.57999998,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
4,.60000002,.56999999,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
4.25,.58999997,.56,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
4.5,.57999998,.56,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
4.75,.56999999,.54000002,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
5,.56,.54000002,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2016
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
.25,.94,.92000002,.94999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
.5,.87,.85000002,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
.75,.81999999,.80000001,.83999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
1,.77999997,.75999999,.81,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
1.25,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
1.5,.73000002,.70999998,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
1.75,.70999998,.69,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
2,.69,.66000003,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
2.25,.67000002,.64999998,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
2.5,.66000003,.63999999,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
2.75,.64999998,.63,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
3,.63999999,.62,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
3.25,.63,.61000001,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
3.5,.62,.60000002,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
3.75,.61000001,.58999997,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
4,.60000002,.56999999,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
4.25,.58999997,.56,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
4.5,.57999998,.56,.61000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
4.75,.57999998,.55000001,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
5,.56999999,.54000002,.58999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2017
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
.5,.88,.87,.89999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
.75,.83999997,.81999999,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
1,.80000001,.77999997,.81999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
1.25,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
1.5,.75,.73000002,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
1.75,.73000002,.70999998,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
2,.72000003,.69,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
2.25,.69999999,.67000002,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
2.5,.68000001,.66000003,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
2.75,.67000002,.64999998,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
3,.66000003,.63,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
3.25,.63999999,.62,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
3.5,.63,.61000001,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
3.75,.62,.60000002,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
4,.61000001,.58999997,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
4.25,.61000001,.57999998,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
4.5,.58999997,.56999999,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
4.75,.57999998,.55000001,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
5,.56999999,.54000002,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2018
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
.25,.94,.93000001,.94999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
.5,.88999999,.88,.91000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
.75,.83999997,.82999998,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
1,.81,.79000002,.82999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
1.25,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
1.5,.75999999,.73000002,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
1.75,.73000002,.70999998,.75,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
2,.70999998,.69,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
2.25,.69,.67000002,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
2.5,.67000002,.64999998,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
2.75,.66000003,.63,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
3,.63999999,.62,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
3.25,.63,.61000001,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
3.5,.62,.60000002,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
3.75,.60000002,.56999999,.63,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
4,.57999998,.55000001,.62,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
4.75,.47,.28,.64999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2019
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
.25,.93000001,.92000002,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
.5,.88,.86000001,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
.75,.83999997,.81999999,.85000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
1,.80000001,.77999997,.81999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
1.25,.76999998,.75,.79000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
1.5,.74000001,.72000003,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
1.75,.72000003,.69999999,.74000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
2,.69999999,.68000001,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
2.25,.68000001,.66000003,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
2.5,.67000002,.64999998,.69999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
2.75,.66000003,.63999999,.69,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
3,.63999999,.58999997,.68000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
3.25,.56,.44999999,.66000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
3.5,.5,.34999999,.63999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
4,.43000001,.25999999,.60000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
4.75,.34,.15000001,.52999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
5,.34,.15000001,.52999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2020
0,1,1,1,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
.25,.93000001,.91000003,.94,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
.5,.88,.86000001,.88999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
.75,.83999997,.81999999,.86000001,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
1,.80000001,.79000002,.81999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
1.25,.75999999,.74000001,.77999997,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
1.5,.74000001,.70999998,.75999999,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
1.75,.70999998,.68000001,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
2,.68000001,.64999998,.72000003,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
2.75,.63,.54000002,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
3.25,.63,.54000002,.73000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
3.5,.56,.40000001,.70999998,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
4,.47999999,.28999999,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
4.75,.47999999,.28999999,.67000002,All Persons,All IMD Quintiles,South East,All Routes,All Stages,All Ages,2021
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
.25,.72000003,.64999998,.77999997,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
.5,.56999999,.5,.64999998,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
.75,.50999999,.43000001,.57999998,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
1,.43000001,.36000001,.50999999,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
1.25,.38,.31,.46000001,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
1.5,.34999999,.28,.41999999,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
1.75,.31,.23999999,.38,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
2,.30000001,.23,.36000001,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
2.25,.28,.20999999,.34999999,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
2.5,.25999999,.19,.33000001,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
2.75,.25,.18000001,.31,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
3,.23999999,.18000001,.31,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
3.25,.23999999,.17,.30000001,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
3.5,.22,.16,.28999999,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
3.75,.22,.16,.28,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
4,.20999999,.15000001,.27000001,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
4.25,.20999999,.15000001,.27000001,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
4.75,.20999999,.15000001,.27000001,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
5,.20999999,.15000001,.27000001,All Persons,All IMD Quintiles,South West,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
.25,.94999999,.94,.95999998,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
.5,.91000003,.88999999,.92000002,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
.75,.87,.86000001,.88,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
1,.82999998,.81999999,.85000002,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
1.25,.80000001,.79000002,.81999999,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
1.5,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
1.75,.75999999,.74000001,.76999998,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
2,.74000001,.72000003,.75,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
2.25,.72000003,.69999999,.74000001,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
2.5,.69999999,.69,.72000003,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
2.75,.69,.67000002,.70999998,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
3,.68000001,.66000003,.69,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
3.25,.66000003,.64999998,.68000001,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
3.5,.64999998,.63,.67000002,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
3.75,.63999999,.62,.66000003,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
4,.63,.61000001,.64999998,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
4.25,.62,.61000001,.63999999,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
4.5,.61000001,.58999997,.63,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
4.75,.60000002,.58999997,.62,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
5,.60000002,.57999998,.61000001,All Persons,All IMD Quintiles,South West,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
.25,.99000001,.99000001,1,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
.5,.98000002,.97000003,.98000002,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
.75,.95999998,.95999998,.97000003,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
1,.94999999,.94,.95999998,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
1.25,.93000001,.92000002,.94,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
1.5,.91000003,.89999998,.93000001,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
1.75,.89999998,.88999999,.91000003,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
2,.88,.87,.89999998,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
2.25,.87,.85000002,.88,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
2.5,.85000002,.83999997,.87,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
2.75,.83999997,.81999999,.85000002,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
3,.81999999,.81,.83999997,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
3.25,.81999999,.80000001,.82999998,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
3.5,.80000001,.77999997,.81999999,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
3.75,.79000002,.76999998,.81,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
4,.77999997,.75999999,.80000001,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
4.25,.75999999,.74000001,.79000002,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
4.5,.75,.73000002,.76999998,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
4.75,.74000001,.70999998,.75999999,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
5,.73000002,.69999999,.75,All Persons,All IMD Quintiles,South West,All Routes,Early,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,South West,All Routes,Advanced,All Ages,All Years
.25,.92000002,.91000003,.93000001,All Persons,All IMD Quintiles,South West,All Routes,Advanced,All Ages,All Years
