id,table,diagnosisYear,ageSpecificIncidenceAge0_49,ageSpecificIncidenceAge50_54,ageSpecificIncidenceAge55_59,ageSpecificIncidenceAge60_64,ageSpecificIncidenceAge65_69,ageSpecificIncidenceAge70_74,ageSpecificIncidenceAge75_79,ageSpecificIncidenceAge80_84,ageSpecificIncidenceAge85_89,ageSpecificIncidenceAge90,ageStandardisedIncidence
232,Male/IMD3*,2016,1.0133096,7.6787028,15.693979,16.366503,21.206318,23.855061,23.375542,20.29847,20.451391,32.046146,7.5865431
233,Male/IMD3*,2017,1.2658666,10.126505,12.692324,15.729866,18.218624,20.678635,20.227787,24.545511,15.555839,18.50481,7.1269178
234,Male/IMD3*,2018,1.26239,9.8816233,12.665198,19.254961,18.669746,17.97546,13.06158,19.096361,29.249132,23.965012,7.0441756
235,Male/IMD3*,2019,1.1218368,11.955515,10.451056,17.222105,23.481913,17.964262,19.694937,35.577694,19.019413,17.04497,7.5565505
236,Male/IMD3*,2020,0.92307359,8.7359133,13.583159,16.213009,18.250353,24.428888,20.971479,16.850433,24.144869,19.582611,7.0736074
237,Male/IMD3*,2021,1.015866,9.1884012,12.868796,13.870671,23.571344,24.630102,25.644251,24.63661,21.008678,20.055582,7.6168785
238,Male/IMD3*,2022,1.1557888,6.919476,12.218265,18.149351,21.394426,26.280617,17.698566,22.110035,30.618103,19.447685,7.4777088
239,Male/IMD3*,2023,0.97797513,10.645348,10.658486,13.172916,18.237871,22.150806,21.238279,19.162029,30.618103,13.891204,6.8623042
240,,,,,,,,,,,,,
241,Male/IMD4*,All Years,,,,,,,,,,,
242,Male/IMD4*,2016,1.1569475,8.4876928,9.0106068,17.015102,12.585024,18.089588,22.075287,24.420385,12.089462,32.614819,6.5041389
243,Male/IMD4*,2017,1.3423314,6.4399476,7.9563007,14.531302,16.862226,16.427273,17.080126,24.453747,19.456514,25.616213,6.250001
244,Male/IMD4*,2018,1.1899713,5.702682,14.978268,14.595185,16.043482,19.959427,14.978805,22.968985,25.132259,33.032372,6.7354159
245,Male/IMD4*,2019,0.61083251,7.9762306,9.3901615,13.698546,21.977364,20.920906,23.645134,24.879301,21.85527,18.198835,6.6956229
246,Male/IMD4*,2020,0.73199183,6.0557737,10.956531,12.463796,20.469799,17.900867,22.620544,23.247782,14.286055,12.688101,6.1784916
247,Male/IMD4*,2021,0.80454332,6.4798903,9.7416916,17.851446,15.294678,22.886063,21.711849,20.711956,37.07782,40.537117,6.9819822
248,Male/IMD4*,2022,0.83176124,6.5792766,11.702631,15.098984,16.043692,15.607929,15.35675,21.680859,16.441238,22.149485,5.9217381
249,Male/IMD4*,2023,0.89574289,5.2634211,7.6321507,9.4012537,14.706717,15.954772,19.688139,22.337854,17.537321,17.227377,5.3629212
250,,,,,,,,,,,,,
251,Male/IMD5*,All Years,,,,,,,,,,,
252,Male/IMD5*,2016,0.95653504,5.8739738,10.62518,16.664743,12.463648,18.143579,21.629862,16.867435,22.499157,19.16758,6.0939088
253,Male/IMD5*,2017,0.92924863,6.3495164,9.5436239,11.409989,9.4894066,16.71637,15.220237,13.652622,15.618993,18.326046,5.0416489
254,Male/IMD5*,2018,0.70686525,4.6573081,7.9995308,11.527521,16.403177,14.350451,14.630221,14.537189,20.936075,15.162619,5.0028234
255,Male/IMD5*,2019,0.77315778,4.9264483,10.157228,13.165267,13.001863,17.61915,20.281826,19.868866,22.510609,26.192347,5.7702508
256,Male/IMD5*,2020,0.54775786,5.7400699,9.678175,11.049294,15.156874,15.664799,16.642069,23.446362,26.314636,18.432755,5.4757333
257,Male/IMD5*,2021,0.69834703,5.8389416,9.7250872,12.623186,17.959831,14.364514,25.38504,23.621796,21.462517,27.6008,6.1341481
258,Male/IMD5*,2022,0.5965814,6.4184852,10.717977,13.434022,13.729456,14.27057,17.231239,20.039577,23.80126,19.919878,5.5310235
259,Male/IMD5*,2023,0.79544187,5.6482668,5.8693681,12.290701,17.747833,15.969447,17.980423,25.675709,18.842663,26.559837,5.6835003
260,,,,,,,,,,,,,
261,Female/IMD1*,All Years,,,,,,,,,,,
262,Female/IMD1*,2016,0.79819494,7.1527281,12.761398,17.880291,13.820387,17.407026,14.050394,11.066655,22.621592,13.644692,5.8348236
263,Female/IMD1*,2017,0.87181389,9.6094055,12.344195,15.022138,15.563926,14.161037,13.547015,18.786558,20.210953,23.553427,6.0224767
264,Female/IMD1*,2018,0.71604568,6.4497132,12.289348,18.783951,13.026566,12.657394,15.61821,10.181139,16.588404,16.054586,5.4520721
265,Female/IMD1*,2019,0.84413898,5.0163589,9.8139343,15.27366,20.117216,21.786709,21.537508,11.798018,20.545746,9.9149303,6.1799636
266,Female/IMD1*,2020,0.74344486,8.0989075,11.061385,14.046309,9.7729998,11.661751,21.525919,15.346577,19.647909,14.237191,5.3845878
267,Female/IMD1*,2021,1.1761909,5.4979944,13.785498,13.082341,17.317863,17.630119,28.2794,26.180374,23.061401,19.020647,6.9391351
268,Female/IMD1*,2022,0.71181631,8.3090754,9.3209944,8.9110985,18.175446,16.224054,17.006804,19.247868,14.341441,10.514584,5.4489622
269,Female/IMD1*,2023,0.73723835,7.478168,10.7774,13.366647,13.847958,9.1260309,17.636684,16.498171,18.643873,25.235001,5.343586
270,,,,,,,,,,,,,
271,Female/IMD2*,All Years,,,,,,,,,,,
272,Female/IMD2*,2016,0.82271874,4.8051128,10.175073,12.940657,13.333238,11.025865,17.855291,18.210159,24.265186,7.9378939,5.1734791
273,Female/IMD2*,2017,0.84766889,5.2781172,7.4687729,9.1180716,11.196871,14.885952,18.359993,13.736363,16.844233,11.198746,4.7216859
274,Female/IMD2*,2018,0.63464397,6.3011971,8.3996134,10.962171,10.634863,15.486753,14.119826,17.827854,30.768251,17.738789,5.0405779
275,Female/IMD2*,2019,0.76774883,4.9639978,6.4795122,10.712265,14.449713,17.925501,14.858024,16.900576,23.334995,20.500851,5.1425886
276,Female/IMD2*,2020,0.50413579,3.9357374,6.0468464,12.963401,13.304748,16.79891,19.341112,21.823301,21.343122,20.662142,5.1715755
277,Female/IMD2*,2021,0.89527971,6.550487,8.6857862,12.223051,16.206329,19.402483,13.737861,20.931374,24.367552,14.884644,5.7512445
278,Female/IMD2*,2022,0.64758921,4.2374563,10.22682,7.494122,15.501532,13.624035,11.246778,18.036346,22.999836,18.315018,4.7687554
279,Female/IMD2*,2023,0.29681173,5.8265028,7.2664247,9.3676519,13.233014,15.275433,16.136683,18.757801,20.809376,14.985015,4.6912775
280,,,,,,,,,,,,,
281,Female/IMD3*,All Years,,,,,,,,,,,
282,Female/IMD3*,2016,1.0430287,3.5075324,8.7895384,9.8621521,10.585435,12.914155,9.8596478,16.843628,18.349634,32.781063,4.6912622
283,Female/IMD3*,2017,0.81083649,3.4709911,7.4240069,10.322048,12.672143,14.938128,9.7248831,17.230133,18.940248,10.912563,4.4963155
284,Female/IMD3*,2018,0.78088552,3.7022777,7.2149496,8.6088953,11.338052,18.242727,17.491692,20.555607,10.741523,25.916277,4.8905778
285,Female/IMD3*,2019,1.0415792,5.4603443,5.9621172,9.6306057,13.381812,17.199974,15.913359,23.650587,25.715832,23.88345,5.4313307
286,Female/IMD3*,2020,0.6371417,5.0140772,5.8186307,9.9805965,8.8412123,12.163581,17.09589,19.938192,19.512196,19.837597,4.4844837
287,Female/IMD3*,2021,0.65666759,7.602828,11.382348,10.467277,12.050249,15.666409,20.897928,28.079483,21.334091,23.277149,5.8374257
288,Female/IMD3*,2022,0.53418517,3.3394556,6.2643924,7.04529,9.246356,13.341407,15.207049,20.108587,19.31892,18.927872,4.1551967
289,Female/IMD3*,2023,0.62321603,5.1376243,6.5149679,7.04529,10.237037,12.999319,13.257428,21.882874,21.953318,8.1119452,4.286777
290,,,,,,,,,,,,,
291,Female/IMD4*,All Years,,,,,,,,,,,
292,Female/IMD4*,2016,0.74833566,5.3148699,6.3048935,7.9432001,9.245122,14.203316,19.723957,15.858099,21.086111,11.858801,4.5538735
293,Female/IMD4*,2017,0.84336287,4.5551424,10.395315,9.6444511,12.096929,12.943799,12.654567,24.801016,16.303555,19.646624,4.9674225
294,Female/IMD4*,2018,0.78069788,3.1206117,5.7080884,4.7386489,11.250133,11.423178,18.333086,14.03824,17.88208,24.721878,4.1396589
295,Female/IMD4*,2019,0.50018102,1.9316067,6.3121114,7.8533802,12.312845,8.5825729,17.412357,14.733086,27.685028,32.869785,4.2369428
296,Female/IMD4*,2020,0.68782949,2.9301023,8.3663883,7.9458323,8.7032471,12.572328,11.111199,14.020481,17.525412,17.526728,3.9856517
297,Female/IMD4*,2021,0.83473712,2.7424924,6.6583805,8.1528692,12.674312,14.878384,19.137218,19.66461,17.210857,20.453035,4.7839346
298,Female/IMD4*,2022,0.89459157,2.0201306,5.8741031,9.286294,7.8226452,10.670181,14.267768,18.839994,11.215702,11.305964,3.9128647
299,Female/IMD4*,2023,0.54314488,5.0503263,5.8741031,7.6475358,9.3871737,12.239326,12.875791,16.148567,13.619066,21.355711,3.9903598
300,,,,,,,,,,,,,
301,Female/IMD5*,All Years,,,,,,,,,,,
302,Female/IMD5*,2016,0.77362132,2.5923831,6.7997975,7.0028653,14.252627,12.493964,20.064384,15.356091,22.677261,23.355997,4.6843238
303,Female/IMD5*,2017,1.1331342,3.2856677,4.2310805,5.7502222,10.460616,13.449242,14.941574,15.569828,23.980816,26.652452,4.4021835
304,Female/IMD5*,2018,0.64900821,2.5895088,5.4163356,5.3648067,9.6106482,14.28359,20.304998,22.126402,24.481401,26.422073,4.4906778
305,Female/IMD5*,2019,0.48800659,3.7925208,7.2832665,4.1012058,11.348997,13.137415,13.278129,16.719351,20.031248,26.591887,4.0792074
306,Female/IMD5*,2020,0.26039597,3.6021497,4.8876333,7.7349935,10.270616,10.451919,14.942243,12.895838,22.918741,25.016975,3.7943041
307,Female/IMD5*,2021,0.82960069,5.3606758,7.1082788,7.6038132,12.308236,18.894716,14.620471,20.901371,18.534107,21.853678,5.0251608
308,Female/IMD5*,2022,0.56266725,5.663239,4.8770494,6.305654,9.3839445,11.819435,15.205255,15.924058,14.274552,23.651566,3.9990354
309,Female/IMD5*,2023,0.36407879,2.7085056,3.9016397,7.1281309,7.5071554,11.21331,11.899764,16.437737,16.528429,18.921251,3.3906097
310,,,,,,,,,,,,,
311,Male/East Midlands*,All Years,,,,,,,,,,,
312,Male/East Midlands*,2016,1.5604011,11.798505,15.441734,26.000841,21.105644,22.392237,26.726891,27.13336,21.566442,32.499187,9.0178232
313,Male/East Midlands*,2017,1.7560875,9.9037008,13.013547,18.896732,24.47868,17.854107,7.8644176,22.757875,20.736849,23.640661,7.4141726
314,Male/East Midlands*,2018,1.2143488,11.01954,11.366578,17.117298,25.918131,21.189894,17.606741,23.88652,26.825832,31.333229,7.7801304
315,Male/East Midlands*,2019,1.756701,8.0927191,16.025246,21.894135,21.487577,25.773819,22.627398,24.809059,19.524895,52.572289,8.8077936
316,Male/East Midlands*,2020,0.81381589,9.3665295,11.4473,14.904187,24.192183,16.800537,27.320538,19.32435,12.823801,22.029667,6.9495912
317,Male/East Midlands*,2021,1.3585858,10.50224,16.625992,13.724764,21.774721,23.116226,28.20446,35.117908,22.070879,35.273369,8.5114136
318,Male/East Midlands*,2022,0.87330145,8.8335056,16.41497,20.59527,21.467588,22.573364,20.782202,20.583544,36.953777,20.316944,7.866487
319,Male/East Midlands*,2023,1.0076555,7.0668049,12.311228,17.273453,12.721534,16.72101,16.823689,18.868248,33.874294,33.861572,6.4731021
320,,,,,,,,,,,,,
321,Male/East of England*,All Years,,,,,,,,,,,
322,Male/East of England*,2016,1.3009782,5.9779735,13.689758,17.148666,19.667162,18.299467,13.233707,21.01429,29.758953,16.211834,6.7906847
323,Male/East of England*,2017,1.1968632,12.281604,7.1584888,18.074141,17.229496,23.243767,17.159237,24.656183,11.993284,26.304714,6.99508
324,Male/East of England*,2018,0.9893437,9.0797243,8.9713364,8.8570824,17.209181,14.624717,17.652943,25.243801,16.621552,30.892801,5.926847
325,Male/East of England*,2019,0.88594317,5.9029999,6.3243723,14.994406,18.753597,14.44524,21.469242,16.880705,27.719387,9.8902187,5.8135738
326,Male/East of England*,2020,0.83480293,9.6198778,9.5124397,10.088102,18.291687,21.914171,25.055704,15.57309,13.628001,14.569472,6.2496376
327,Male/East of England*,2021,0.93520731,10.093734,7.02879,21.727558,16.21534,14.501343,22.751595,19.725163,17.85276,18.918791,6.5146456
328,Male/East of England*,2022,0.82641554,8.3414431,10.211471,15.309731,11.439393,15.410282,25.179308,19.454243,23.76734,13.655605,6.0566192
329,Male/East of England*,2023,0.92971748,11.585338,6.4982085,11.086357,18.430134,14.74027,15.260186,24.642042,19.446005,45.518684,6.1896725
330,,,,,,,,,,,,,
331,Male/London*,All Years,,,,,,,,,,,
332,Male/London*,2016,1.0380809,8.9303656,12.775937,21.426786,20.583332,24.624243,24.587242,20.360378,12.402717,19.42502,7.6104836
333,Male/London*,2017,1.0431454,8.0272932,11.910959,19.06732,21.149399,20.182343,23.543699,25.249975,27.1068,12.591287,7.3943272
334,Male/London*,2018,0.98114401,8.9751463,14.093951,22.303755,18.41086,26.919258,29.646832,18.224291,11.889546,30.693678,7.9664106
335,Male/London*,2019,0.98080719,9.6432018,13.266559,18.801132,26.026829,26.36327,29.132931,34.235409,11.655012,23.597427,8.4453516
336,Male/London*,2020,0.83166015,10.345024,12.627548,25.90942,23.576565,25.922476,20.542566,19.67697,17.575207,17.891222,7.955822
337,Male/London*,2021,1.3017558,10.731878,10.829065,28.203487,25.115053,37.718891,39.692268,25.275078,11.456722,42.153439,10.021626
338,Male/London*,2022,1.0351622,5.7627339,11.459597,20.526756,23.681095,25.546152,27.939865,23.624306,22.524426,34.628036,7.9834361
339,Male/London*,2023,0.97046459,8.2839298,6.3225365,20.526756,15.129588,21.425804,25.790644,26.999207,16.893318,5.7713394,6.7355652
340,,,,,,,,,,,,,
341,Male/North East*,All Years,,,,,,,,,,,
342,Male/North East*,2016,2.1463645,15.775525,10.26062,19.380095,14.115232,17.452312,28.032799,37.073238,19.523624,46.970409,8.7029696
343,Male/North East*,2017,1.6522791,11.652666,16.759027,23.965691,14.75896,22.05558,23.387436,19.805902,18.858437,45.133144,8.4302301
344,Male/North East*,2018,1.5313369,6.423708,15.430908,32.061954,20.45966,29.719007,34.757622,22.528322,36.873158,14.836795,9.5767117
345,Male/North East*,2019,1.7943243,14.115246,18.509043,25.362625,19.159447,25.935478,42.543663,28.145229,11.825223,14.180374,9.8825531
346,Male/North East*,2020,1.9330121,11.137594,24.637665,18.991774,21.813225,14.183995,12.98617,12.575453,11.716461,28.465698,7.9028878
347,Male/North East*,2021,1.2932562,21.243528,18.059362,32.578976,33.556145,40.628197,22.759249,22.121796,11.490291,27.103943,11.188336
348,Male/North East*,2022,1.2686411,12.486662,11.720706,27.29537,19.703917,19.058229,22.263865,31.655588,33.444817,26.181437,8.529563
349,Male/North East*,2023,1.2686411,6.8109064,9.5896683,18.196913,19.703917,24.9223,40.817085,12.662235,50.167225,13.090718,8.1282625
350,,,,,,,,,,,,,
351,Male/North West*,All Years,,,,,,,,,,,
352,Male/North West*,2016,1.40596,11.280315,19.288601,18.792791,26.154369,30.211283,24.919901,22.47607,20.161798,5.8346462,8.89711
353,Male/North West*,2017,1.626503,13.55087,21.250372,18.509995,36.904396,23.372608,16.73596,14.178547,17.177071,33.892559,9.2514572
354,Male/North West*,2018,1.4505699,13.562527,17.447077,25.552198,21.850817,21.151318,19.790224,13.737979,19.252522,16.50165,8.3496399
355,Male/North West*,2019,1.0543329,7.3852658,17.029421,14.898474,28.02766,28.520618,24.880161,27.753645,18.737556,10.576974,8.2043657
356,Male/North West*,2020,1.145151,9.0456448,13.54409,20.07198,28.829416,22.088221,22.648224,25.189823,11.540681,26.452227,8.0797577
357,Male/North West*,2021,0.88001519,10.22873,15.399377,18.58736,25.975151,28.578337,28.121265,22.879436,37.927803,20.763042,8.6999559
358,Male/North West*,2022,0.64959502,10.358483,16.130301,17.17396,27.173769,22.529287,13.489624,28.606506,26.00104,30.084236,7.766881
359,Male/North West*,2023,1.1259648,7.1712575,12.589503,19.375748,22.378397,20.796267,31.949108,20.262941,30.334547,15.042118,7.8302913
360,,,,,,,,,,,,,
361,Male/South East*,All Years,,,,,,,,,,,
362,Male/South East*,2016,1.0243672,7.9722567,13.889977,15.108657,17.812611,21.551834,18.648687,18.733053,20.60935,39.575462,6.9687438
363,Male/South East*,2017,1.0968602,9.7168455,14.185526,14.00514,14.628753,21.001051,24.719435,19.327032,13.369431,20.720379,6.845964
364,Male/South East*,2018,1.1705357,11.242544,12.106985,19.357336,13.33197,16.512623,14.314441,13.176967,29.561504,27.034334,6.6240563
365,Male/South East*,2019,0.67568195,8.5565157,8.8511534,15.342733,22.068493,22.454002,20.097506,27.519907,25.703224,32.2248,7.0431724
366,Male/South East*,2020,1.2118478,6.8098383,13.120587,13.010121,14.447148,25.465849,14.314966,26.270258,30.067097,25.834787,6.8559561
367,Male/South East*,2021,0.56874615,6.51933,10.402907,14.87387,19.183325,18.97617,21.189808,26.516226,30.707344,34.780411,6.6947131
368,Male/South East*,2022,0.77583295,5.6381617,9.6759796,12.267991,14.00309,19.659241,23.44541,17.944302,14.965579,21.237864,5.8093657
369,Male/South East*,2023,0.84636319,8.7704735,11.860878,12.628814,18.816652,19.659241,21.314009,19.738731,19.455254,18.203884,6.4966745
370,,,,,,,,,,,,,
371,Male/South West*,All Years,,,,,,,,,,,
372,Male/South West*,2016,0.91645473,8.6736908,10.822141,18.995878,16.170763,22.231625,24.289532,15.559359,12.249198,31.070374,6.8653679
373,Male/South West*,2017,1.0977356,5.5581379,11.573627,14.948987,15.84873,18.958214,18.804621,12.38731,19.094446,10.134792,5.9771366
374,Male/South West*,2018,1.953602,5.0462236,16.075964,15.907686,17.608845,16.289297,15.144488,22.801958,25.684132,4.9711671,6.9380851
375,Male/South West*,2019,0.91762763,10.645308,11.481895,16.735001,20.410896,16.624592,32.333103,24.690716,22.828444,14.226775,7.4044628
376,Male/South West*,2020,0.7360211,6.6798205,10.725011,12.228142,17.428463,18.958969,26.580694,29.517832,35.847111,27.864208,6.8714108
377,Male/South West*,2021,1.2848642,6.6997876,14.006864,15.732547,21.775469,21.385931,28.320131,20.479738,26.226643,26.797678,7.6802735
378,Male/South West*,2022,1.030636,5.7547331,13.420016,14.716703,17.025354,18.748262,18.40143,10.026947,14.886649,13.089005,6.0015507
379,Male/South West*,2023,1.3943899,5.7547331,7.455565,9.2660723,17.655924,21.33423,15.457202,15.040421,23.393305,13.089005,5.8078609
380,,,,,,,,,,,,,
381,Male/West Midlands*,All Years,,,,,,,,,,,
382,Male/West Midlands*,2016,1.1300122,12.493067,13.715854,22.170347,20.008907,23.035252,15.318795,20.690094,14.57471,13.607293,7.5225234
383,Male/West Midlands*,2017,1.182251,9.8992262,16.578707,18.687735,15.445571,15.600161,12.921148,29.463303,16.912365,13.019138,6.8798189
384,Male/West Midlands*,2018,1.1834657,8.8381729,12.93961,17.747129,19.849146,25.254347,20.865501,21.041557,13.835852,12.655825,7.2956638
385,Male/West Midlands*,2019,0.75472146,6.3449607,18.441338,13.079874,25.585705,19.320353,19.895351,20.290443,16.164663,6.0309992,6.8670931
386,Male/West Midlands*,2020,1.0286021,9.2805157,16.566406,20.0879,17.406561,22.81526,14.477088,24.402498,21.303225,11.904054,7.2850323
387,Male/West Midlands*,2021,0.97712284,11.219786,13.274043,22.996233,25.017895,23.468336,35.507381,10.063978,28.708633,5.7670126,8.3336124
388,Male/West Midlands*,2022,1.0722526,6.9089403,15.171821,20.043753,21.273092,16.288454,14.838997,28.349091,17.597668,5.5747576,6.9329357
389,Male/West Midlands*,2023,1.1794779,7.8959317,15.171821,13.171609,17.15572,28.134602,19.203407,25.514181,17.597668,16.724272,7.236155
390,,,,,,,,,,,,,
391,Male/Yorkshire and The Humber*,All Years,,,,,,,,,,,
392,Male/Yorkshire and The Humber*,2016,1.1098235,9.5331411,16.615337,19.77902,17.971006,24.75182,27.713848,31.413065,23.20878,45.35833,8.5326424
393,Male/Yorkshire and The Humber*,2017,1.758919,15.262275,16.215622,15.420614,18.219276,29.634138,14.405763,20.334158,25.821445,7.3319159,8.1495447
394,Male/Yorkshire and The Humber*,2018,1.2371112,11.572309,15.876256,18.43136,28.686584,21.436064,21.144133,14.761843,28.260118,21.629416,8.2071104
395,Male/Yorkshire and The Humber*,2019,1.6552523,11.61097,15.531913,17.462166,22.443113,26.202507,24.811657,27.086021,27.293404,34.492275,8.8482132
396,Male/Yorkshire and The Humber*,2020,1.3088398,11.173363,13.654188,14.516353,32.070206,20.738897,21.784357,15.874528,20.716188,27.618587,7.9950032
397,Male/Yorkshire and The Humber*,2021,1.136206,7.44768,16.228848,19.685524,24.628401,23.502626,25.001562,24.128168,37.505051,46.486916,8.6108351
398,Male/Yorkshire and The Humber*,2022,1.0039129,10.770523,17.19404,19.783817,24.208765,15.469938,17.892626,24.036921,22.325788,19.357336,7.6210322
399,Male/Yorkshire and The Humber*,2023,1.0629666,8.6164188,13.432844,12.589702,26.344833,20.11092,9.4171715,27.241844,19.535065,25.809782,6.9434443
400,,,,,,,,,,,,,
401,Female/East Midlands*,All Years,,,,,,,,,,,
402,Female/East Midlands*,2016,0.89116722,3.4749572,5.3095112,11.926681,16.7885,16.696545,17.547964,12.199027,15.825646,13.804528,4.9880972
403,Female/East Midlands*,2017,1.4313729,5.1557021,10.24682,13.292569,14.591084,17.710371,12.708829,16.525698,6.7537146,6.8780522,5.4772439
404,Female/East Midlands*,2018,0.61133993,5.6949553,7.4627328,13.063452,12.7665,13.775897,15.64578,19.033396,18.045248,13.850415,4.9422503
405,Female/East Midlands*,2019,0.81497878,3.9699194,6.6500216,7.8300734,12.952677,9.0324717,15.945742,19.942167,40.107845,16.931934,4.7484288
