id,table,diagnosisYear,ageSpecificIncidenceAge0_49,CILowerBound0_49,CIUpperBound0_49,ageSpecificIncidenceAge50_54,CILowerBound50_54,CIUpperBound50_54,ageSpecificIncidenceAge55_59,CILowerBound55_59,CIUpperBound55_59,ageSpecificIncidenceAge60_64,CILowerBound60_64,CIUpperBound60_64,ageSpecificIncidenceAge65_69,CILowerBound65_69,CIUpperBound65_69,ageSpecificIncidenceAge70_74,CILowerBound70_74,CIUpperBound70_74,ageSpecificIncidenceAge75_79,CILowerBound75_79,CIUpperBound75_79,ageSpecificIncidenceAge80_84,CILowerBound80_84,CIUpperBound80_84,ageSpecificIncidenceAge85_89,CILowerBound85_89,CIUpperBound85_89,ageSpecificIncidenceAge90,CILowerBound90,CIUpperBound90,ageStandardisedIncidence,CILowerBoundAS,CIUpperBoundAS
1512,Male/IMD2/East Midlands+,2019,7.3753643,4.3611393,10.389589,47.717514,23.56912,71.865906,70.678513,40.448814,100.90821,102.8115,63.29203,142.33096,84.015038,46.23727,121.7928,71.68116,35.405487,107.95683,85.561501,37.150528,133.97247,159.32024,78.693077,239.9474,58.07201,-7.642653,123.78667,43.649063,-41.903099,129.20123,35.519913,29.788872,41.250954
1513,Male/IMD2/East Midlands+,2020,4.4571366,2.1223457,6.7919278,54.865257,28.783968,80.946548,62.231831,34.248985,90.214676,80.69474,46.181026,115.20845,84.817642,46.678978,122.95631,103.85686,60.45784,147.25589,41.279671,8.2490568,74.310287,84.656082,25.992407,143.31976,19.238169,-18.468641,56.944981,86.169754,-33.255432,205.59494,30.221848,24.957857,35.48584
1514,Male/IMD2/East Midlands+,2021,3.9600823,1.7194549,6.2007098,50.616894,25.814615,75.419174,48.99239,24.19882,73.785957,72.136375,39.699905,104.57285,133.01532,84.602684,181.42796,95.451729,53.618164,137.28529,94.029152,44.773674,143.28464,109.48106,41.623989,177.33812,101.62601,12.546885,190.70514,83.682007,-32.295338,199.65935,34.419353,28.707756,40.130951
1515,Male/IMD2/East Midlands+,2022,4.889832,2.4152358,7.3644285,25.480953,7.8235526,43.138355,70.876289,41.258976,100.49361,65.868919,35.43903,96.298805,72.450645,36.949829,107.95146,64.286423,29.339926,99.232918,80.465462,36.723938,124.20699,75.455429,19.557268,131.35359,39.968025,-15.424831,95.360886,0,0,0,26.229189,21.390169,31.068209
1516,Male/IMD2/East Midlands+,2023,4.2378545,1.9341305,6.5415783,31.851191,12.109617,51.592766,77.319588,46.385311,108.25387,109.78153,70.496712,149.06635,104.1478,61.583813,146.71178,44.505985,15.428742,73.583229,55.70686,19.311712,92.102005,129.35216,56.164284,202.54002,79.93605,1.598721,158.27338,0,0,0,31.041887,25.757441,36.326332
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1517,Male/IMD2/East of England+,  All Years,0.081704453,-0.031532142,0.19494104,1.1721177,-0.15425833,2.4984937,3.790144,1.3139164,6.2663713,4.8973036,1.8619233,7.9326839,6.5021267,2.8232021,10.181051,5.2415786,1.8170806,8.6660767,4.1223173,0.50894678,7.7356877,6.0843534,0.75118232,11.417524,0,0,0,0,0,0,1.6087829,1.1828796,2.0346863
1518,Male/IMD2/East of England+,2016,4.0007086,1.9050093,6.0964079,38.710392,18.43265,58.988136,54.323513,28.499754,80.14727,95.11615,58.554676,131.67763,109.41692,70.899277,147.93456,100.71416,58.628391,142.79993,81.87429,37.36692,126.38166,60.938454,15.794617,106.08229,132.62599,45.977009,219.27498,65.811119,-25.398445,157.02069,32.88773,27.676281,38.099178
1519,Male/IMD2/East of England+,2017,2.0002515,0.51844448,3.4820585,49.248955,26.497099,72.000809,43.436443,20.683043,66.189842,60.9188,31.959843,89.877762,74.285927,41.728683,106.84317,83.577103,46.947823,120.20638,68.874832,28.172405,109.57726,59.880241,15.52034,104.24014,43.421623,-5.7145705,92.557816,0,0,0,24.313982,19.893078,28.734886
1520,Male/IMD2/East of England+,2018,2.854419,1.0852318,4.6236062,29.895367,12.228334,47.562401,60.640976,34.063896,87.218056,66.715828,36.716732,96.71492,64.838478,34.016224,95.660736,39.837463,15.145948,64.528976,42.555779,11.030018,74.081543,67.142258,20.615047,113.66947,87.032204,17.391941,156.67247,31.426775,-30.169704,93.023254,22.337011,18.126318,26.547705
1521,Male/IMD2/East of England+,2019,3.7095799,1.6930294,5.7261305,32.490387,14.107219,50.873554,55.720108,30.665291,80.774925,79.439095,46.97327,111.90491,65.457626,34.341045,96.574203,113.25471,72.034203,154.47522,75.682602,34.541073,116.82413,41.45937,5.1186314,77.80011,57.012543,1.1402508,112.88483,89.445435,-11.771604,190.66248,28.001659,23.305595,32.697723
1522,Male/IMD2/East of England+,2020,4.2774525,2.1127627,6.442142,46.349312,24.316248,68.382378,39.933823,19.015205,60.85244,73.766098,42.941208,104.59099,100.81818,62.064915,139.57144,69.177559,37.219162,101.13596,73.409004,33.503418,113.31459,49.821472,9.9559917,89.686951,42.498936,-5.5931406,90.591011,59.737156,-23.054317,142.52863,27.295992,22.687828,31.904156
1523,Male/IMD2/East of England+,2021,3.4525023,1.4990653,5.4059391,57.4147,32.858028,81.971375,70.100662,42.621201,97.580124,75.732628,44.78159,106.68366,90.744102,53.658054,127.83015,83.082764,47.547676,118.61785,93.839699,49.231136,138.44826,157.53545,84.757782,230.31311,47.490898,-6.2501111,101.23191,30.339806,-29.126213,89.805824,33.078354,27.996143,38.160564
1524,Male/IMD2/East of England+,2022,3.15254,1.289508,5.0155721,52.415237,28.846472,75.984001,71.958374,44.298466,99.618286,57.458424,30.913986,84.002861,65.447548,34.335758,96.559334,54.334198,24.797791,83.870605,115.05177,68.031464,162.07208,77.874878,26.996622,128.75313,78.480614,9.6893196,147.27191,29.411764,-28.235294,87.058823,28.053511,23.422762,32.684261
1525,Male/IMD2/East of England+,2023,3.15254,1.289508,5.0155721,44.139149,22.510965,65.767334,49.817337,26.802902,72.831772,57.458424,30.913986,84.002861,73.147255,40.256237,106.03828,75.231964,40.47657,109.98736,65.029266,29.678955,100.37958,77.874878,26.996622,128.75313,109.87286,28.477909,191.26782,117.64706,2.352941,232.94118,26.855724,22.263597,31.447851
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1526,Male/IMD2/London+, All Years,0.092479669,0.023969769,0.16098957,2.1847234,0.99709421,3.3723526,5.9416175,3.8154368,8.0677986,5.7382374,3.3403807,8.1360941,7.2715187,4.1614389,10.381598,9.5903988,5.4885178,13.69228,9.7280684,4.8049865,14.65115,3.6331599,0.072663195,7.1936564,11.442583,2.9657993,19.919367,3.2890408,-3.1574793,9.7355604,2.503777,2.0715675,2.9359865
1527,Male/IMD2/London+,2016,2.3481069,1.4455236,3.25069,30.627121,18.621288,42.632954,44.07362,28.032459,60.11478,88.361008,61.95015,114.77187,87.23394,58.333294,116.13458,100.91181,63.533554,138.29007,48.436813,19.812487,77.061142,63.938618,24.309053,103.56818,92.980011,28.548151,157.41187,0,0,0,26.516785,22.794718,30.238852
1528,Male/IMD2/London+,2017,2.8781688,1.8809342,3.8754034,32.22303,20.068432,44.377628,52.497265,35.34816,69.64637,86.692673,61.076626,112.30872,95.073685,64.844627,125.30274,93.836922,59.079239,128.5946,66.696312,32.943321,100.4493,87.642418,41.73251,133.55232,66.283691,13.245688,119.32169,22.846699,-21.932831,67.626228,28.627712,24.8255,32.429924
1529,Male/IMD2/London+,2018,2.9475181,1.9418479,3.9531884,29.138208,17.71603,40.560387,43.486801,28.178301,58.795303,67.915558,45.729809,90.101303,81.463379,53.668709,109.25805,101.50674,66.336449,136.67703,112.31412,68.28698,156.34125,54.881393,19.025549,90.737236,54.896793,6.7776322,103.01595,43.734966,-16.878605,104.34853,27.42046,23.678757,31.162163
1530,Male/IMD2/London+,2019,3.3010366,2.2373698,4.3647032,39.231976,26.044647,52.419304,64.899071,46.539021,83.259125,73.853912,51.247189,96.46064,96.343758,66.486519,126.201,79.377197,48.865585,109.88881,93.762558,53.659653,133.86546,95.975044,48.947273,143.00282,63.098118,12.609108,113.58713,102.20769,12.618698,191.79668,30.795738,26.936615,34.654861
1531,Male/IMD2/London+,2020,3.460613,2.3744955,4.5467305,30.697166,19.118128,42.276203,61.702461,44.062012,79.342911,66.952789,45.939579,87.966003,77.252617,50.894627,103.6106,97.451492,64.201797,130.70119,89.377487,50.206078,128.54889,36.181633,7.2302976,65.132965,41.906757,0.83813512,82.97538,39.572617,-15.272231,94.417465,26.913038,23.373983,30.452093
1532,Male/IMD2/London+,2021,4.2501259,2.9647408,5.535511,38.839523,25.58778,52.091267,44.653126,29.417828,59.888424,76.519081,53.909138,99.129021,114.25237,81.588142,146.9166,110.23969,73.717232,146.76216,93.850334,51.650078,136.05058,89.896965,41.028419,138.76552,79.291664,15.84512,142.7382,139.50893,17.223959,261.79388,33.186707,28.991278,37.382133
1533,Male/IMD2/London+,2022,3.5192928,2.3533494,4.6852365,21.367521,11.49623,31.238813,43.873062,28.903915,58.842209,56.95047,37.807297,76.093643,86.396118,58.557388,114.23485,69.861229,40.668079,99.054382,115.12779,69.997696,160.25789,62.634838,21.713411,103.55627,77.02182,15.391527,138.65211,105.68032,2.1136065,209.24704,26.539234,22.80335,30.275118
1534,Male/IMD2/London+,2023,2.7148831,1.6908233,3.7389429,33.238365,20.926702,45.55003,38.555115,24.522486,52.587746,63.650524,43.412586,83.888466,77.055992,50.765087,103.34689,104.79185,69.037689,140.54601,96.707344,55.344929,138.06976,111.35082,56.788918,165.91272,77.02182,15.391527,138.65211,79.260239,-10.431168,168.95164,28.385544,24.514723,32.256363
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1535,Male/IMD2/North East+, All Years,0,0,0,4.1983585,0.83897209,7.557745,6.9932513,2.6587889,11.327714,10.084947,4.6027074,15.567185,9.5655499,3.9126709,15.218429,4.9306259,0.60874146,9.2525101,21.356266,10.548505,32.164028,4.2507968,-1.6405072,10.1421,7.995203,-3.0855832,19.075989,0,0,0,3.2066283,2.4176762,3.9955804
1536,Male/IMD2/North East+,2016,7.980124,3.9416242,12.018624,51.879452,21.220655,82.538246,61.674461,26.778851,96.570068,92.60331,47.227688,137.97893,88.967972,43.943966,133.99197,63.476952,19.489668,107.46423,159.13431,78.601234,239.66737,155.9819,59.303318,252.66049,115.10791,2.3021581,227.91367,211.41649,-27.823799,450.65677,40.237267,32.55571,47.918823
1537,Male/IMD2/North East+,2017,6.3695283,2.7656286,9.9734278,42.940979,14.886206,70.99575,45.158054,15.654792,74.661316,112.73322,63.325703,162.14073,98.728867,50.351723,147.10602,115.54849,58.929729,172.16725,42.220814,0.84441626,83.597214,91.799263,18.344549,165.25398,84.889641,-11.172034,180.95131,203.52782,-26.785582,433.84122,35.090496,28.037766,42.143227
1538,Male/IMD2/North East+,2018,4.7532029,1.647777,7.8586287,28.869749,5.7691383,51.97036,73.935333,36.51889,111.35178,99.706421,53.644405,145.76843,55.744812,19.324867,92.164757,61.546879,21.33625,101.75751,168.50974,85.939964,251.0795,89.17955,17.821049,160.53806,168.06723,33.585438,302.54901,0,0,0,33.342712,26.562511,40.122913
1539,Male/IMD2/North East+,2019,5.294591,2.0129693,8.5762129,53.781841,21.998804,85.56488,63.266499,28.874437,97.658562,113.75948,65.103752,162.41522,99.831535,50.914082,148.74899,92.360466,43.979092,140.74184,112.16478,45.879627,178.44994,129.32893,44.834034,213.82384,54.960155,-21.210732,131.13104,195.05852,-25.670975,415.78802,38.535881,31.23951,45.832253
1540,Male/IMD2/North East+,2020,3.1634223,0.63215715,5.6946874,50.213406,19.090813,81.335999,90.558121,49.838219,131.27802,84.907661,43.302906,126.51241,98.942551,50.460701,147.42441,110.54754,57.996574,163.0985,78.492935,24.100105,132.88577,86.293686,17.24436,155.34302,27.270248,-26.179438,80.719933,65.104164,-62.499996,192.70833,33.751736,27.090935,40.412537
1541,Male/IMD2/North East+,2021,2.8791893,0.35546863,5.4029098,75.293648,37.189808,113.39749,71.493256,35.312679,107.67384,42.00798,12.897935,71.118027,108.61694,58.438477,158.79541,92.093147,43.851807,140.33449,134.11246,63.860054,204.36487,118.64156,36.427151,200.85596,173.16017,34.603176,311.71716,184.04907,-24.222073,392.32022,37.54142,30.311024,44.771816
1542,Male/IMD2/North East+,2022,4.5377455,1.3932483,7.6822429,30.490904,6.0931005,54.888706,52.859203,21.621412,84.096992,102.64306,57.657757,147.62836,88.157509,43.543655,132.77136,109.61907,55.905727,163.33241,87.68853,33.338615,142.03844,74.404762,9.1861105,139.62341,27.28513,-26.193724,80.763985,188.79799,-24.84705,402.44302,32.491352,25.870901,39.111801
1543,Male/IMD2/North East+,2023,3.4033091,0.68009466,6.1265235,66.063622,30.151028,101.97622,91.302261,50.247761,132.35677,87.246597,45.772198,128.72099,88.157509,43.543655,132.77136,75.363113,30.826359,119.89986,149.0705,78.206879,219.93411,59.523811,1.1904762,117.85715,163.71078,32.714874,294.7067,0,0,0,36.393311,29.508926,43.277695
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,Male/IMD2/North West+, All Years,0.28088564,0.097373679,0.46439758,2.1630642,0.56064391,3.7654846,4.2257595,1.9286104,6.5229087,3.4508276,1.196287,5.705368,9.979001,5.9007006,14.057302,9.7081251,5.4533515,13.962898,6.872427,2.6128523,11.132002,2.0461404,-0.78966558,4.8819466,5.7501006,-0.75675064,12.256952,0,0,0,2.2510321,1.798417,2.7036474
1545,Male/IMD2/North West+,2016,4.76373,2.7730942,6.7543659,62.261154,39.600407,84.921898,100.09521,69.456009,130.73442,83.829567,53.318718,114.34042,110.38152,75.738152,145.0249,112.08596,71.290833,152.88109,71.312141,33.956558,108.66772,76.236946,28.984798,123.48909,68.861038,8.5016756,129.2204,65.767838,-25.381741,156.91742,36.924404,31.986988,41.86182
1546,Male/IMD2/North West+,2017,4.5448842,2.6010053,6.4887633,49.457047,29.244532,69.669563,73.343269,47.524502,99.162033,82.229843,52.301231,112.15845,98.7285,65.043106,132.41389,84.49514,50.690041,118.30024,75.658226,37.369881,113.94657,44.729385,8.9384203,80.520348,67.340065,8.3138952,126.36623,32.133675,-30.848328,95.115677,31.066301,26.586882,35.545719
1547,Male/IMD2/North West+,2018,4.3177333,2.4254031,6.2100635,62.603889,39.818398,85.389381,57.671455,35.064243,80.278664,66.850502,40.104729,93.596275,97.976181,64.029167,131.92319,120.57474,81.186989,159.96249,103.92439,59.475193,148.37358,64.780823,22.45735,107.10429,40.393162,-5.3160005,86.102325,0,0,0,32.575584,28.02297,37.128197
1548,Male/IMD2/North West+,2019,3.6515713,1.9157244,5.3874183,36.485386,19.141335,53.829437,81.820038,55.092155,108.54792,73.459396,45.750351,101.16844,61.925255,34.785313,89.065193,88.347893,55.022877,121.67291,67.580612,32.179722,102.9815,55.85812,17.150419,94.565819,13.296104,-12.76426,39.356468,29.086678,-27.92321,86.096565,26.92057,22.821615,31.019526
1549,Male/IMD2/North West+,2020,3.8576031,2.0754814,5.6397247,41.304348,22.731647,59.877048,57.834328,35.603527,80.065125,92.282539,61.70929,122.85579,103.00912,67.863213,138.15503,73.781799,43.628044,103.93555,86.409676,46.49044,126.32891,62.547779,21.683229,103.41233,65.462166,8.0820484,122.84229,55.756901,-21.518221,133.03203,30.4548,26.065487,34.844112
1550,Male/IMD2/North West+,2021,4.5647821,2.5641782,6.5653863,49.90778,29.511057,70.304504,80.237679,54.383331,106.09203,70.723145,44.526928,96.919365,128.29338,89.022705,167.56406,116.59919,78.510117,154.68826,108.99957,64.452728,153.54642,70.219788,26.697113,113.74246,121.75325,42.207794,201.29871,114.09013,2.2818027,225.89847,37.705673,32.791683,42.619663
1551,Male/IMD2/North West+,2022,3.3574848,1.6583631,5.0566068,30.748957,14.641668,46.856243,50.008698,29.57073,70.446663,61.316589,37.280487,85.352692,85.430969,53.786896,117.07504,95.661087,60.227726,131.09445,107.77721,65.528542,150.02586,132.22911,72.771652,191.68657,119.85617,41.55014,198.1622,57.175529,-22.065708,136.41676,30.598225,26.190155,35.006294
1552,Male/IMD2/North West+,2023,2.2383232,0.85099614,3.6256504,39.534374,21.270426,57.798325,63.054443,40.104965,86.003922,93.201218,63.56752,122.83492,100.6865,66.333054,135.03995,88.828148,54.683708,122.97259,103.46612,62.071053,144.86119,62.634838,21.713411,103.55627,39.952057,-5.2579536,85.162064,28.587765,-27.444254,84.619781,30.392235,26.058187,34.726284
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,Male/IMD2/South East+, All Years,0.12966515,0.002593303,0.25673699,1.9517654,0.39002779,3.5135031,3.5835485,1.3624421,5.8046551,4.6891918,1.9180565,7.4603271,10.244902,5.8630843,14.626719,4.9127712,1.7030942,8.122448,7.0109839,2.4304745,11.591494,4.694891,0.09389782,9.2958841,6.3324537,-0.8333925,13.4983,12.431111,-1.6360153,26.498238,2.1562192,1.6782795,2.6341591
1554,Male/IMD2/South East+,2016,4.9197755,2.909121,6.9304299,63.504578,40.39127,86.617889,83.980682,54.882858,113.07851,92.541183,59.425751,125.65662,106.3231,70.583946,142.06224,70.600937,37.039379,104.16249,62.936264,25.743309,100.12922,74.856522,25.950258,123.76279,56.665249,1.133305,112.19719,88.809944,-11.687975,189.30786,33.962357,29.090099,38.834614
1555,Male/IMD2/South East+,2017,5.1218686,3.0726943,7.1710429,49.576447,29.315136,69.837753,50.695801,28.477388,72.914215,60.585865,34.03294,87.138794,101.30719,65.644386,136.97,79.690346,45.606224,113.77447,90.666969,46.240154,135.09378,81.87326,31.127687,132.61884,27.831896,-10.741144,66.404938,0,0,0,29.172472,24.69455,33.650394
1556,Male/IMD2/South East+,2018,3.4130785,1.7406701,5.0854869,68.845337,44.991646,92.699028,63.714558,39.223469,88.205643,85.880127,54.622952,117.1373,53.429508,27.24905,79.60997,87.234665,52.333534,122.1358,65.724617,28.537415,102.91182,56.224899,14.57291,97.876884,98.647125,25.568308,171.72594,54.869686,-21.175816,130.91519,29.558773,25.078178,34.039368
1557,Male/IMD2/South East+,2019,4.0607662,2.234823,5.8867092,62.699993,39.879524,85.520462,37.974983,19.367241,56.582726,49.030918,25.723099,72.338737,110.6343,72.886734,148.38187,96.051224,59.820492,132.28195,95.419846,51.338127,139.50157,69.616333,24.133657,115.09901,84.590439,16.903992,152.27689,130.5824,16.12188,245.04292,31.295626,26.653868,35.937386
1558,Male/IMD2/South East+,2020,3.6391892,1.9092284,5.3691502,41.376308,22.771254,59.981365,87.523323,59.694935,115.35172,72.552742,44.664368,100.44112,80.710251,48.419426,113.00108,70.771408,39.754471,101.78835,81.916855,41.777596,122.05611,38.449707,4.7470517,72.152359,84.068939,16.799782,151.3381,104.27528,2.0855057,206.46506,29.677765,25.229048,34.126484
1559,Male/IMD2/South East+,2021,6.4215441,3.5340657,9.3090219,52.896881,27.751301,78.042465,89.183334,56.149364,122.21731,86.73027,52.030937,121.4296,130.05029,83.512398,176.5882,116.18035,71.522064,160.83864,185.07503,116.52228,253.62778,59.095833,11.809319,106.38235,78.064011,1.5612803,154.56674,133.39262,-17.55534,284.34058,42.967724,36.707119,49.228329
1560,Male/IMD2/South East+,2022,2.0040259,0.69472903,3.3133228,31.415493,14.959051,47.871937,34.289635,16.936686,51.642582,56.444027,32.302517,80.585533,127.41416,86.902321,167.92599,90.552368,54.323875,126.78086,121.14435,74.577957,167.71074,64.375954,19.765692,108.98621,44.910179,-5.9104719,95.730827,83.56546,-10.997758,178.12868,28.536886,24.090565,32.983208
1561,Male/IMD2/South East+,2023,3.3400431,1.6497481,5.0303383,33.659454,16.62542,50.693489,57.149387,34.746826,79.551949,91.385567,60.667477,122.10365,70.413094,40.296917,100.52927,94.325386,57.349838,131.30093,79.209763,41.555832,116.86369,72.422951,25.106623,119.73928,59.880241,1.1976048,118.56288,55.710308,-21.500237,132.92085,28.614693,24.232611,32.996777
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,Male/IMD2/South West+, All Years,0.22030556,0.027199214,0.41341192,2.3275571,0.46512344,4.1899905,4.2754312,1.7488128,6.8020496,3.4696019,1.0652903,5.8739133,4.1249399,1.4299792,6.8199005,8.166873,4.2845879,12.049158,1.3705295,-0.52892751,3.2699866,5.2396622,0.64689583,9.8324289,1.8800527,-1.8048506,5.5649557,3.8777726,-3.7226617,11.478207,1.6714011,1.2638566,2.0789456
1563,Male/IMD2/South West+,2016,3.6571875,1.5879389,5.7264361,34.960335,15.955681,53.964989,52.441441,28.214731,76.668152,74.25103,43.905506,104.59656,83.041702,52.282627,113.80078,94.94873,57.728828,132.16864,81.477455,40.244171,122.71074,108.79701,51.805653,165.78838,122.36574,42.420124,202.31136,0,0,0,29.671103,25.015833,34.326374
1564,Male/IMD2/South West+,2017,1.824873,0.3646704,3.2850757,47.970577,25.809299,70.131851,70.623466,42.939068,98.307861,91.929245,58.470413,125.38808,59.214012,32.588146,85.839882,75.993088,44.237595,107.74858,63.284462,27.477903,99.091019,90.79216,39.421658,142.16266,80.786324,16.143805,145.42885,85.543198,-11.258046,182.34444,28.502228,23.951214,33.053242
1565,Male/IMD2/South West+,2018,5.7699022,3.1754377,8.3643665,45.379318,23.80736,66.951279,68.566414,41.688381,95.44445,96.363068,62.440723,130.28542,57.751541,31.071692,84.431389,66.045837,37.099972,94.991699,91.25013,49.094723,133.40553,74.45462,28.307167,120.60207,66.6045,8.2230778,124.98592,55.066078,-21.251616,131.38377,30.47452,25.810688,35.138351
1566,Male/IMD2/South West+,2019,3.6646032,1.5911589,5.7380476,51.131622,28.140039,74.123207,66.914696,40.684135,93.145256,82.12928,51.149937,113.10862,107.35548,70.726624,143.98433,64.457909,36.207985,92.707832,121.60716,73.937157,169.27718,72.275223,27.478575,117.07187,65.436462,8.0788765,122.79404,53.490238,-20.643452,127.62392,32.406895,27.633478,37.180309
1567,Male/IMD2/South West+,2020,5.4891772,2.9533069,8.0250473,38.166897,18.173853,58.159943,57.40678,33.418015,81.395546,89.320274,57.357426,121.28312,66.006599,37.07793,94.935265,104.66554,68.954475,140.37662,88.731148,48.832756,128.62953,71.438774,27.160561,115.71699,51.288628,1.0257726,101.55148,131.54433,16.240641,246.84801,31.394365,26.719896,36.068832
1568,Male/IMD2/South West+,2021,5.4313097,2.8494289,8.0131903,33.157413,14.39684,51.917988,50.542667,27.815912,73.269424,73.133629,44.465244,101.80201,93.91246,59.126797,128.69812,90.770576,57.148685,124.39247,85.201797,46.890396,123.5132,64.846169,22.480003,107.21233,104.62988,32.125076,177.13467,52.63158,-20.312063,125.57523,30.136112,25.551615,34.720612
1569,Male/IMD2/South West+,2022,3.49213,1.4284132,5.5558467,33.726814,14.644073,52.809555,66.095604,40.186131,92.005081,65.274155,38.597374,91.950935,62.586468,34.44416,90.728775,58.235134,30.55191,85.918358,73.289902,39.431694,107.14811,84.524902,36.700439,132.34937,76.775429,15.342288,138.20857,25.933609,-24.896265,76.763481,25.513437,21.336098,29.690777
1570,Male/IMD2/South West+,2023,4.7619953,2.3520932,7.1718974,30.916245,12.64591,49.186577,44.945007,23.579508,66.310509,65.274155,38.597374,91.950935,62.586468,34.44416,90.728775,92.491096,57.603256,127.37894,61.074917,30.166744,91.983093,70.437416,26.779852,114.09498,38.387714,-5.0520763,81.827507,129.66805,16.008987,243.3271,26.050068,21.788368,30.311768
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,Male/IMD2/West Midlands+, All Years,0.18594179,0.003718836,0.36816475,1.3258497,-0.17449041,2.8261898,4.6773124,1.7782841,7.5763407,7.5065818,3.5743937,11.43877,13.199577,7.683825,18.71533,11.523471,6.0455604,17.001381,8.7316751,3.0269806,14.43637,2.8977528,-1.118328,6.9138336,5.5978503,-2.1603744,13.356075,0,0,0,2.7684829,2.1707368,3.3662291
1572,Male/IMD2/West Midlands+,2016,5.1454887,2.6241992,7.6667781,55.583004,29.904966,81.26104,55.307823,28.206989,82.408653,55.294441,26.329439,84.259445,95.109772,57.057938,133.16161,98.258636,52.865463,143.65181,43.174786,8.6277628,77.721809,43.530308,0.87060618,86.19001,41.339397,-15.954082,98.632874,43.497173,-41.757286,128.75163,27.956514,22.880745,33.032284
1573,Male/IMD2/West Midlands+,2017,4.1777,1.9066763,6.4487238,39.777248,18.154091,61.400406,64.109055,35.282108,92.935997,74.082741,40.771076,107.3944,74.555771,40.112762,108.99878,29.574133,5.9098978,53.238369,65.307304,22.639864,107.97475,105.67474,40.176857,171.17262,20.210186,-19.401779,59.822151,215.70319,26.631001,404.77536,27.238476,22.117298,32.359653
1574,Male/IMD2/West Midlands+,2018,3.5311527,1.4443748,5.6179304,48.838558,24.907665,72.769455,96.224037,61.202061,131.24602,95.877274,58.293381,133.46117,113.90963,70.942665,156.87659,108.44964,64.127541,152.77173,78.058472,31.928864,124.18808,71.03714,18.412088,123.66219,39.619652,-15.290382,94.529686,85.726532,-33.084381,204.53745,35.617241,29.923809,41.310673
1575,Male/IMD2/West Midlands+,2019,4.4987144,2.1421437,6.8552852,49.428482,25.208527,73.648438,74.428841,44.010651,104.84703,102.07168,63.570019,140.57333,110.18816,67.833191,152.54314,64.12899,30.536169,97.721809,62.064686,21.515759,102.61362,97.933601,37.233727,158.63348,95.932465,11.843953,180.02098,42.140751,-40.45512,124.73663,33.224506,27.780134,38.668877
1576,Male/IMD2/West Midlands+,2020,5.1391425,2.6209626,7.6573224,46.327755,22.882677,69.772835,67.081932,38.390514,95.773346,88.44014,53.056717,123.82356,67.91748,34.637917,101.19704,76.718262,40.248714,113.18781,67.190758,25.545498,108.83601,59.235859,11.837301,106.63441,76.350449,1.527009,151.17389,40.933277,-39.295944,121.1625,29.339045,24.26008,34.418011
1577,Male/IMD2/West Midlands+,2021,2.7038081,0.83016473,4.5774512,68.454788,39.849354,97.060226,76.442856,45.859344,107.02637,115.64036,75.573021,155.7077,125.71528,79.959587,171.47096,116.18035,71.522064,160.83864,145.41609,84.650581,206.18161,78.794441,24.192677,133.39621,78.064011,1.5612803,154.56674,44.464207,-42.685638,131.61404,40.473831,34.456051,46.491611
1578,Male/IMD2/West Midlands+,2022,2.6741991,0.82107377,4.5273247,31.68869,12.047837,51.329544,85.738785,53.39793,118.07964,70.919472,39.837643,102.0013,115.53274,71.953537,159.11194,93.716324,52.643333,134.78931,113.1626,62.278488,164.04671,59.880241,11.966072,107.79441,75.202103,1.504042,148.90016,0,0,0,31.869316,26.594183,37.144447
1579,Male/IMD2/West Midlands+,2023,5.682673,2.9813018,8.3840437,25.350952,7.783638,42.918266,85.738785,53.39793,118.07964,60.281551,31.625523,88.937584,55.626873,25.38776,85.865982,103.08795,60.010239,146.16566,59.559261,22.644051,96.474472,69.860283,18.107065,121.6135,112.80316,22.541836,203.06448,129.87013,-17.091751,276.832,29.764414,24.582197,34.946629
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,Male/IMD2/Yorkshire and The Humber+, All Years,0.13945633,-0.018353369,0.29726604,1.7677995,0.035355989,3.5002429,2.3386562,0.28873381,4.3885784,5.3618441,2.0385387,8.6851492,10.199674,5.3510566,15.04829,13.557024,7.615396,19.498652,4.8509307,0.59890205,9.1029596,4.3466291,-0.57204467,9.2653027,5.5978503,-2.1603744,13.356075,12.251148,-4.7280779,29.230373,2.430553,1.8584689,3.0026371
1581,Male/IMD2/Yorkshire and The Humber+,2016,4.1807094,1.9080498,6.4533687,43.231224,20.585323,65.877129,93.331947,58.126934,128.53696,82.941666,47.466927,118.4164,95.109772,57.057938,133.16161,103.71745,57.080402,150.35451,71.957977,27.357962,116.55799,54.412884,6.7178855,102.10788,41.339397,-15.954082,98.632874,217.48587,26.851107,408.12064,34.069996,28.325748,39.814243
