id,table,diagnosisYear,ageSpecificIncidenceAge0_49,CILowerBound0_49,CIUpperBound0_49,ageSpecificIncidenceAge50_54,CILowerBound50_54,CIUpperBound50_54,ageSpecificIncidenceAge55_59,CILowerBound55_59,CIUpperBound55_59,ageSpecificIncidenceAge60_64,CILowerBound60_64,CIUpperBound60_64,ageSpecificIncidenceAge65_69,CILowerBound65_69,CIUpperBound65_69,ageSpecificIncidenceAge70_74,CILowerBound70_74,CIUpperBound70_74,ageSpecificIncidenceAge75_79,CILowerBound75_79,CIUpperBound75_79,ageSpecificIncidenceAge80_84,CILowerBound80_84,CIUpperBound80_84,ageSpecificIncidenceAge85_89,CILowerBound85_89,CIUpperBound85_89,ageSpecificIncidenceAge90,CILowerBound90,CIUpperBound90,ageStandardisedIncidence,CILowerBoundAS,CIUpperBoundAS
369,Female/East Midlands*,2023,1.3516756,0.75927764,1.9440736,16.072741,10.119314,22.026167,17.190697,11.039084,23.342308,20.048504,12.990901,27.106106,27.386631,18.440332,36.332932,29.362902,20.02685,38.698956,26.731297,17.165625,36.29697,36.419666,22.420397,50.418934,23.688517,9.689497,37.687534,20.376282,4.0718598,36.680702,9.7831631,8.5818987,10.984427
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
370,Female/East of England*, All Years,2.1548808,1.9064357,2.4033258,15.174498,13.250647,17.098349,21.58209,19.202478,23.961702,24.801626,22.058338,27.544914,28.998333,25.942772,32.053894,30.871698,27.691441,34.051956,36.217484,32.236771,40.198196,36.235249,31.631636,40.838863,34.375225,28.928244,39.822208,44.535767,36.938137,52.133396,11.721685,11.278181,12.16519
371,Female/East of England*,2016,1.99564,1.3611183,2.6301618,12.553126,7.9033828,17.202869,20.812088,14.362355,27.26182,18.666729,12.199038,25.13442,29.14319,21.370054,36.916328,23.041943,15.296688,30.787197,24.854866,15.648496,34.061237,25.37595,15.005097,35.746803,32.041012,17.998419,46.083603,38.596069,19.683996,57.508144,9.8189907,8.7245426,10.913439
372,Female/East of England*,2017,2.3575082,1.6686925,3.0463238,11.958438,7.4476895,16.469187,13.117533,8.0753155,18.15975,23.06805,15.919188,30.216913,20.116907,13.452167,26.781649,27.505945,19.469271,35.542622,34.259811,23.507328,45.012295,33.847229,21.932112,45.762348,38.110363,22.863043,53.357681,45.536251,25.060658,66.011848,10.237211,9.127511,11.346911
373,Female/East of England*,2018,2.4065549,1.7110937,3.1020162,11.873821,7.3949904,16.352652,19.13838,13.131777,25.144983,21.562975,14.706941,28.419008,20.190863,13.403962,26.977764,21.624275,14.656458,28.592093,35.755333,24.941685,46.568981,24.687382,14.597939,34.776825,28.554205,15.362835,41.745575,38.362865,19.565062,57.160671,9.88799,8.7990265,10.976954
374,Female/East of England*,2019,1.9846389,1.353615,2.6156628,15.865252,10.682603,21.047899,20.018112,13.963943,26.072281,20.128712,13.553332,26.70409,31.258829,22.762583,39.755077,32.168564,23.743101,40.594025,26.929543,17.741392,36.117691,25.214586,15.126651,35.302521,34.655495,20.173885,49.137104,37.46283,19.106043,55.819614,10.759768,9.6347418,11.884795
375,Female/East of England*,2020,1.3057489,0.79389536,1.8176025,16.012241,10.781576,21.242907,16.213762,10.842135,21.58539,29.509487,21.638653,37.380322,30.896172,22.416567,39.375778,25.052954,17.65028,32.455627,29.054701,19.692636,38.416767,32.399326,20.993908,43.804745,28.378187,15.268134,41.488239,51.741573,30.120146,73.362999,10.609024,9.4963932,11.721655
376,Female/East of England*,2021,1.9227852,1.3032215,2.5423489,16.920248,11.540388,22.300108,23.994061,17.534218,30.453903,21.210032,14.636974,27.783089,25.916416,18.170073,33.662762,32.46476,24.036638,40.892883,28.974525,19.880836,38.068214,33.800911,22.089493,45.512329,26.487589,13.896188,39.078991,28.087915,12.195681,43.980148,10.92037,9.8002968,12.040443
377,Female/East of England*,2022,1.5516586,0.99640477,2.1069126,11.237773,6.8325658,15.642981,18.797834,13.11272,24.482948,19.531351,13.32128,25.741423,22.002331,14.912695,29.091967,30.90029,22.419554,39.381023,32.088779,23.010813,41.166748,44.841648,31.438606,58.24469,27.45451,14.771173,40.137844,39.032902,20.477839,57.587967,10.088778,9.0249138,11.152641
378,Female/East of England*,2023,1.5516586,0.99640477,2.1069126,9.8892403,5.7567897,14.021691,17.455132,11.976818,22.933445,18.503384,12.458945,24.547823,23.786304,16.414852,31.157757,23.023745,15.703253,30.344236,34.762844,25.314196,44.211494,32.327698,20.947495,43.707901,24.404009,12.446045,36.361973,32.144745,15.306298,48.983192,9.2291927,8.2096891,10.248696
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
379,Female/London*, All Years,1.9269575,1.745872,2.108043,12.17298,10.654866,13.691094,18.656876,16.634689,20.679062,26.360132,23.644634,29.07563,31.630583,28.335535,34.925629,34.559628,30.84767,38.271584,39.376591,34.828827,43.924355,34.36977,29.52075,39.218792,40.978489,34.442314,47.514664,41.167511,33.098679,49.236343,11.750181,11.304627,12.195735
380,Female/London*,2016,2.0100875,1.5214189,2.4987559,8.528451,5.1163597,11.940542,13.697601,8.8756847,18.519518,33.058777,24.623159,41.494392,25.494659,17.690729,33.298588,28.223986,18.873365,37.574604,30.923002,20.037289,41.808716,24.326851,13.388165,35.265537,30.808334,15.712251,45.904419,43.511051,21.491421,65.530685,10.252748,9.127017,11.378478
381,Female/London*,2017,1.5151445,1.090904,1.9393849,10.118879,6.4359832,13.801776,12.352674,7.8567595,16.848587,18.043928,11.88748,24.200377,26.684965,18.61451,34.755421,32.504593,22.789061,42.220123,27.899006,17.565069,38.232941,35.510914,22.357487,48.664341,38.100319,21.402119,54.798519,29.194523,11.09957,47.289474,9.4782047,8.3998909,10.556519
382,Female/London*,2018,2.0032454,1.5162402,2.4902503,12.734776,8.6313505,16.838202,24.536366,18.327808,30.744923,23.327944,16.434977,30.220911,26.85817,18.735331,34.98101,29.142199,20.110937,38.173458,36.545013,24.769405,48.320621,23.699638,13.042981,34.356297,30.327728,15.467141,45.188316,35.138062,15.256831,55.019291,10.902851,9.7669725,12.03873
383,Female/London*,2019,1.7215784,1.2706695,2.1724873,12.650697,8.5743637,16.72703,17.792891,12.594172,22.99161,23.613478,16.789507,30.437449,34.319489,25.165718,43.473259,35.550499,25.696404,45.404594,32.113037,21.156319,43.069756,30.570944,18.587133,42.554752,41.766335,24.313293,59.219376,48.613098,25.503899,71.722298,11.335576,10.178464,12.492688
384,Female/London*,2020,1.4246461,1.012943,1.8363492,9.8911629,6.2911468,13.491179,16.177179,11.284641,21.069717,23.689432,16.987654,30.391211,25.134943,17.345543,32.924343,27.182436,18.651197,35.713676,25.025988,15.406307,34.645668,30.551142,18.575094,42.527191,34.4188,18.518126,50.319473,37.485584,17.108189,57.86298,9.431798,8.3872843,10.476312
385,Female/London*,2021,1.8211076,1.3524263,2.289789,11.244416,7.4079089,15.080923,15.795055,11.018085,20.572025,21.967001,15.61884,28.315163,37.031094,27.660934,46.401253,33.907688,24.413536,43.40184,48.253143,35.137791,61.368496,42.289082,28.074146,56.504017,45.452824,27.267906,63.637741,31.475334,12.8746,50.076069,11.958676,10.776812,13.140541
386,Female/London*,2022,1.971565,1.4847131,2.4584169,8.922658,5.4928989,12.352417,16.006254,11.22203,20.790478,18.939131,13.141851,24.73641,25.290388,17.641701,32.939075,25.465631,17.146858,33.784405,40.825546,29.153711,52.497379,24.87191,13.971314,35.772507,28.022194,13.841007,42.203381,42.332222,20.909161,63.755283,9.7667227,8.7193995,10.814046
387,Female/London*,2023,1.0327245,0.68036693,1.3850821,10.981732,7.1767564,14.786709,13.028346,8.7120495,17.344643,20.786852,14.713359,26.860344,19.871019,13.091183,26.650856,29.002525,20.124836,37.880215,29.533373,19.606106,39.46064,28.602695,16.913109,40.292282,37.362926,20.987904,53.737949,19.755037,5.1203003,34.389774,8.6901655,7.6953974,9.6849337
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
388,Female/North East*, All Years,2.7710326,2.3305023,3.2115629,18.786678,15.506324,22.067034,27.468796,23.499744,31.437847,39.16798,34.170727,44.165234,36.03466,31.015352,41.05397,41.552067,35.93203,47.172104,39.539948,33.169628,45.910267,36.15329,29.204851,43.101727,41.309288,32.021828,50.596748,36.249058,24.872248,47.625866,14.668017,13.917,15.419035
389,Female/North East*,2016,2.6580732,1.5211966,3.7949498,18.218807,9.8021469,26.635468,17.504896,8.9274969,26.082294,38.757751,25.114,52.401505,35.212551,22.39649,48.02861,38.656681,23.190788,54.122574,30.940594,15.779703,46.101486,20.143522,6.184773,34.102272,31.650578,9.7178459,53.583309,19.760242,-2.6005778,42.121063,12.643122,10.758535,14.527708
390,Female/North East*,2017,2.5409894,1.4273517,3.6546271,15.245296,7.5301118,22.960482,26.780071,16.282284,37.277859,39.177757,25.603357,52.752159,32.948929,20.283768,45.61409,33.637043,19.889978,47.384106,25.445791,11.613302,39.278282,14.865467,2.9706154,26.760319,31.063135,9.5374794,52.588791,26.336582,0.52673167,52.146431,12.321368,10.476043,14.166694
391,Female/North East*,2018,2.6795728,1.5335006,3.825645,16.449905,8.389452,24.510359,24.226082,14.325167,34.126999,36.943905,23.938675,49.949135,28.455389,16.564638,40.346138,37.254738,23.202169,51.307308,31.463238,16.046251,46.880226,31.519735,14.385412,48.654057,38.46006,14.622268,62.297852,26.702271,0.5340454,52.870495,12.895592,11.021646,14.769537
392,Female/North East*,2019,2.6884301,1.5385696,3.8382907,16.692749,8.5133018,24.872196,24.973986,14.98231,34.96566,39.433548,26.178465,52.688633,29.903528,17.682308,42.124748,38.818317,24.689892,52.946743,50.190144,30.897675,69.482613,38.075294,19.4184,56.732189,49.023304,22.373932,75.672676,32.558441,4.0197077,61.097176,14.403789,12.434204,16.373373
393,Female/North East*,2020,1.7979814,0.85614115,2.7398217,19.121271,10.287694,27.954847,23.608873,13.960205,33.257542,34.024406,21.848928,46.199883,27.371906,15.664748,39.079063,30.115355,17.807562,42.423145,34.088974,18.340672,49.837276,35.693039,17.629868,53.75621,41.392284,16.931007,65.853561,32.866627,4.0577579,61.675495,12.227957,10.424874,14.031039
394,Female/North East*,2021,2.9563324,1.7481141,4.1645508,7.4697742,1.9360882,13.00346,27.46163,17.103043,37.820217,34.353218,22.259979,46.446457,37.279377,23.711069,50.847687,43.986752,29.201166,58.772335,41.757442,24.691666,58.823219,50.712387,29.022341,72.402435,26.285156,6.8128395,45.757473,51.203278,15.721217,86.685341,14.266566,12.330661,16.202473
395,Female/North East*,2022,2.2880242,1.231011,3.3450375,19.451889,10.465575,28.438204,25.428211,15.460352,35.396069,22.745243,13.016942,32.473545,30.202356,18.118898,42.285816,32.398281,19.436268,45.360294,27.884851,14.629234,41.140469,24.45825,9.2988691,39.61763,29.386915,9.0228214,49.751011,24.929884,0.49859768,49.361172,11.472872,9.7375326,13.208211
396,Female/North East*,2023,1.7795743,0.84737623,2.7117722,19.451889,10.465575,28.438204,21.359697,12.224004,30.49539,28.160776,17.336123,38.985432,30.202356,18.118898,42.285816,35.098141,21.60685,48.589432,31.165422,17.151739,45.179108,36.687374,18.121002,55.253746,40.407009,16.527994,64.286026,37.394829,7.4727345,67.316925,12.085091,10.313736,13.856445
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
397,Female/North West*, All Years,2.5900738,2.3402734,2.8398743,19.24691,17.236217,21.257603,27.311954,24.860918,29.762991,33.06942,30.164942,35.973896,40.910328,37.533962,44.286694,38.735035,35.359951,42.110119,39.943798,36.009586,43.87801,39.282459,34.761238,43.80368,39.436211,33.753372,45.119049,40.892769,33.545448,48.240089,14.453774,13.993396,14.914153
398,Female/North West*,2016,2.2539902,1.6353716,2.8726089,15.551569,10.791225,20.311913,27.200781,20.483908,33.917656,30.947853,23.244307,38.651402,36.478714,28.330729,44.626701,33.887844,25.012075,42.763611,38.373852,27.841961,48.905743,36.508595,24.744722,48.272469,30.303949,17.022659,43.585239,38.559792,19.665493,57.45409,13.077013,11.895986,14.25804
399,Female/North West*,2017,2.5145135,1.8617247,3.1673021,16.675005,11.747856,21.602154,23.436159,17.297853,29.574465,29.816313,22.333841,37.298786,34.45607,26.325945,42.586197,31.649963,23.433369,39.866558,33.635807,23.808111,43.463501,28.337748,18.023861,38.651634,25.540098,13.399106,37.681091,28.995312,12.589669,45.400955,12.217945,11.083001,13.352889
400,Female/North West*,2018,2.9056623,2.2046442,3.6066804,23.148851,17.339594,28.958109,18.723772,13.31286,24.134684,31.179247,23.599319,38.759174,30.840242,23.036585,38.643902,38.145897,29.334644,46.95715,39.051563,28.53784,49.565289,33.38134,22.322086,44.440594,42.262875,26.608486,57.917263,36.535465,18.045969,55.02496,13.480076,12.296988,14.663164
401,Female/North West*,2019,2.064327,1.4741454,2.6545086,12.940598,8.5907812,17.290415,18.64628,13.315394,23.977165,22.964157,16.534193,29.394121,36.839867,28.270575,45.409157,31.185843,23.294735,39.07695,31.53941,22.22011,40.858711,29.867743,19.519098,40.216389,41.829754,26.335796,57.323711,28.630053,12.431076,44.829029,11.262441,10.187646,12.337235
402,Female/North West*,2020,1.7138149,1.175932,2.2516978,17.731043,12.607016,22.85507,23.300066,17.404335,29.195797,22.79327,16.475298,29.111242,33.961182,25.704945,42.217419,33.780151,25.630375,41.929928,29.505571,20.582067,38.429077,31.572399,20.95974,42.185059,43.523285,27.682425,59.364143,36.490135,18.023579,54.956692,11.712856,10.623142,12.80257
403,Female/North West*,2021,2.3216655,1.6966112,2.9467199,20.464506,14.954915,25.974098,26.895044,20.594482,33.195606,33.583885,26.033306,41.134464,40.536537,31.540413,49.532661,34.484158,26.287794,42.680523,39.521381,29.350134,49.692627,39.169971,27.32362,51.016323,28.069139,15.447715,40.690563,40.665966,21.334593,59.997341,13.953461,12.767588,15.139334
404,Female/North West*,2022,1.9919189,1.4162818,2.5675561,17.141298,12.076368,22.206228,22.656492,16.875229,28.437756,22.270761,16.217499,28.324024,38.226883,29.575325,46.878441,33.111168,24.869127,41.353207,31.80027,23.072531,40.528011,46.443367,33.569923,59.316811,26.071465,14.027062,38.115868,26.039202,10.651018,41.427387,12.066475,10.970963,13.161987
405,Female/North West*,2023,2.3383396,1.7146524,2.9620266,11.297674,7.1857405,15.409608,29.184635,22.623129,35.74614,35.547562,27.899933,43.19519,35.168732,26.870449,43.467014,34.713322,26.274233,43.152409,32.423805,23.610914,41.236694,28.794888,18.658327,38.931446,37.658783,23.183214,52.134354,49.711201,28.449368,70.97303,12.995844,11.861281,14.130406
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
406,Female/South East*, All Years,2.2719178,2.0615354,2.4823003,14.337474,12.804414,15.870534,21.089062,19.157625,23.020498,27.489534,25.099018,29.880051,28.167948,25.65844,30.677456,32.013836,29.318617,34.709057,36.940716,33.611584,40.269848,36.49894,32.675076,40.322803,40.37442,35.522411,45.226429,35.025887,29.59857,40.453205,11.90556,11.535906,12.275215
407,Female/South East*,2016,2.0617788,1.5311582,2.5923994,12.95251,9.0810413,16.823978,20.692823,15.41263,25.973017,25.926991,19.574879,32.279102,23.74894,17.884453,29.613426,25.170717,18.457129,31.884306,32.447655,23.71188,41.18343,30.455307,21.017109,39.893505,42.299351,29.023649,55.57505,27.992039,15.060377,40.923698,10.60344,9.6589117,11.547969
408,Female/South East*,2017,2.20344,1.6549591,2.7519207,12.188668,8.4577093,15.919627,14.627891,10.255655,19.000126,23.529131,17.525196,29.533066,25.522005,19.269114,31.774897,25.908497,19.4067,32.410294,25.925949,18.176756,33.675144,33.168247,23.367657,42.968838,36.497917,24.229609,48.766228,26.398745,13.849578,38.94791,9.9367018,9.030961,10.842443
409,Female/South East*,2018,1.5281028,1.0713571,1.9848484,9.4697809,6.1886692,12.750893,21.438065,16.226297,26.649832,21.507143,15.823099,27.191187,21.808098,15.936775,27.67942,34.589684,27.236198,41.943169,29.731714,21.571699,37.891727,27.344616,18.533579,36.155655,37.431553,25.030462,49.832645,38.962051,23.688927,54.235176,10.031837,9.129673,10.934002
410,Female/South East*,2019,2.3833654,1.8126636,2.9540672,12.444887,8.6811228,16.208651,17.008549,12.429393,21.587704,25.557789,19.437922,31.677656,28.051079,21.334188,34.767967,26.694822,20.302691,33.086952,33.507759,25.029125,41.986393,38.208939,27.922071,48.495804,29.8015,18.762871,40.84013,44.171631,28.094797,60.248463,11.025841,10.083994,11.967688
411,Female/South East*,2020,1.7447577,1.2562256,2.2332897,12.878222,9.0289574,16.727488,20.916975,15.908361,25.925589,24.919662,18.952597,30.886728,29.854136,22.909788,36.798481,28.395086,21.836157,34.954018,42.463531,33.09959,51.827473,29.986721,20.9177,39.05574,31.90539,20.488194,43.322586,36.76696,22.057114,51.476807,11.176752,10.232469,12.121036
412,Female/South East*,2021,2.3767183,1.807608,2.9458284,14.955865,10.81031,19.101419,19.583364,14.78544,24.381289,26.652931,20.580183,32.725677,24.645254,18.356518,30.93399,35.94508,28.559666,43.330494,40.064304,31.229435,48.899174,38.81039,28.458797,49.161983,43.113419,29.916376,56.310459,34.941132,20.661102,49.221161,12.09049,11.11983,13.061151
413,Female/South East*,2022,1.9016676,1.3944507,2.4088845,12.366905,8.5813885,16.152422,15.722748,11.449257,19.996239,20.979828,15.671199,26.288456,23.444538,17.358141,29.530935,25.043095,18.706318,31.379871,22.537958,16.227329,28.848587,26.108923,17.696053,34.521793,21.673616,12.403658,30.943575,20.837984,9.9223804,31.753588,8.9357986,8.1014061,9.7701912
414,Female/South East*,2023,1.6903712,1.2121624,2.1685798,13.2718,9.350234,17.193367,16.629829,12.234793,21.024866,21.679155,16.282774,27.075537,20.565384,14.86495,26.265818,21.704016,15.804797,27.603235,27.137541,20.212847,34.062233,30.342804,21.273426,39.412182,39.218925,26.749111,51.68874,14.884274,5.6589055,24.109644,9.1393356,8.3003941,9.9782772
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
415,Female/South West*, All Years,2.5751286,2.2802649,2.8699923,16.756067,14.631701,18.880432,23.056931,20.530643,25.583218,28.263739,25.311073,31.216404,29.340656,26.284157,32.397156,32.805363,29.54948,36.061245,30.935928,27.292759,34.579098,37.728844,33.033108,42.42458,37.095428,31.485958,42.704899,38.561558,31.69059,45.432526,12.314987,11.851958,12.778016
416,Female/South West*,2016,2.1604698,1.4447051,2.8762345,15.273946,9.8971138,20.650778,20.794685,14.182932,27.406439,22.079929,14.96529,29.194569,18.443579,12.244005,24.643152,34.603687,25.198298,44.009075,33.776577,23.03718,44.515976,34.39896,22.289618,46.508301,42.416817,26.417101,58.416531,38.343559,20.116188,56.57093,11.038819,9.8540659,12.223573
417,Female/South West*,2017,2.8944309,2.0669265,3.7219353,18.460672,12.591028,24.330317,23.33116,16.437243,30.225077,30.008297,21.772373,38.244221,26.166395,18.604668,33.728123,30.420471,21.988346,38.852596,22.6469,13.941712,31.352089,29.674568,18.481256,40.867882,38.882065,23.640297,54.123833,33.907501,16.747938,51.067062,11.905094,10.680106,13.130082
418,Female/South West*,2018,2.275975,1.5426058,3.0093443,17.444902,11.746234,23.14357,17.579508,11.670381,23.488636,21.393961,14.500356,28.287567,28.061642,20.122957,36.000328,29.019995,20.976063,37.063927,27.653477,18.218327,37.088627,34.654163,22.64711,46.661217,29.54118,16.257845,42.824512,40.937004,22.025074,59.848934,10.855165,9.6983271,12.012002
419,Female/South West*,2019,2.4624643,1.6993388,3.22559,14.12801,8.985939,19.270081,18.077734,12.172341,23.983128,29.586136,21.544533,37.627739,29.492262,21.317425,37.667099,31.27968,23.012888,39.546471,31.843838,21.97533,41.712345,33.866016,22.13204,45.599991,37.130436,22.275167,51.985703,53.433075,32.055393,74.81076,11.839034,10.640438,13.03763
420,Female/South West*,2020,2.2824993,1.5470277,3.0179708,13.285244,8.2740211,18.296467,17.65052,11.884684,23.416357,21.654877,14.858468,28.451286,25.681761,18.005554,33.357967,36.041111,27.211039,44.871181,25.825466,17.144566,34.506367,26.162121,15.906569,36.417671,43.316162,27.271631,59.360695,26.593977,11.547019,41.640934,10.586174,9.4587364,11.713612
421,Female/South West*,2021,1.9680548,1.2861586,2.649951,13.808409,8.6937027,18.923115,25.860706,18.963081,32.758331,27.301197,19.80825,34.794144,28.559359,20.47987,36.638847,28.025177,20.256994,35.793362,25.14115,16.811874,33.470425,40.62204,27.872765,53.371315,24.527086,12.508814,36.545357,15.371102,3.9840305,26.758175,11.000957,9.8560886,12.145826
422,Female/South West*,2022,2.1378224,1.4295609,2.8460839,14.006443,8.8183842,19.194502,19.884199,13.87053,25.897867,19.24287,13.042394,25.443346,22.903454,15.715178,30.09173,18.226717,11.810431,24.643002,24.298145,16.468748,32.127541,30.668575,19.693968,41.643185,22.69083,11.207686,34.173973,26.280634,11.410966,41.150303,9.2444029,8.1984062,10.2904
423,Female/South West*,2023,1.8324192,1.1766964,2.488142,11.005062,6.4063392,15.603786,17.043598,11.476023,22.611174,24.963724,17.901445,32.026001,27.01433,19.207561,34.821098,22.342426,15.238563,29.446289,22.328026,14.822745,29.833305,32.713146,21.37862,44.047672,21.178108,10.084336,32.271881,35.040844,17.870831,52.210857,9.4757261,8.4210911,10.530361
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
424,Female/West Midlands*, All Years,2.408257,2.1401687,2.6763453,15.426174,13.401468,17.45088,23.678646,21.071993,26.285299,25.987391,23.051529,28.923252,32.725586,29.306797,36.144375,31.234165,27.82785,34.64048,37.057121,32.863712,41.25053,34.884186,30.166,39.602371,39.484474,33.288349,45.680599,30.822607,23.98226,37.662952,12.263722,11.788015,12.739429
425,Female/West Midlands*,2016,2.4077649,1.6963159,3.1192141,11.77839,7.0660524,16.490726,18.165407,11.871414,24.4594,21.681046,14.393238,28.968853,24.02099,16.481974,31.560007,27.881927,19.016758,36.747097,33.977329,22.878069,45.076591,28.022808,16.570215,39.475399,25.57358,12.17732,38.969841,33.540165,14.563029,52.5173,10.268758,9.0941887,11.443327
426,Female/West Midlands*,2017,1.6901046,1.0951432,2.2850659,12.147185,7.385489,16.908882,19.805248,13.335534,26.274963,26.423071,18.43182,34.414322,32.689373,23.717615,41.661133,21.273092,13.784403,28.761782,30.915955,20.367672,41.464237,37.096428,24.037506,50.15535,30.515715,16.009464,45.021965,22.340128,6.8592091,37.821045,10.460748,9.282115,11.63938
427,Female/West Midlands*,2018,2.2291174,1.5467832,2.9114516,13.003024,8.0982552,17.907793,19.806751,13.424581,26.188923,26.073839,18.18821,33.959469,24.199297,16.401751,31.996843,26.016825,17.851414,34.182236,33.660233,22.814165,44.506302,32.706078,20.591578,44.82058,46.562439,28.664413,64.460464,36.666195,16.734222,56.598167,10.982804,9.7872152,12.178393
428,Female/West Midlands*,2019,2.0629807,1.4070477,2.7189136,12.970792,8.0781803,17.863403,23.410431,16.570381,30.250481,23.241306,15.851641,30.630972,32.377857,23.312057,41.443657,32.465382,23.375074,41.555687,27.867525,18.21192,37.523129,23.981363,13.724365,34.238361,40.788097,24.118483,57.457714,27.593058,10.490704,44.695412,11.088569,9.8912611,12.285876
429,Female/West Midlands*,2020,1.6865966,1.0928701,2.280323,11.58743,6.9514928,16.223368,16.698124,11.000854,22.395393,27.498476,19.551796,35.445156,28.693638,20.117189,37.270088,24.334421,16.493336,32.175507,28.658367,19.025223,38.291512,21.604166,11.889749,31.318584,21.253984,9.2284098,33.27956,19.405634,5.0297394,33.781528,9.5694065,8.4568281,10.681985
430,Female/West Midlands*,2021,2.3932085,1.6860605,3.1003563,13.487411,8.4916039,18.483217,25.355726,18.396723,32.314728,19.097553,12.581616,25.613489,33.885242,24.585272,43.185215,30.802099,21.99592,39.608276,42.443783,30.907431,53.980133,40.091179,26.808952,53.373405,41.814034,25.084936,58.543129,30.13616,12.326827,47.945492,12.230348,10.989698,13.470997
431,Female/West Midlands*,2022,2.3746457,1.6729827,3.0763087,15.085379,9.7749271,20.39583,20.193264,14.012094,26.374434,22.494532,15.523404,29.465658,27.516264,19.194395,35.838135,21.821703,14.260869,29.382538,30.543211,21.077772,40.008652,29.570993,18.204269,40.937717,27.325205,13.935855,40.714554,10.751533,0.21503066,21.288034,10.24962,9.1157331,11.383508
432,Female/West Midlands*,2023,1.9968611,1.3534285,2.6402936,18.005129,12.20348,23.806778,20.685783,14.429688,26.941879,14.621445,9.0011425,20.241747,26.205965,18.084652,34.327278,34.096413,24.645369,43.547455,27.48889,18.509186,36.468594,30.70834,19.125088,42.291592,40.987804,24.589266,57.386341,34.942478,15.94753,53.937428,10.677961,9.5245581,11.831365
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
433,Female/Yorkshire and The Humber*, All Years,2.8270171,2.5238297,3.1302044,18.343555,16.055897,20.631214,28.186306,25.27463,31.097982,34.120831,30.694628,37.547035,36.072758,32.402061,39.743454,35.818153,32.070965,39.565342,39.766468,35.205242,44.327694,36.311409,31.303881,41.318939,38.798145,32.371223,45.225067,33.704685,26.076597,41.332775,14.080261,13.553136,14.607387
434,Female/Yorkshire and The Humber*,2016,3.3628457,2.4898229,4.2358685,13.596975,8.3704662,18.823484,25.72197,18.121613,33.322327,29.473825,20.764866,38.182785,31.125734,22.410528,39.840939,31.592505,21.67716,41.507851,31.42136,20.360212,42.48251,25.867197,14.530397,37.203999,45.813084,27.089815,64.536354,15.891683,1.9620087,29.821356,12.48467,11.148829,13.820511
435,Female/Yorkshire and The Humber*,2017,2.1859951,1.4816194,2.8903708,14.036474,8.7418861,19.331062,25.633139,18.14366,33.122616,26.345949,18.181255,34.510643,34.7747,25.322828,44.22657,36.237244,26.090815,46.383671,32.563679,21.280941,43.846416,24.247065,13.344254,35.149876,29.618513,14.629478,44.607548,25.394407,7.7969804,42.991833,11.894338,10.595852,13.192823
436,Female/Yorkshire and The Humber*,2018,2.8399594,2.0365303,3.6433885,12.960688,7.8800979,18.041277,27.305351,19.659853,34.950851,27.704578,19.423758,35.985401,35.79591,26.066471,45.525349,30.289156,21.235813,39.342499,32.180534,21.030548,43.330521,42.715714,28.357372,57.074055,45.169781,26.709421,63.630138,32.036907,12.180226,51.893589,12.913009,11.572998,14.253019
437,Female/Yorkshire and The Humber*,2019,2.1927967,1.4862294,2.899364,17.584965,11.674004,23.495926,23.432093,16.428307,30.435879,32.174828,23.344288,41.005367,33.368557,23.928537,42.808575,28.275862,19.620604,36.931118,29.330101,18.834459,39.825745,33.443157,20.828325,46.057991,29.026453,14.337041,43.715866,25.12484,7.7142153,42.535465,11.967121,10.68012,13.254122
438,Female/Yorkshire and The Humber*,2020,2.2592568,1.540917,2.9775965,17.676846,11.735,23.618692,20.858627,14.312122,27.405132,27.634657,19.560375,35.708939,25.248098,17.000385,33.495811,32.056091,22.891403,41.220779,34.176025,23.011856,45.340195,28.435785,16.814415,40.057156,19.355837,7.358964,31.352709,28.455799,9.8646765,47.046921,11.273697,10.02979,12.517604
439,Female/Yorkshire and The Humber*,2021,2.5635996,1.7973468,3.3298523,20.716051,14.296081,27.136021,30.030188,22.2341,37.826275,39.495415,29.966778,49.024052,32.714085,23.361279,42.066891,39.284214,29.174006,49.394424,45.595894,32.957355,58.234432,38.852474,25.175379,52.529572,43.915756,25.967903,61.863609,27.881905,9.6657267,46.098083,14.831795,13.416738,16.246853
440,Female/Yorkshire and The Humber*,2022,2.2482798,1.5334302,2.9631293,16.729403,10.932961,22.525845,18.862091,12.700475,25.023708,22.695002,15.572148,29.817854,30.790916,21.794441,39.787392,30.701567,21.524956,39.878178,32.327587,22.181536,42.473637,32.655933,20.103397,45.208469,43.102642,25.487099,60.718185,36.817722,15.986135,57.649311,11.483042,10.246276,12.719808
