diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2023,75-79,Female,IMD4,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Female,IMD4,South East,All Stages,All Routes,0,3.3,1.4,5.3
2016,75-79,Female,IMD4,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Female,IMD4,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2018,75-79,Female,IMD4,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD4,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD4,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2021,75-79,Female,IMD4,South West,All Stages,All Routes,SUPPRESSED; n<10,5.7,-2.2,13.6
2022,75-79,Female,IMD4,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,75-79,Female,IMD4,South West,All Stages,All Routes,SUPPRESSED; n<10,2.6,-2.5,7.7
allyears,75-79,Female,IMD4,South West,All Stages,All Routes,0,1.3,-0.2,2.8
2016,75-79,Female,IMD4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,4.5,-4.3,13.4
2017,75-79,Female,IMD4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,4.4,-4.3,13.1
2018,75-79,Female,IMD4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.8,-3.6,11.2
2021,75-79,Female,IMD4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Female,IMD4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,6.8,-2.6,16.2
2023,75-79,Female,IMD4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Female,IMD4,West Midlands,All Stages,All Routes,0,2.8,0.3,5.3
2016,75-79,Female,IMD4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Female,IMD4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,4.6,-4.4,13.5
2018,75-79,Female,IMD4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,4,-3.9,11.9
2021,75-79,Female,IMD4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Female,IMD4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,7,-2.7,16.7
2023,75-79,Female,IMD4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.5,-3.4,10.4
allyears,75-79,Female,IMD4,Yorkshire and The Humber,All Stages,All Routes,0,3,0.4,5.6
2016,75-79,Female,IMD1,All Regions,All Stages,All Routes,SUPPRESSED; n<10,2.2,0.3,4.2
2017,75-79,Female,IMD1,All Regions,All Stages,All Routes,SUPPRESSED; n<10,0.9,-0.3,2.1
2018,75-79,Female,IMD1,All Regions,All Stages,All Routes,SUPPRESSED; n<10,0.8,-0.3,2
2019,75-79,Female,IMD1,All Regions,All Stages,All Routes,SUPPRESSED; n<10,1.2,-0.2,2.6
2020,75-79,Female,IMD1,All Regions,All Stages,All Routes,SUPPRESSED; n<10,2.7,0.7,4.7
2021,75-79,Female,IMD1,All Regions,All Stages,All Routes,SUPPRESSED; n<10,2.6,0.7,4.5
2022,75-79,Female,IMD1,All Regions,All Stages,All Routes,SUPPRESSED; n<10,1.7,0.2,3.1
2023,75-79,Female,IMD1,All Regions,All Stages,All Routes,SUPPRESSED; n<10,1,-0.1,2.1
allyears,75-79,Female,IMD1,All Regions,All Stages,All Routes,0,1.9,1.3,2.6
2016,75-79,Female,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2017,75-79,Female,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2018,75-79,Female,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,75-79,Female,IMD1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,75-79,Female,IMD1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,75-79,Female,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2023,75-79,Female,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
allyears,75-79,Female,IMD1,All Regions,All Stages,Emergency,0,0,0,0
2016,75-79,Female,IMD1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,2.2,0.3,4.2
2017,75-79,Female,IMD1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,0.9,-0.3,2.1
2018,75-79,Female,IMD1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,0.8,-0.3,2
2019,75-79,Female,IMD1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,75-79,Female,IMD1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,75-79,Female,IMD1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,75-79,Female,IMD1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,1.7,0.2,3.1
2023,75-79,Female,IMD1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,1,-0.1,2.1
allyears,75-79,Female,IMD1,All Regions,All Stages,Non-emergency,0,1,0.5,1.4
2016,75-79,Female,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,1.8,0,3.5
2017,75-79,Female,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.4,-0.4,1.3
2018,75-79,Female,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.8,-0.3,2
2019,75-79,Female,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,1.5,0,3
2021,75-79,Female,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,1.1,-0.1,2.3
2022,75-79,Female,IMD1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,75-79,Female,IMD1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,75-79,Female,IMD1,All Regions,Early,All Routes,0,0.5,0.2,0.8
2016,75-79,Female,IMD1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,0.4,-0.4,1.3
2017,75-79,Female,IMD1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,0.4,-0.4,1.3
2018,75-79,Female,IMD1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,1.1,-0.2,2.5
2021,75-79,Female,IMD1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,1.5,0,2.9
2022,75-79,Female,IMD1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,75-79,Female,IMD1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,75-79,Female,IMD1,All Regions,Advanced,All Routes,0,0.8,0.4,1.2
2016,75-79,Female,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Female,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2018,75-79,Female,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,7.8,-3,18.6
2021,75-79,Female,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Female,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,75-79,Female,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Female,IMD1,East Midlands,All Stages,All Routes,0,1.2,-0.5,2.8
2016,75-79,Female,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Female,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,3.3,-3.2,9.7
2018,75-79,Female,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,3.1,-3,9.3
2019,75-79,Female,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,3,-2.9,8.9
2020,75-79,Female,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,2.9,-2.7,8.4
2021,75-79,Female,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Female,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,2.4,-2.3,7.1
2023,75-79,Female,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Female,IMD1,East of England,All Stages,All Routes,0,2.1,0.3,3.9
2016,75-79,Female,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Female,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2018,75-79,Female,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2021,75-79,Female,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Female,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,75-79,Female,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Female,IMD1,London,All Stages,All Routes,0,0,0,0
2016,75-79,Female,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,12,-11.5,35.6
2017,75-79,Female,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2018,75-79,Female,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2021,75-79,Female,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,10.2,-9.8,30.1
2022,75-79,Female,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,75-79,Female,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Female,IMD1,North East,All Stages,All Routes,0,3.1,-1.2,7.4
2016,75-79,Female,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Female,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2018,75-79,Female,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,3.9,-3.8,11.6
2019,75-79,Female,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,3.6,-3.4,10.6
2021,75-79,Female,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Female,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,3,-2.9,8.9
2023,75-79,Female,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Female,IMD1,North West,All Stages,All Routes,0,1.6,-0.2,3.3
2016,75-79,Female,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,3.3,-1.3,8
2017,75-79,Female,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2018,75-79,Female,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,3,-1.2,7.1
2020,75-79,Female,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,2.9,-1.1,6.8
2021,75-79,Female,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,5.4,0.1,10.8
2022,75-79,Female,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,1.2,-1.2,3.7
2023,75-79,Female,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,1.2,-1.2,3.7
allyears,75-79,Female,IMD1,South East,All Stages,All Routes,0,2.5,1.1,3.9
2016,75-79,Female,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,3.9,-3.8,11.6
2017,75-79,Female,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2018,75-79,Female,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2021,75-79,Female,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Female,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,75-79,Female,IMD1,South West,All Stages,All Routes,SUPPRESSED; n<10,2.9,-2.8,8.6
allyears,75-79,Female,IMD1,South West,All Stages,All Routes,0,1,-0.4,2.3
2016,75-79,Female,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,75-79,Female,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2018,75-79,Female,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2021,75-79,Female,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2022,75-79,Female,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,7.9,-3,18.8
2023,75-79,Female,IMD1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.9,-3.8,11.7
allyears,75-79,Female,IMD1,West Midlands,All Stages,All Routes,0,2,-0.3,4.2
2016,75-79,Female,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,5.3,-5.1,15.7
2017,75-79,Female,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,5.3,-5.1,15.7
2018,75-79,Female,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,75-79,Female,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2020,75-79,Female,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,4.7,-4.5,14
2021,75-79,Female,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,9.1,-3.5,21.6
2022,75-79,Female,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,75-79,Female,IMD1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,75-79,Female,IMD1,Yorkshire and The Humber,All Stages,All Routes,0,3.4,0.4,6.5
2016,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,150,11.1,9.4,12.9
2017,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,145,9.6,8.1,11.2
2018,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,130,8.6,7.1,10
2019,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,160,10.5,8.9,12.1
2020,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,115,7.7,6.3,9.1
2021,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,175,11.4,9.7,13.1
2022,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,150,9.7,8.1,11.2
2023,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,140,9,7.5,10.5
allyears,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,1165,11.1,10.5,11.8
2016,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,25,1.7,1,2.4
2017,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,15,0.9,0.4,1.4
2018,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,15,1,0.5,1.5
2019,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,10,0.6,0.2,1
2023,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,20,1.4,0.8,2
allyears,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,85,0.8,0.6,1
2016,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,125,9.4,7.7,11
2017,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,125,8.6,7.1,10.1
2018,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,115,7.5,6.1,8.9
2019,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,140,8.9,7.4,10.4
2023,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,120,7.6,6.2,9
allyears,80-84,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,625,6,5.5,6.4
2016,80-84,All Persons,All IMD Quintiles,All Regions,Early,All Routes,75,5.5,4.2,6.8
2017,80-84,All Persons,All IMD Quintiles,All Regions,Early,All Routes,80,5.5,4.3,6.7
2018,80-84,All Persons,All IMD Quintiles,All Regions,Early,All Routes,65,4.2,3.1,5.2
2019,80-84,All Persons,All IMD Quintiles,All Regions,Early,All Routes,65,4.4,3.3,5.4
2020,80-84,All Persons,All IMD Quintiles,All Regions,Early,All Routes,60,3.9,2.9,4.9
2021,80-84,All Persons,All IMD Quintiles,All Regions,Early,All Routes,80,5.4,4.2,6.6
2022,80-84,All Persons,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,80-84,All Persons,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,80-84,All Persons,All IMD Quintiles,All Regions,Early,All Routes,425,2.7,2.4,3
2016,80-84,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,50,3.8,2.8,4.8
2017,80-84,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,45,3.1,2.2,4
2018,80-84,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,50,3.2,2.3,4.1
2019,80-84,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,50,3.4,2.5,4.3
2020,80-84,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,30,2.1,1.4,2.8
2021,80-84,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,55,3.8,2.8,4.7
2022,80-84,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,80-84,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,80-84,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,280,4.1,3.7,4.5
2016,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,All Routes,15,11.1,5.1,17.1
2017,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,All Routes,15,12.6,6.2,18.9
2018,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,All Routes,20,14.7,7.9,21.4
2019,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,All Routes,15,10.3,4.7,15.8
2020,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.8,-0.8,2.3
2021,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,All Routes,15,13.3,7,19.7
2022,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,All Routes,15,10.8,5.1,16.4
2023,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,All Routes,15,10.8,5.1,16.4
allyears,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,All Routes,110,12.1,9.8,14.4
2016,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,1.7,-0.7,4.1
2017,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,1.7,-0.6,4
2018,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,2.4,-0.3,5.2
2019,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2023,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Emergency,SUPPRESSED; n<10,1.5,-0.6,3.7
allyears,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Emergency,0,1,0.4,1.7
2016,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Non-emergency,10,9.4,3.8,14.9
2017,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Non-emergency,15,10.9,5,16.8
2018,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Non-emergency,15,12.2,6,18.4
2019,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Non-emergency,15,10.8,5.1,16.4
2023,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Non-emergency,10,9.3,4,14.5
allyears,80-84,All Persons,All IMD Quintiles,East Midlands,All Stages,Non-emergency,65,7.5,5.7,9.3
2016,80-84,All Persons,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,5.1,1,9.2
2017,80-84,All Persons,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,7.5,2.6,12.5
2018,80-84,All Persons,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,4.9,1,8.8
2019,80-84,All Persons,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,1.6,-0.6,3.8
2020,80-84,All Persons,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,0.8,-0.8,2.3
2021,80-84,All Persons,All IMD Quintiles,East Midlands,Early,All Routes,SUPPRESSED; n<10,4.7,0.9,8.5
2022,80-84,All Persons,All IMD Quintiles,East Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,80-84,All Persons,All IMD Quintiles,East Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,80-84,All Persons,All IMD Quintiles,East Midlands,Early,All Routes,0,3.6,2.3,4.8
2016,80-84,All Persons,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,4.3,0.5,8
2017,80-84,All Persons,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,3.4,0.1,6.6
2018,80-84,All Persons,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,7.3,2.5,12.1
2019,80-84,All Persons,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,3.9,0.5,7.4
2020,80-84,All Persons,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,0,0,0
2021,80-84,All Persons,All IMD Quintiles,East Midlands,Advanced,All Routes,SUPPRESSED; n<10,6.3,1.9,10.6
2022,80-84,All Persons,All IMD Quintiles,East Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,80-84,All Persons,All IMD Quintiles,East Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,80-84,All Persons,All IMD Quintiles,East Midlands,Advanced,All Routes,0,3.4,2.2,4.7
2016,80-84,All Persons,All IMD Quintiles,East of England,All Stages,All Routes,15,8,3.7,12.4
2017,80-84,All Persons,All IMD Quintiles,East of England,All Stages,All Routes,15,8.5,4.1,13
2018,80-84,All Persons,All IMD Quintiles,East of England,All Stages,All Routes,10,6.5,2.7,10.4
2019,80-84,All Persons,All IMD Quintiles,East of England,All Stages,All Routes,10,7,3,10.9
2020,80-84,All Persons,All IMD Quintiles,East of England,All Stages,All Routes,15,7.5,3.4,11.6
2021,80-84,All Persons,All IMD Quintiles,East of England,All Stages,All Routes,15,7.6,3.5,11.8
2022,80-84,All Persons,All IMD Quintiles,East of England,All Stages,All Routes,10,5.8,2.2,9.4
2023,80-84,All Persons,All IMD Quintiles,East of England,All Stages,All Routes,20,11,6,15.9
allyears,80-84,All Persons,All IMD Quintiles,East of England,All Stages,All Routes,110,8.9,7.2,10.6
2016,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,2.5,0,4.9
2017,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2018,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2019,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,0.6,-0.6,1.7
2023,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
allyears,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Emergency,0,0.4,0.1,0.8
2016,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Non-emergency,SUPPRESSED; n<10,5.6,1.9,9.2
2017,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Non-emergency,15,8.5,4.1,13
2018,80-84,All Persons,All IMD Quintiles,East of England,All Stages,Non-emergency,10,6.5,2.7,10.4
