quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
2.25,.85000002,.81,.88999999,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
2.5,.83999997,.80000001,.88,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
2.75,.82999998,.79000002,.87,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
3,.81,.76999998,.85000002,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
3.25,.79000002,.75,.83999997,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
3.5,.77999997,.73000002,.82999998,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
3.75,.77999997,.73000002,.81999999,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
4,.77999997,.73000002,.81999999,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
4.25,.76999998,.72000003,.81999999,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
4.5,.75,.69999999,.81,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
4.75,.74000001,.69,.80000001,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
5,.74000001,.69,.80000001,All Persons,IMD 5 - least deprived,South West,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
.25,.94999999,.93000001,.98000002,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
.5,.91000003,.87,.94,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
.75,.89999998,.86000001,.94,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
1,.88999999,.85000002,.93000001,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
1.25,.86000001,.81999999,.89999998,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
1.5,.83999997,.79000002,.88,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
1.75,.82999998,.77999997,.88,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
2,.81999999,.76999998,.86000001,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
2.25,.80000001,.75,.85000002,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
2.5,.77999997,.73000002,.83999997,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
2.75,.76999998,.72000003,.82999998,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
3,.75,.69999999,.81,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
3.25,.75,.69,.80000001,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
3.5,.75,.69,.80000001,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
3.75,.74000001,.68000001,.80000001,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
4,.72000003,.66000003,.77999997,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
4.25,.70999998,.64999998,.77999997,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
4.5,.70999998,.64999998,.77999997,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
4.75,.70999998,.64999998,.77999997,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
5,.69999999,.63,.76999998,All Persons,IMD 5 - least deprived,West Midlands,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.25,.93000001,.89999998,.95999998,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.5,.92000002,.88,.94999999,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.75,.88,.85000002,.92000002,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1,.85000002,.81,.88999999,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.25,.82999998,.79000002,.88,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.5,.81999999,.76999998,.86000001,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.75,.80000001,.75,.83999997,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2,.76999998,.72000003,.81999999,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.25,.75999999,.70999998,.81,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.5,.74000001,.69,.79000002,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.75,.74000001,.69,.79000002,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3,.74000001,.69,.79000002,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.25,.73000002,.67000002,.77999997,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.5,.72000003,.67000002,.77999997,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.75,.70999998,.64999998,.76999998,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4,.69999999,.63999999,.75999999,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.25,.69,.63,.75,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.5,.69,.63,.75,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.75,.68000001,.62,.74000001,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
5,.67000002,.60000002,.74000001,All Persons,IMD 5 - least deprived,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
0,.99000001,.97000003,1.01,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
.25,.75,.66000003,.83999997,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
.5,.66000003,.56,.75999999,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
.75,.61000001,.50999999,.70999998,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
1,.58999997,.47999999,.69,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
2,.54000002,.44,.64999998,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
2.25,.51999998,.41,.62,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
2.5,.49000001,.38999999,.60000002,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
2.75,.47999999,.38,.58999997,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
3,.46000001,.34999999,.56,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
3.25,.44999999,.34,.55000001,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
3.5,.44,.33000001,.54000002,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
3.75,.41999999,.31999999,.52999997,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
4,.41999999,.31999999,.52999997,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
4.25,.41999999,.31999999,.52999997,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
4.5,.41999999,.31999999,.52999997,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
5,.41999999,.31999999,.52999997,All Persons,IMD 5 - least deprived,All Regions,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
.25,.97000003,.95999998,.98000002,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
.5,.94,.93000001,.95999998,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
.75,.92000002,.89999998,.93000001,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
1,.88999999,.88,.91000003,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
1.25,.88,.87,.89999998,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
1.5,.87,.85000002,.88999999,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
1.75,.85000002,.82999998,.87,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
2,.83999997,.81999999,.86000001,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
2.25,.81999999,.80000001,.83999997,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
2.5,.81,.79000002,.82999998,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
2.75,.80000001,.77999997,.81999999,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
3,.79000002,.76999998,.81,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
3.25,.77999997,.75999999,.80000001,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
3.5,.76999998,.75,.80000001,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
3.75,.76999998,.74000001,.79000002,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
4,.75999999,.73000002,.77999997,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
4.25,.75,.73000002,.77999997,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
4.5,.74000001,.72000003,.76999998,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
4.75,.73000002,.70999998,.75999999,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
5,.73000002,.69999999,.75,All Persons,IMD 5 - least deprived,All Regions,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
.25,.99000001,.99000001,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
.5,.98000002,.97000003,.99000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
.75,.97000003,.95999998,.98000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
1,.95999998,.94999999,.97000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
1.25,.94999999,.94,.95999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
1.5,.94,.93000001,.95999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
1.75,.93000001,.92000002,.94999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
2,.91000003,.89999998,.93000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
2.25,.89999998,.88,.92000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
2.5,.88999999,.88,.91000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
2.75,.88999999,.86000001,.91000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
3,.88,.85000002,.89999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
3.25,.86000001,.83999997,.88999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
3.5,.86000001,.82999998,.88,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
3.75,.85000002,.81999999,.88,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
4,.83999997,.81999999,.87,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
4.25,.82999998,.79000002,.87,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
4.5,.81999999,.77999997,.86000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
4.75,.81,.76999998,.85000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
5,.80000001,.75,.85000002,All Persons,IMD 5 - least deprived,All Regions,All Routes,Early,All Ages,All Years
0,1,1,1,All Persons,IMD 5 - least deprived,All Regions,All Routes,Advanced,All Ages,All Years
.25,.95999998,.94999999,.97000003,All Persons,IMD 5 - least deprived,All Regions,All Routes,Advanced,All Ages,All Years
.5,.92000002,.91000003,.93000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,Advanced,All Ages,All Years
.75,.88999999,.87,.89999998,All Persons,IMD 5 - least deprived,All Regions,All Routes,Advanced,All Ages,All Years
1,.86000001,.83999997,.87,All Persons,IMD 5 - least deprived,All Regions,All Routes,Advanced,All Ages,All Years
1.25,.83999997,.81999999,.86000001,All Persons,IMD 5 - least deprived,All Regions,All Routes,Advanced,All Ages,All Years
1.5,.81999999,.80000001,.83999997,All Persons,IMD 5 - least deprived,All Regions,All Routes,Advanced,All Ages,All Years
1.75,.80000001,.79000002,.81999999,All Persons,IMD 5 - least deprived,All Regions,All Routes,Advanced,All Ages,All Years
2,.79000002,.76999998,.81,All Persons,IMD 5 - least deprived,All Regions,All Routes,Advanced,All Ages,All Years
