diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2022,90+,All Persons,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.5,-1.4,4.4
allyears,90+,All Persons,IMD Q1,All Regions,All Stages,Emergency,0,0.6,-0.1,1.2
2016,90+,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,2.8,-1.1,6.7
2017,90+,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,2.8,-1.1,6.6
2018,90+,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,5.6,0.1,11.1
2019,90+,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,90+,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,90+,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,90+,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,4.5,-0.6,9.5
2023,90+,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,All Regions,All Stages,Non-emergency,0,2.1,0.8,3.3
2016,90+,All Persons,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,2.8,-1.1,6.7
2019,90+,All Persons,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,1.4,-1.3,4.1
2020,90+,All Persons,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,1.4,-1.3,4.1
2021,90+,All Persons,IMD Q1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2022,90+,All Persons,IMD Q1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,90+,All Persons,IMD Q1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,90+,All Persons,IMD Q1,All Regions,Early,All Routes,0,2.8,1.4,4.2
2016,90+,All Persons,IMD Q1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,2.8,-1.1,6.7
2017,90+,All Persons,IMD Q1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,5.6,0.1,11.0
2018,90+,All Persons,IMD Q1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,1.4,-1.3,4.2
2019,90+,All Persons,IMD Q1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,5.5,0.1,10.9
2020,90+,All Persons,IMD Q1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,1.4,-1.3,4.1
2021,90+,All Persons,IMD Q1,All Regions,Advanced,All Routes,SUPPRESSED; n<10,2.9,-0.4,6.1
2022,90+,All Persons,IMD Q1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,90+,All Persons,IMD Q1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,90+,All Persons,IMD Q1,All Regions,Advanced,All Routes,0,0.8,0.0,1.5
2016,90+,All Persons,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,83.3,10.3,156.4
2020,90+,All Persons,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,50.7,-6.7,108.0
2021,90+,All Persons,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,63.3,7.8,118.9
2022,90+,All Persons,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,East Midlands,All Stages,All Routes,0,4.6,-1.8,11.0
2016,90+,All Persons,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,97.0,12.0,182.1
2020,90+,All Persons,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,59.6,-7.8,127.0
2021,90+,All Persons,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,96.7,11.9,181.4
2022,90+,All Persons,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,East of England,All Stages,All Routes,0,2.8,-2.7,8.4
2016,90+,All Persons,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,71.2,8.8,133.5
2020,90+,All Persons,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,41.9,-5.5,89.3
2021,90+,All Persons,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,48.0,5.9,90.1
2022,90+,All Persons,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,London,All Stages,All Routes,0,2.0,-1.9,5.9
2016,90+,All Persons,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,74.1,9.1,139.0
2020,90+,All Persons,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,46.0,-6.1,98.0
2021,90+,All Persons,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,48.0,5.9,90.1
2022,90+,All Persons,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,North East,All Stages,All Routes,0,8.0,0.2,15.8
2016,90+,All Persons,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,31.2,3.9,58.5
2020,90+,All Persons,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,19.3,-2.5,41.2
2021,90+,All Persons,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,20.3,2.5,38.0
2022,90+,All Persons,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,North West,All Stages,All Routes,0,5.9,1.5,10.3
2016,90+,All Persons,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,95.3,11.8,178.8
2020,90+,All Persons,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,57.3,-7.5,122.0
2021,90+,All Persons,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,70.3,8.7,131.8
2022,90+,All Persons,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,South East,All Stages,All Routes,0,5.2,-2.0,12.5
2016,90+,All Persons,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,99.5,12.3,186.7
2020,90+,All Persons,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,59.7,-7.9,127.4
2021,90+,All Persons,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,84.2,10.4,158.1
2022,90+,All Persons,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,South West,All Stages,All Routes,0,0.0,0.0,0.0
2016,90+,All Persons,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,46.7,5.8,87.7
2020,90+,All Persons,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,28.5,-3.7,60.7
2021,90+,All Persons,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,33.9,4.2,63.7
2022,90+,All Persons,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,West Midlands,All Stages,All Routes,0,6.4,0.8,12.0
2016,90+,All Persons,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,46.5,5.7,87.3
2020,90+,All Persons,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,28.8,-3.8,61.4
2021,90+,All Persons,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,26.5,3.3,49.8
2022,90+,All Persons,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q1,Yorkshire and The Humber,All Stages,All Routes,0,6.1,0.8,11.4
2016,90+,All Persons,IMD Q2,All Regions,All Stages,All Routes,SUPPRESSED; n<10,4.5,0.1,8.9
2017,90+,All Persons,IMD Q2,All Regions,All Stages,All Routes,SUPPRESSED; n<10,3.4,-0.4,7.2
2018,90+,All Persons,IMD Q2,All Regions,All Stages,All Routes,SUPPRESSED; n<10,3.4,-0.4,7.2
2019,90+,All Persons,IMD Q2,All Regions,All Stages,All Routes,SUPPRESSED; n<10,2.2,-0.8,5.2
2020,90+,All Persons,IMD Q2,All Regions,All Stages,All Routes,SUPPRESSED; n<10,3.3,-0.4,7.0
2021,90+,All Persons,IMD Q2,All Regions,All Stages,All Routes,SUPPRESSED; n<10,5.0,0.6,9.3
2022,90+,All Persons,IMD Q2,All Regions,All Stages,All Routes,SUPPRESSED; n<10,4.6,0.1,9.0
2023,90+,All Persons,IMD Q2,All Regions,All Stages,All Routes,SUPPRESSED; n<10,5.7,0.7,10.7
allyears,90+,All Persons,IMD Q2,All Regions,All Stages,All Routes,0,4.5,2.9,6.2
2016,90+,All Persons,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.1,-1.1,3.3
2017,90+,All Persons,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,2.2,-0.9,5.4
2019,90+,All Persons,IMD Q2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,90+,All Persons,IMD Q2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,90+,All Persons,IMD Q2,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,90+,All Persons,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.1,-1.1,3.4
allyears,90+,All Persons,IMD Q2,All Regions,All Stages,Emergency,0,0.6,0.0,1.2
2016,90+,All Persons,IMD Q2,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,3.4,-0.4,7.2
2017,90+,All Persons,IMD Q2,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,3.4,-0.4,7.2
2018,90+,All Persons,IMD Q2,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,1.1,-1.1,3.3
2019,90+,All Persons,IMD Q2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,90+,All Persons,IMD Q2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,90+,All Persons,IMD Q2,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,90+,All Persons,IMD Q2,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,4.6,0.1,9.0
2023,90+,All Persons,IMD Q2,All Regions,All Stages,Non-emergency,SUPPRESSED; n<10,4.6,0.1,9.0
allyears,90+,All Persons,IMD Q2,All Regions,All Stages,Non-emergency,0,2.3,1.2,3.5
2016,90+,All Persons,IMD Q2,All Regions,Early,All Routes,SUPPRESSED; n<10,1.1,-1.1,3.3
2017,90+,All Persons,IMD Q2,All Regions,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,All Regions,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,All Regions,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2020,90+,All Persons,IMD Q2,All Regions,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2021,90+,All Persons,IMD Q2,All Regions,Early,All Routes,SUPPRESSED; n<10,1.0,-1.0,2.9
2022,90+,All Persons,IMD Q2,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,90+,All Persons,IMD Q2,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,90+,All Persons,IMD Q2,All Regions,Early,All Routes,0,1.7,0.7,2.7
2016,90+,All Persons,IMD Q2,All Regions,Advanced,All Routes,SUPPRESSED; n<10,3.4,-0.4,7.2
2017,90+,All Persons,IMD Q2,All Regions,Advanced,All Routes,SUPPRESSED; n<10,1.1,-1.1,3.3
2018,90+,All Persons,IMD Q2,All Regions,Advanced,All Routes,SUPPRESSED; n<10,3.4,-0.4,7.2
2019,90+,All Persons,IMD Q2,All Regions,Advanced,All Routes,SUPPRESSED; n<10,1.1,-1.0,3.2
2020,90+,All Persons,IMD Q2,All Regions,Advanced,All Routes,SUPPRESSED; n<10,2.2,-0.8,5.2
2021,90+,All Persons,IMD Q2,All Regions,Advanced,All Routes,SUPPRESSED; n<10,1.0,-1.0,2.9
2022,90+,All Persons,IMD Q2,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,90+,All Persons,IMD Q2,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,90+,All Persons,IMD Q2,All Regions,Advanced,All Routes,0,0.3,-0.1,0.7
2016,90+,All Persons,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,25.8,-9.9,61.5
2020,90+,All Persons,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,39.4,-5.2,83.9
2021,90+,All Persons,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,64.3,7.9,120.6
2022,90+,All Persons,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q2,East Midlands,All Stages,All Routes,0,1.9,-1.8,5.5
2016,90+,All Persons,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,18.1,-7.0,43.3
2020,90+,All Persons,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,27.0,-3.6,57.6
2021,90+,All Persons,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,53.9,6.7,101.1
2022,90+,All Persons,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,East of England,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q2,East of England,All Stages,All Routes,0,2.7,-1.0,6.4
2016,90+,All Persons,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,13.9,-5.4,33.2
2020,90+,All Persons,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,20.5,-2.7,43.7
2021,90+,All Persons,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,24.6,3.0,46.2
2022,90+,All Persons,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q2,London,All Stages,All Routes,0,9.9,3.8,16.0
2016,90+,All Persons,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,40.6,-15.7,96.9
2020,90+,All Persons,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,61.6,-8.1,131.4
2021,90+,All Persons,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,74.5,9.2,139.8
2022,90+,All Persons,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q2,North East,All Stages,All Routes,0,5.5,-2.1,13.1
2016,90+,All Persons,IMD Q2,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q2,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,North West,All Stages,All Routes,SUPPRESSED; n<10,17.4,-6.7,41.6
2020,90+,All Persons,IMD Q2,North West,All Stages,All Routes,SUPPRESSED; n<10,26.1,-3.4,55.6
2021,90+,All Persons,IMD Q2,North West,All Stages,All Routes,SUPPRESSED; n<10,37.1,4.6,69.5
2022,90+,All Persons,IMD Q2,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,North West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q2,North West,All Stages,All Routes,0,4.9,0.1,9.8
2016,90+,All Persons,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,16.4,-6.3,39.0
2020,90+,All Persons,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,24.7,-3.3,52.7
2021,90+,All Persons,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,39.4,4.9,74.0
2022,90+,All Persons,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,South East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q2,South East,All Stages,All Routes,0,2.4,-0.9,5.7
2016,90+,All Persons,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,16.2,-6.2,38.6
2020,90+,All Persons,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,24.2,-3.2,51.6
2021,90+,All Persons,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,45.6,5.6,85.6
2022,90+,All Persons,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q2,South West,All Stages,All Routes,0,2.4,-0.9,5.7
2016,90+,All Persons,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,20.7,-8.0,49.5
2020,90+,All Persons,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,31.7,-4.2,67.7
2021,90+,All Persons,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,54.7,6.7,102.6
2022,90+,All Persons,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q2,West Midlands,All Stages,All Routes,0,4.5,-0.6,9.7
2016,90+,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2019,90+,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,25.1,-9.7,59.8
2020,90+,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,37.5,-4.9,80.0
2021,90+,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,47.5,5.9,89.2
2022,90+,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,All Persons,IMD Q2,Yorkshire and The Humber,All Stages,All Routes,0,5.2,-0.7,11.1
2016,90+,All Persons,IMD Q3,All Regions,All Stages,All Routes,SUPPRESSED; n<10,1.9,-0.7,4.6
2017,90+,All Persons,IMD Q3,All Regions,All Stages,All Routes,SUPPRESSED; n<10,3.8,0.1,7.5
2018,90+,All Persons,IMD Q3,All Regions,All Stages,All Routes,SUPPRESSED; n<10,4.7,0.6,8.8
2019,90+,All Persons,IMD Q3,All Regions,All Stages,All Routes,SUPPRESSED; n<10,2.7,-0.4,5.8
2020,90+,All Persons,IMD Q3,All Regions,All Stages,All Routes,SUPPRESSED; n<10,5.4,1.1,9.7
2021,90+,All Persons,IMD Q3,All Regions,All Stages,All Routes,SUPPRESSED; n<10,5.0,0.6,9.4
2022,90+,All Persons,IMD Q3,All Regions,All Stages,All Routes,SUPPRESSED; n<10,7.3,2.2,12.3
2023,90+,All Persons,IMD Q3,All Regions,All Stages,All Routes,SUPPRESSED; n<10,8.2,2.8,13.5
allyears,90+,All Persons,IMD Q3,All Regions,All Stages,All Routes,0,5.6,3.9,7.3
