diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2020,60-64,Male,All IMD Quintiles,North East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,North East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,North East,All Stages,Non-emergency,30,34.1,21.9,46.3
2023,60-64,Male,All IMD Quintiles,North East,All Stages,Non-emergency,35,42.1,28.5,55.6
allyears,60-64,Male,All IMD Quintiles,North East,All Stages,Non-emergency,140,24.7,20.7,28.8
2016,60-64,Male,All IMD Quintiles,North East,Early,All Routes,SUPPRESSED; n<10,3.9,-0.5,8.3
2017,60-64,Male,All IMD Quintiles,North East,Early,All Routes,SUPPRESSED; n<10,5.0,0.1,10.0
2018,60-64,Male,All IMD Quintiles,North East,Early,All Routes,SUPPRESSED; n<10,2.5,-1.0,5.9
2019,60-64,Male,All IMD Quintiles,North East,Early,All Routes,15,16.9,8.1,25.8
2020,60-64,Male,All IMD Quintiles,North East,Early,All Routes,15,17.8,8.8,26.8
2021,60-64,Male,All IMD Quintiles,North East,Early,All Routes,15,16.3,7.8,24.8
2022,60-64,Male,All IMD Quintiles,North East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,North East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,North East,Early,All Routes,45,20.9,17.2,24.6
2016,60-64,Male,All IMD Quintiles,North East,Advanced,All Routes,25,31.0,18.6,43.4
2017,60-64,Male,All IMD Quintiles,North East,Advanced,All Routes,30,39.1,25.3,52.9
2018,60-64,Male,All IMD Quintiles,North East,Advanced,All Routes,15,21.0,11.0,30.9
2019,60-64,Male,All IMD Quintiles,North East,Advanced,All Routes,10,12.1,4.6,19.6
2020,60-64,Male,All IMD Quintiles,North East,Advanced,All Routes,15,15.4,7.0,23.8
2021,60-64,Male,All IMD Quintiles,North East,Advanced,All Routes,25,30.3,18.6,41.9
2022,60-64,Male,All IMD Quintiles,North East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,North East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,North East,Advanced,All Routes,120,9.0,6.5,11.4
2016,60-64,Male,All IMD Quintiles,North West,All Stages,All Routes,55,28.4,21.0,35.9
2017,60-64,Male,All IMD Quintiles,North West,All Stages,All Routes,55,28.0,20.7,35.4
2018,60-64,Male,All IMD Quintiles,North West,All Stages,All Routes,70,35.4,27.2,43.6
2019,60-64,Male,All IMD Quintiles,North West,All Stages,All Routes,70,33.2,25.3,41.0
2020,60-64,Male,All IMD Quintiles,North West,All Stages,All Routes,70,32.7,25.0,40.3
2021,60-64,Male,All IMD Quintiles,North West,All Stages,All Routes,90,40.8,32.4,49.2
2022,60-64,Male,All IMD Quintiles,North West,All Stages,All Routes,90,39.2,31.0,47.3
2023,60-64,Male,All IMD Quintiles,North West,All Stages,All Routes,95,41.8,33.4,50.2
allyears,60-64,Male,All IMD Quintiles,North West,All Stages,All Routes,595,40.6,37.3,43.9
2016,60-64,Male,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,1.5,-0.2,3.2
2017,60-64,Male,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,1.5,-0.2,3.2
2018,60-64,Male,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,1.5,-0.2,3.1
2019,60-64,Male,All IMD Quintiles,North West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,North West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,North West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,2.2,0.3,4.1
2023,60-64,Male,All IMD Quintiles,North West,All Stages,Emergency,SUPPRESSED; n<10,2.2,0.3,4.1
allyears,60-64,Male,All IMD Quintiles,North West,All Stages,Emergency,0,1.3,0.7,1.9
2016,60-64,Male,All IMD Quintiles,North West,All Stages,Non-emergency,55,26.9,19.7,34.2
2017,60-64,Male,All IMD Quintiles,North West,All Stages,Non-emergency,50,26.0,18.9,33.1
2018,60-64,Male,All IMD Quintiles,North West,All Stages,Non-emergency,65,32.4,24.6,40.3
2019,60-64,Male,All IMD Quintiles,North West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,North West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,North West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,North West,All Stages,Non-emergency,85,37.0,29.1,44.9
2023,60-64,Male,All IMD Quintiles,North West,All Stages,Non-emergency,90,39.2,31.0,47.3
allyears,60-64,Male,All IMD Quintiles,North West,All Stages,Non-emergency,345,23.4,20.9,25.9
2016,60-64,Male,All IMD Quintiles,North West,Early,All Routes,10,5.1,1.9,8.2
2017,60-64,Male,All IMD Quintiles,North West,Early,All Routes,SUPPRESSED; n<10,2.5,0.3,4.7
2018,60-64,Male,All IMD Quintiles,North West,Early,All Routes,SUPPRESSED; n<10,3.4,0.9,6.0
2019,60-64,Male,All IMD Quintiles,North West,Early,All Routes,35,16.3,10.8,21.8
2020,60-64,Male,All IMD Quintiles,North West,Early,All Routes,40,18.2,12.5,23.9
2021,60-64,Male,All IMD Quintiles,North West,Early,All Routes,50,21.8,15.6,27.9
2022,60-64,Male,All IMD Quintiles,North West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,North West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,North West,Early,All Routes,135,17.1,15.0,19.2
2016,60-64,Male,All IMD Quintiles,North West,Advanced,All Routes,45,22.9,16.2,29.5
2017,60-64,Male,All IMD Quintiles,North West,Advanced,All Routes,50,24.5,17.6,31.4
2018,60-64,Male,All IMD Quintiles,North West,Advanced,All Routes,65,31.4,23.7,39.2
2019,60-64,Male,All IMD Quintiles,North West,Advanced,All Routes,35,15.9,10.4,21.3
2020,60-64,Male,All IMD Quintiles,North West,Advanced,All Routes,25,11.2,6.7,15.7
2021,60-64,Male,All IMD Quintiles,North West,Advanced,All Routes,35,16.3,11.0,21.7
2022,60-64,Male,All IMD Quintiles,North West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,North West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,North West,Advanced,All Routes,255,9.7,8.1,11.3
2016,60-64,Male,All IMD Quintiles,South East,All Stages,All Routes,65,27.7,21.0,34.4
2017,60-64,Male,All IMD Quintiles,South East,All Stages,All Routes,70,29.7,22.8,36.5
2018,60-64,Male,All IMD Quintiles,South East,All Stages,All Routes,95,38.7,31.0,46.5
2019,60-64,Male,All IMD Quintiles,South East,All Stages,All Routes,70,28.3,21.8,34.9
2020,60-64,Male,All IMD Quintiles,South East,All Stages,All Routes,70,27.6,21.2,33.9
2021,60-64,Male,All IMD Quintiles,South East,All Stages,All Routes,80,29.4,22.9,35.9
2022,60-64,Male,All IMD Quintiles,South East,All Stages,All Routes,65,24.2,18.4,30.0
2023,60-64,Male,All IMD Quintiles,South East,All Stages,All Routes,75,27.8,21.6,34.0
allyears,60-64,Male,All IMD Quintiles,South East,All Stages,All Routes,590,33.6,30.9,36.2
2016,60-64,Male,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,1.7,0.0,3.3
2017,60-64,Male,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,1.2,-0.2,2.6
2018,60-64,Male,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,2.4,0.5,4.4
2019,60-64,Male,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,South East,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,1.8,0.2,3.4
2023,60-64,Male,All IMD Quintiles,South East,All Stages,Emergency,SUPPRESSED; n<10,2.2,0.4,3.9
allyears,60-64,Male,All IMD Quintiles,South East,All Stages,Emergency,0,1.3,0.8,1.9
2016,60-64,Male,All IMD Quintiles,South East,All Stages,Non-emergency,60,25.6,19.2,32.0
2017,60-64,Male,All IMD Quintiles,South East,All Stages,Non-emergency,65,26.8,20.3,33.3
2018,60-64,Male,All IMD Quintiles,South East,All Stages,Non-emergency,90,35.5,28.1,42.9
2019,60-64,Male,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,South East,All Stages,Non-emergency,60,22.0,16.5,27.5
2023,60-64,Male,All IMD Quintiles,South East,All Stages,Non-emergency,70,25.3,19.3,31.2
allyears,60-64,Male,All IMD Quintiles,South East,All Stages,Non-emergency,345,19.3,17.2,21.3
2016,60-64,Male,All IMD Quintiles,South East,Early,All Routes,10,5.0,2.2,7.9
2017,60-64,Male,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,3.3,1.0,5.6
2018,60-64,Male,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,2.0,0.2,3.8
2019,60-64,Male,All IMD Quintiles,South East,Early,All Routes,35,14.6,9.9,19.2
2020,60-64,Male,All IMD Quintiles,South East,Early,All Routes,35,12.6,8.3,16.9
2021,60-64,Male,All IMD Quintiles,South East,Early,All Routes,40,15.2,10.6,19.9
2022,60-64,Male,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,South East,Early,All Routes,120,15.9,14.1,17.8
2016,60-64,Male,All IMD Quintiles,South East,Advanced,All Routes,50,21.0,15.2,26.8
2017,60-64,Male,All IMD Quintiles,South East,Advanced,All Routes,60,25.1,18.8,31.4
2018,60-64,Male,All IMD Quintiles,South East,Advanced,All Routes,85,34.7,27.4,42.0
2019,60-64,Male,All IMD Quintiles,South East,Advanced,All Routes,25,9.8,6.0,13.7
2020,60-64,Male,All IMD Quintiles,South East,Advanced,All Routes,35,12.6,8.3,16.9
2021,60-64,Male,All IMD Quintiles,South East,Advanced,All Routes,30,11.2,7.2,15.1
2022,60-64,Male,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,South East,Advanced,All Routes,285,7.6,6.3,8.9
2016,60-64,Male,All IMD Quintiles,South West,All Stages,All Routes,50,32.3,23.4,41.2
2017,60-64,Male,All IMD Quintiles,South West,All Stages,All Routes,40,23.7,16.1,31.2
2018,60-64,Male,All IMD Quintiles,South West,All Stages,All Routes,60,35.5,26.4,44.6
2019,60-64,Male,All IMD Quintiles,South West,All Stages,All Routes,60,34.7,25.7,43.6
2020,60-64,Male,All IMD Quintiles,South West,All Stages,All Routes,60,33.8,25.1,42.5
2021,60-64,Male,All IMD Quintiles,South West,All Stages,All Routes,65,36.0,27.1,44.8
2022,60-64,Male,All IMD Quintiles,South West,All Stages,All Routes,55,30.0,22.1,37.9
2023,60-64,Male,All IMD Quintiles,South West,All Stages,All Routes,55,31.1,23.0,39.1
allyears,60-64,Male,All IMD Quintiles,South West,All Stages,All Routes,445,37.1,33.7,40.6
2016,60-64,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,1.9,-0.2,4.0
2017,60-64,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.6,-0.6,1.8
2018,60-64,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,1.2,-0.5,2.9
2019,60-64,Male,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.5,-0.5,1.6
2023,60-64,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,1.6,-0.2,3.5
allyears,60-64,Male,All IMD Quintiles,South West,All Stages,Emergency,0,0.8,0.3,1.4
2016,60-64,Male,All IMD Quintiles,South West,All Stages,Non-emergency,45,29.8,21.3,38.3
2017,60-64,Male,All IMD Quintiles,South West,All Stages,Non-emergency,35,22.4,15.1,29.7
2018,60-64,Male,All IMD Quintiles,South West,All Stages,Non-emergency,55,32.4,23.7,41.2
2019,60-64,Male,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,South West,All Stages,Non-emergency,55,29.4,21.6,37.3
2023,60-64,Male,All IMD Quintiles,South West,All Stages,Non-emergency,55,28.9,21.1,36.7
allyears,60-64,Male,All IMD Quintiles,South West,All Stages,Non-emergency,245,20.6,18.0,23.1
2016,60-64,Male,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,3.2,0.4,5.9
2017,60-64,Male,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,3.1,0.4,5.8
2018,60-64,Male,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,0.6,-0.6,1.8
2019,60-64,Male,All IMD Quintiles,South West,Early,All Routes,30,17.9,11.5,24.3
2020,60-64,Male,All IMD Quintiles,South West,Early,All Routes,30,16.3,10.3,22.3
2021,60-64,Male,All IMD Quintiles,South West,Early,All Routes,35,19.7,13.2,26.2
2022,60-64,Male,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,South West,Early,All Routes,95,15.6,13.3,17.8
2016,60-64,Male,All IMD Quintiles,South West,Advanced,All Routes,40,25.3,17.5,33.2
2017,60-64,Male,All IMD Quintiles,South West,Advanced,All Routes,30,18.7,12.0,25.4
2018,60-64,Male,All IMD Quintiles,South West,Advanced,All Routes,55,32.4,23.7,41.2
2019,60-64,Male,All IMD Quintiles,South West,Advanced,All Routes,20,10.8,5.8,15.7
2020,60-64,Male,All IMD Quintiles,South West,Advanced,All Routes,25,14.6,8.9,20.3
2021,60-64,Male,All IMD Quintiles,South West,Advanced,All Routes,20,10.1,5.4,14.8
2022,60-64,Male,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,South West,Advanced,All Routes,190,8.8,7.1,10.5
2016,60-64,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,20,14.3,8.4,20.3
2017,60-64,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,35,21.3,14.0,28.5
2018,60-64,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,35,22.8,15.4,30.3
2019,60-64,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,45,28.7,20.4,36.9
2020,60-64,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,40,24.3,16.8,31.9
2021,60-64,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,60,36.6,27.5,45.7
2022,60-64,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,40,24.1,16.8,31.3
2023,60-64,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,35,20.6,13.9,27.4
allyears,60-64,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,310,27.9,24.8,31.0
2016,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2017,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,3.2,0.4,6.0
2018,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,2.5,0.1,5.0
2019,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,2.3,0.0,4.5
2023,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,2.3,0.0,4.5
allyears,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,0,1.5,0.8,2.2
2016,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,20,14.3,8.4,20.3
2017,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,30,18.0,11.4,24.7
2018,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,30,19.6,12.7,26.6
2019,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,40,21.8,14.8,28.7
2023,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,30,17.8,11.5,24.0
allyears,60-64,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,150,13.2,11.1,15.3
2016,60-64,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0.7,-0.6,1.9
2017,60-64,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,2.6,0.1,5.1
2018,60-64,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,2.5,0.1,5.0
2019,60-64,Male,All IMD Quintiles,West Midlands,Early,All Routes,25,14.3,8.5,20.2
2020,60-64,Male,All IMD Quintiles,West Midlands,Early,All Routes,20,11.6,6.4,16.8
2021,60-64,Male,All IMD Quintiles,West Midlands,Early,All Routes,25,13.6,8.0,19.1
2022,60-64,Male,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,West Midlands,Early,All Routes,70,13.4,11.3,15.5
2016,60-64,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,20,13.0,7.3,18.8
2017,60-64,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,30,18.7,11.9,25.5
2018,60-64,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,30,19.0,12.2,25.8
2019,60-64,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,15,10.0,5.1,14.8
2020,60-64,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,20,12.2,6.8,17.5
2021,60-64,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,35,21.8,14.8,28.8
2022,60-64,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,150,6.5,5.0,8.0
2016,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,30,21.8,14.3,29.4
2017,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,50,32.9,23.7,42.1
2018,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,45,30.9,22.1,39.8
2019,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,55,34.3,25.0,43.5
2020,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,45,29.7,21.2,38.1
2021,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,70,43.1,33.0,53.2
2022,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,45,27.6,19.6,35.5
2023,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,45,28.2,20.1,36.2
allyears,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,385,35.9,32.3,39.4
2016,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.0,0.0,0.0
2017,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,3.4,0.4,6.3
2018,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,2.0,-0.3,4.2
2019,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,3.6,0.7,6.5
2023,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,3.0,0.4,5.6
allyears,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,0,1.7,1.0,2.5
2016,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,30,21.1,13.7,28.6
2017,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,45,29.5,20.8,38.2
2018,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,45,28.3,19.8,36.8
2019,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,40,24.0,16.5,31.4
2023,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,40,25.2,17.6,32.8
allyears,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,200,18.3,15.8,20.9
2016,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,4.0,0.8,7.2
2018,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.7,-0.6,1.9
2019,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,30,18.8,11.9,25.6
2020,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,25,14.5,8.6,20.4
2021,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,30,19.1,12.4,25.8
2022,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,85,18.3,15.7,20.8
2016,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,30,21.1,13.7,28.6
2017,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,45,28.8,20.2,37.4
2018,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,45,30.3,21.5,39.0
2019,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,20,12.3,6.8,17.8
2020,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,20,13.9,8.1,19.7
2021,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,40,23.4,15.9,30.8
2022,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,60-64,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,200,8.3,6.6,10.0
2016,60-64,Male,IMD Q1,All Regions,All Stages,All Routes,80,33.5,26.2,40.7
2017,60-64,Male,IMD Q1,All Regions,All Stages,All Routes,80,32.3,25.3,39.3
2018,60-64,Male,IMD Q1,All Regions,All Stages,All Routes,105,40.7,33.0,48.5
2019,60-64,Male,IMD Q1,All Regions,All Stages,All Routes,105,40.0,32.4,47.7
2020,60-64,Male,IMD Q1,All Regions,All Stages,All Routes,90,33.4,26.5,40.3
2021,60-64,Male,IMD Q1,All Regions,All Stages,All Routes,135,48.4,40.3,56.6
2022,60-64,Male,IMD Q1,All Regions,All Stages,All Routes,115,39.5,32.2,46.7
2023,60-64,Male,IMD Q1,All Regions,All Stages,All Routes,105,36.7,29.7,43.7
allyears,60-64,Male,IMD Q1,All Regions,All Stages,All Routes,815,44.1,41.1,47.1
2016,60-64,Male,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.2,-0.2,2.6
2017,60-64,Male,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,2.8,0.7,4.9
2018,60-64,Male,IMD Q1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,2.7,0.7,4.7
2019,60-64,Male,IMD Q1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,60-64,Male,IMD Q1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,60-64,Male,IMD Q1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,60-64,Male,IMD Q1,All Regions,All Stages,Emergency,15,4.5,2.1,7.0
2023,60-64,Male,IMD Q1,All Regions,All Stages,Emergency,15,4.9,2.3,7.5
allyears,60-64,Male,IMD Q1,All Regions,All Stages,Emergency,30,2.4,1.7,3.1
2016,60-64,Male,IMD Q1,All Regions,All Stages,Non-emergency,80,32.2,25.1,39.4
