diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2016,50-54,Male,All IMD Quintiles,South East,All Stages,Non-emergency,15,4.6,2.3,6.9
2017,50-54,Male,All IMD Quintiles,South East,All Stages,Non-emergency,15,4.6,2.2,6.9
2018,50-54,Male,All IMD Quintiles,South East,All Stages,Non-emergency,10,3,1.2,4.9
2019,50-54,Male,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,50-54,Male,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,50-54,Male,All IMD Quintiles,South East,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,50-54,Male,All IMD Quintiles,South East,All Stages,Non-emergency,SUPPRESSED; n<10,1.9,0.4,3.4
2023,50-54,Male,All IMD Quintiles,South East,All Stages,Non-emergency,SUPPRESSED; n<10,2.8,1,4.7
allyears,50-54,Male,All IMD Quintiles,South East,All Stages,Non-emergency,40,2.4,1.8,3.1
2016,50-54,Male,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,1.2,0,2.4
2017,50-54,Male,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,0.6,-0.2,1.4
2018,50-54,Male,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,0.6,-0.2,1.4
2019,50-54,Male,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,0.9,-0.1,2
2020,50-54,Male,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,0.3,-0.3,0.9
2021,50-54,Male,All IMD Quintiles,South East,Early,All Routes,SUPPRESSED; n<10,0.6,-0.2,1.5
2022,50-54,Male,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,All IMD Quintiles,South East,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,All IMD Quintiles,South East,Early,All Routes,0,2.3,1.7,3
2016,50-54,Male,All IMD Quintiles,South East,Advanced,All Routes,10,3.7,1.6,5.8
2017,50-54,Male,All IMD Quintiles,South East,Advanced,All Routes,10,3.6,1.6,5.7
2018,50-54,Male,All IMD Quintiles,South East,Advanced,All Routes,SUPPRESSED; n<10,2.7,0.9,4.5
2019,50-54,Male,All IMD Quintiles,South East,Advanced,All Routes,SUPPRESSED; n<10,2.1,0.6,3.7
2020,50-54,Male,All IMD Quintiles,South East,Advanced,All Routes,SUPPRESSED; n<10,1.9,0.4,3.3
2021,50-54,Male,All IMD Quintiles,South East,Advanced,All Routes,SUPPRESSED; n<10,2.2,0.6,3.8
2022,50-54,Male,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,All IMD Quintiles,South East,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,All IMD Quintiles,South East,Advanced,All Routes,20,0.6,0.3,0.9
2016,50-54,Male,All IMD Quintiles,South West,All Stages,All Routes,SUPPRESSED; n<10,3.6,0.9,6.2
2017,50-54,Male,All IMD Quintiles,South West,All Stages,All Routes,10,6.1,2.6,9.5
2018,50-54,Male,All IMD Quintiles,South West,All Stages,All Routes,15,7.1,3.4,10.8
2019,50-54,Male,All IMD Quintiles,South West,All Stages,All Routes,SUPPRESSED; n<10,3.5,0.9,6.2
2020,50-54,Male,All IMD Quintiles,South West,All Stages,All Routes,SUPPRESSED; n<10,3.6,0.9,6.3
2021,50-54,Male,All IMD Quintiles,South West,All Stages,All Routes,SUPPRESSED; n<10,3.6,0.9,6.3
2022,50-54,Male,All IMD Quintiles,South West,All Stages,All Routes,SUPPRESSED; n<10,3.7,0.9,6.4
2023,50-54,Male,All IMD Quintiles,South West,All Stages,All Routes,SUPPRESSED; n<10,4.2,1.3,7.1
allyears,50-54,Male,All IMD Quintiles,South West,All Stages,All Routes,25,5,3.9,6.2
2016,50-54,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2017,50-54,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.5,-0.5,1.5
2018,50-54,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.5,-0.5,1.5
2019,50-54,Male,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,50-54,Male,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,50-54,Male,All IMD Quintiles,South West,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,50-54,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,0.5,-0.5,1.5
2023,50-54,Male,All IMD Quintiles,South West,All Stages,Emergency,SUPPRESSED; n<10,1,-0.4,2.5
allyears,50-54,Male,All IMD Quintiles,South West,All Stages,Emergency,0,0.4,0,0.7
2016,50-54,Male,All IMD Quintiles,South West,All Stages,Non-emergency,SUPPRESSED; n<10,3.1,0.6,5.5
2017,50-54,Male,All IMD Quintiles,South West,All Stages,Non-emergency,10,5.6,2.3,8.8
2018,50-54,Male,All IMD Quintiles,South West,All Stages,Non-emergency,10,6.1,2.6,9.5
2019,50-54,Male,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,50-54,Male,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,50-54,Male,All IMD Quintiles,South West,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,50-54,Male,All IMD Quintiles,South West,All Stages,Non-emergency,SUPPRESSED; n<10,3.1,0.6,5.7
2023,50-54,Male,All IMD Quintiles,South West,All Stages,Non-emergency,SUPPRESSED; n<10,3.1,0.6,5.7
allyears,50-54,Male,All IMD Quintiles,South West,All Stages,Non-emergency,20,3,2.1,3.9
2016,50-54,Male,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,1.5,-0.2,3.3
2017,50-54,Male,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,2,0,4
2018,50-54,Male,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,1,-0.4,2.4
2019,50-54,Male,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,0.5,-0.5,1.5
2020,50-54,Male,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,0.5,-0.5,1.5
2021,50-54,Male,All IMD Quintiles,South West,Early,All Routes,SUPPRESSED; n<10,2.6,0.3,4.8
2022,50-54,Male,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,All IMD Quintiles,South West,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,All IMD Quintiles,South West,Early,All Routes,0,2,1.3,2.8
2016,50-54,Male,All IMD Quintiles,South West,Advanced,All Routes,SUPPRESSED; n<10,0.5,-0.5,1.5
2017,50-54,Male,All IMD Quintiles,South West,Advanced,All Routes,SUPPRESSED; n<10,3.5,0.9,6.2
2018,50-54,Male,All IMD Quintiles,South West,Advanced,All Routes,10,5,1.9,8.2
2019,50-54,Male,All IMD Quintiles,South West,Advanced,All Routes,SUPPRESSED; n<10,2,0,4
2020,50-54,Male,All IMD Quintiles,South West,Advanced,All Routes,SUPPRESSED; n<10,2.1,0,4.1
2021,50-54,Male,All IMD Quintiles,South West,Advanced,All Routes,SUPPRESSED; n<10,1,-0.4,2.5
2022,50-54,Male,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,All IMD Quintiles,South West,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,All IMD Quintiles,South West,Advanced,All Routes,10,1.2,0.6,1.7
2016,50-54,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,15,7.5,3.7,11.3
2017,50-54,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,4.5,1.5,7.4
2018,50-54,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,2.9,0.6,5.3
2019,50-54,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,15,6.3,2.9,9.8
2020,50-54,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,10,4.9,1.9,7.9
2021,50-54,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.4,0.9,5.9
2022,50-54,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.9,1.2,6.7
2023,50-54,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.5,0.9,6
allyears,50-54,Male,All IMD Quintiles,West Midlands,All Stages,All Routes,40,5.3,4.1,6.5
2016,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,1.5,-0.2,3.2
2017,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2018,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2019,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,1,-0.4,2.4
2023,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,SUPPRESSED; n<10,0.5,-0.5,1.5
allyears,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Emergency,0,0.4,0.1,0.8
2016,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,10,6,2.6,9.4
2017,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,SUPPRESSED; n<10,4.5,1.5,7.4
2018,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,SUPPRESSED; n<10,2.9,0.6,5.3
2019,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,SUPPRESSED; n<10,3,0.6,5.3
2023,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,SUPPRESSED; n<10,3,0.6,5.3
allyears,50-54,Male,All IMD Quintiles,West Midlands,All Stages,Non-emergency,10,2.7,1.9,3.6
2016,50-54,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,2,0,4
2017,50-54,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0.5,-0.5,1.5
2018,50-54,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0,0,0
2019,50-54,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,1,-0.4,2.3
2020,50-54,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,1.5,-0.2,3.1
2021,50-54,Male,All IMD Quintiles,West Midlands,Early,All Routes,SUPPRESSED; n<10,0,0,0
2022,50-54,Male,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,All IMD Quintiles,West Midlands,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,All IMD Quintiles,West Midlands,Early,All Routes,0,2.8,1.9,3.7
2016,50-54,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,4.5,1.6,7.4
2017,50-54,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,3.5,0.9,6
2018,50-54,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,2,0,3.9
2019,50-54,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,10,4.9,1.9,7.9
2020,50-54,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,2.9,0.6,5.3
2021,50-54,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,SUPPRESSED; n<10,2,0,3.9
2022,50-54,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,All IMD Quintiles,West Midlands,Advanced,All Routes,10,0.7,0.3,1.1
2016,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.7,1,6.5
2017,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,10,6.3,2.7,9.9
2018,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,10,5.8,2.4,9.2
2019,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,3.7,1,6.4
2020,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,4.8,1.7,7.9
2021,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,15,7.4,3.5,11.3
2022,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,15,7,3.2,10.8
2023,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,15,7,3.2,10.8
allyears,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,All Routes,65,6.5,5.1,7.9
2016,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.5,-0.5,1.6
2017,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.5,-0.5,1.6
2018,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0,0,0
2019,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,1.1,-0.4,2.6
2023,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,SUPPRESSED; n<10,0.5,-0.5,1.6
allyears,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Emergency,0,0.4,0,0.7
2016,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,SUPPRESSED; n<10,3.2,0.6,5.7
2017,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,10,5.8,2.4,9.2
2018,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,SUPPRESSED; n<10,4.7,1.6,7.8
2019,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,10,5.9,2.4,9.4
2023,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,10,6.5,2.8,10.1
allyears,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,All Stages,Non-emergency,30,3.7,2.7,4.8
2016,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.5,-0.5,1.6
2017,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0.5,-0.5,1.6
2018,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,1.1,-0.4,2.5
2019,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0,0,0
2020,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,0,0,0
2021,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,SUPPRESSED; n<10,2.1,0,4.2
2022,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Early,All Routes,0,3.5,2.5,4.5
2016,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,SUPPRESSED; n<10,2.6,0.3,5
2017,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,10,5.3,2,8.5
2018,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,SUPPRESSED; n<10,4.7,1.6,7.8
2019,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,SUPPRESSED; n<10,2.6,0.3,5
2020,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,SUPPRESSED; n<10,3.7,1,6.5
2021,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,10,5.3,2,8.6
2022,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,All IMD Quintiles,Yorkshire and The Humber,Advanced,All Routes,20,0.6,0.2,1
2016,50-54,Male,IMD1,All Regions,All Stages,All Routes,25,6.7,4,9.4
2017,50-54,Male,IMD1,All Regions,All Stages,All Routes,30,9.2,6,12.4
2018,50-54,Male,IMD1,All Regions,All Stages,All Routes,35,9.7,6.4,13
2019,50-54,Male,IMD1,All Regions,All Stages,All Routes,20,6.3,3.6,8.9
2020,50-54,Male,IMD1,All Regions,All Stages,All Routes,20,5.4,3,7.8
2021,50-54,Male,IMD1,All Regions,All Stages,All Routes,30,8.4,5.4,11.5
2022,50-54,Male,IMD1,All Regions,All Stages,All Routes,20,6.3,3.6,8.9
2023,50-54,Male,IMD1,All Regions,All Stages,All Routes,25,7.7,4.8,10.6
allyears,50-54,Male,IMD1,All Regions,All Stages,All Routes,205,8.5,7.4,9.7
2016,50-54,Male,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.9,-0.1,1.9
2017,50-54,Male,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.9,-0.1,1.8
2018,50-54,Male,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.6,-0.2,1.4
2019,50-54,Male,IMD1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,50-54,Male,IMD1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,50-54,Male,IMD1,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,50-54,Male,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,1.1,0,2.3
2023,50-54,Male,IMD1,All Regions,All Stages,Emergency,SUPPRESSED; n<10,0.9,-0.1,1.8
allyears,50-54,Male,IMD1,All Regions,All Stages,Emergency,0,0.6,0.3,0.9
2016,50-54,Male,IMD1,All Regions,All Stages,Non-emergency,20,5.8,3.3,8.4
2017,50-54,Male,IMD1,All Regions,All Stages,Non-emergency,30,8.1,5.1,11.1
2018,50-54,Male,IMD1,All Regions,All Stages,Non-emergency,30,8.6,5.5,11.6
2019,50-54,Male,IMD1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,50-54,Male,IMD1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,50-54,Male,IMD1,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,50-54,Male,IMD1,All Regions,All Stages,Non-emergency,15,4.8,2.5,7.1
2023,50-54,Male,IMD1,All Regions,All Stages,Non-emergency,25,6.8,4.1,9.6
allyears,50-54,Male,IMD1,All Regions,All Stages,Non-emergency,120,4.9,4,5.7
2016,50-54,Male,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,1.5,0.2,2.7
2017,50-54,Male,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,1.2,0,2.3
2018,50-54,Male,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.9,-0.1,1.8
2019,50-54,Male,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.9,-0.1,1.8
2020,50-54,Male,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.9,-0.1,1.8
2021,50-54,Male,IMD1,All Regions,Early,All Routes,SUPPRESSED; n<10,0.6,-0.2,1.3
2022,50-54,Male,IMD1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,IMD1,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,IMD1,All Regions,Early,All Routes,0,5,4.1,5.9
2016,50-54,Male,IMD1,All Regions,Advanced,All Routes,15,4.7,2.4,6.9
2017,50-54,Male,IMD1,All Regions,Advanced,All Routes,25,6.9,4.1,9.7
2018,50-54,Male,IMD1,All Regions,Advanced,All Routes,30,8.6,5.5,11.6
2019,50-54,Male,IMD1,All Regions,Advanced,All Routes,15,4,1.9,6.1
2020,50-54,Male,IMD1,All Regions,Advanced,All Routes,15,4,1.9,6.1
2021,50-54,Male,IMD1,All Regions,Advanced,All Routes,25,7,4.3,9.8
2022,50-54,Male,IMD1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,50-54,Male,IMD1,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,50-54,Male,IMD1,All Regions,Advanced,All Routes,125,0.8,0.5,1.2
2016,50-54,Male,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,7.6,-2.9,18.2
2017,50-54,Male,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,11.3,-1.5,24.1
2018,50-54,Male,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.9,0.3,29.5
2019,50-54,Male,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.7,-3.6,11
2020,50-54,Male,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2021,50-54,Male,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,3.7,-3.5,10.8
2022,50-54,Male,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,50-54,Male,IMD1,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,7.3,-2.8,17.5
allyears,50-54,Male,IMD1,East Midlands,All Stages,All Routes,0,6.9,3.2,10.7
2016,50-54,Male,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,50-54,Male,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2018,50-54,Male,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,5.1,-4.9,15.1
2019,50-54,Male,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,5,-4.8,14.9
2020,50-54,Male,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,10,-3.9,23.9
2021,50-54,Male,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,10.1,-3.9,24.1
2022,50-54,Male,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,50-54,Male,IMD1,East of England,All Stages,All Routes,SUPPRESSED; n<10,5.1,-4.9,15.1
allyears,50-54,Male,IMD1,East of England,All Stages,All Routes,0,5.1,1.3,8.9
2016,50-54,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,13.9,2.8,25.1
2017,50-54,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,9.1,0.2,18
2018,50-54,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,6.7,-0.9,14.3
2019,50-54,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,6.7,-0.9,14.2
2020,50-54,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,2.2,-2.1,6.5
2021,50-54,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,11.2,1.4,21.1
2022,50-54,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,6.9,-0.9,14.6
2023,50-54,Male,IMD1,London,All Stages,All Routes,SUPPRESSED; n<10,9.2,0.2,18.1
allyears,50-54,Male,IMD1,London,All Stages,All Routes,0,9.3,5.9,12.7
2016,50-54,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2017,50-54,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,6.8,-0.9,14.5
2018,50-54,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,15.6,4.1,27.2
2019,50-54,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,6.7,-0.9,14.2
2020,50-54,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,6.6,-0.9,14.1
2021,50-54,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,6.7,-0.9,14.4
2022,50-54,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2023,50-54,Male,IMD1,North East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
allyears,50-54,Male,IMD1,North East,All Stages,All Routes,0,6.1,3.4,8.9
2016,50-54,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,5,0.1,10
2017,50-54,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,10,3.1,16.9
2018,50-54,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,9.9,3,16.7
2019,50-54,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,6.2,0.8,11.6
2020,50-54,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,3.7,-0.5,7.9
2021,50-54,Male,IMD1,North West,All Stages,All Routes,10,12.2,4.6,19.7
2022,50-54,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,7.4,1.5,13.3
2023,50-54,Male,IMD1,North West,All Stages,All Routes,SUPPRESSED; n<10,6.2,0.8,11.5
allyears,50-54,Male,IMD1,North West,All Stages,All Routes,10,8.7,6.2,11.1
2016,50-54,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,4.1,-4,12.2
2017,50-54,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,8.1,-3.1,19.4
2018,50-54,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,0,0,0
2019,50-54,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,12.2,-1.6,26.1
2020,50-54,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,4.1,-4,12.2
2021,50-54,Male,IMD1,South East,All Stages,All Routes,SUPPRESSED; n<10,4.2,-4,12.3
