diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2019,all ages,Male,IMD3,East Midlands,All Stages,All Routes,15,3.2,1.6,4.9
2020,all ages,Male,IMD3,East Midlands,All Stages,All Routes,20,4.6,2.6,6.6
2021,all ages,Male,IMD3,East Midlands,All Stages,All Routes,30,6.1,3.8,8.3
2022,all ages,Male,IMD3,East Midlands,All Stages,All Routes,20,4,2.1,5.8
2023,all ages,Male,IMD3,East Midlands,All Stages,All Routes,20,4.3,2.4,6.1
allyears,all ages,Male,IMD3,East Midlands,All Stages,All Routes,170,5.4,4.6,6.2
2016,all ages,Male,IMD3,East of England,All Stages,All Routes,25,3.6,2.3,5
2017,all ages,Male,IMD3,East of England,All Stages,All Routes,30,3.8,2.4,5.2
2018,all ages,Male,IMD3,East of England,All Stages,All Routes,25,3.5,2.1,4.8
2019,all ages,Male,IMD3,East of England,All Stages,All Routes,30,4.2,2.8,5.7
2020,all ages,Male,IMD3,East of England,All Stages,All Routes,35,4.4,2.9,5.9
2021,all ages,Male,IMD3,East of England,All Stages,All Routes,35,4.7,3.2,6.2
2022,all ages,Male,IMD3,East of England,All Stages,All Routes,35,4.8,3.2,6.3
2023,all ages,Male,IMD3,East of England,All Stages,All Routes,30,3.6,2.3,5
allyears,all ages,Male,IMD3,East of England,All Stages,All Routes,245,4.7,4.1,5.3
2016,all ages,Male,IMD3,London,All Stages,All Routes,25,3.3,2,4.7
2017,all ages,Male,IMD3,London,All Stages,All Routes,40,5.2,3.6,6.9
2018,all ages,Male,IMD3,London,All Stages,All Routes,25,3.1,1.8,4.4
2019,all ages,Male,IMD3,London,All Stages,All Routes,40,5.5,3.8,7.2
2020,all ages,Male,IMD3,London,All Stages,All Routes,25,3,1.7,4.2
2021,all ages,Male,IMD3,London,All Stages,All Routes,35,4.4,2.9,6
2022,all ages,Male,IMD3,London,All Stages,All Routes,30,3.7,2.3,5
2023,all ages,Male,IMD3,London,All Stages,All Routes,35,4.7,3.1,6.3
allyears,all ages,Male,IMD3,London,All Stages,All Routes,255,4.7,4.1,5.3
2016,all ages,Male,IMD3,North East,All Stages,All Routes,15,8,4.1,12
2017,all ages,Male,IMD3,North East,All Stages,All Routes,10,4.6,1.6,7.6
2018,all ages,Male,IMD3,North East,All Stages,All Routes,10,6,2.6,9.4
2019,all ages,Male,IMD3,North East,All Stages,All Routes,SUPPRESSED; n<10,2,0,4
2020,all ages,Male,IMD3,North East,All Stages,All Routes,15,7.2,3.4,11.1
2021,all ages,Male,IMD3,North East,All Stages,All Routes,10,4.9,1.6,8.2
2022,all ages,Male,IMD3,North East,All Stages,All Routes,10,4.4,1.3,7.5
2023,all ages,Male,IMD3,North East,All Stages,All Routes,10,4.7,1.8,7.7
allyears,all ages,Male,IMD3,North East,All Stages,All Routes,80,6,4.6,7.3
2016,all ages,Male,IMD3,North West,All Stages,All Routes,20,3.9,2.2,5.7
2017,all ages,Male,IMD3,North West,All Stages,All Routes,20,3.5,1.9,5.1
2018,all ages,Male,IMD3,North West,All Stages,All Routes,20,3.8,2.1,5.4
2019,all ages,Male,IMD3,North West,All Stages,All Routes,25,4.8,3,6.6
2020,all ages,Male,IMD3,North West,All Stages,All Routes,35,6.1,4.1,8.2
2021,all ages,Male,IMD3,North West,All Stages,All Routes,25,4.2,2.5,5.9
2022,all ages,Male,IMD3,North West,All Stages,All Routes,25,4.4,2.7,6.1
2023,all ages,Male,IMD3,North West,All Stages,All Routes,20,3.1,1.7,4.5
allyears,all ages,Male,IMD3,North West,All Stages,All Routes,190,4.9,4.2,5.6
2016,all ages,Male,IMD3,South East,All Stages,All Routes,45,5.5,3.8,7.1
2017,all ages,Male,IMD3,South East,All Stages,All Routes,40,5.1,3.5,6.6
2018,all ages,Male,IMD3,South East,All Stages,All Routes,35,4.4,3,5.8
2019,all ages,Male,IMD3,South East,All Stages,All Routes,40,4.4,3,5.8
2020,all ages,Male,IMD3,South East,All Stages,All Routes,30,3.6,2.3,4.8
2021,all ages,Male,IMD3,South East,All Stages,All Routes,40,4.8,3.3,6.3
2022,all ages,Male,IMD3,South East,All Stages,All Routes,30,3.5,2.2,4.7
2023,all ages,Male,IMD3,South East,All Stages,All Routes,50,6,4.4,7.7
allyears,all ages,Male,IMD3,South East,All Stages,All Routes,310,5.3,4.7,5.9
2016,all ages,Male,IMD3,South West,All Stages,All Routes,35,4.6,3,6.2
2017,all ages,Male,IMD3,South West,All Stages,All Routes,35,5.2,3.5,6.8
2018,all ages,Male,IMD3,South West,All Stages,All Routes,30,4.2,2.7,5.7
2019,all ages,Male,IMD3,South West,All Stages,All Routes,40,5,3.4,6.6
2020,all ages,Male,IMD3,South West,All Stages,All Routes,20,2.7,1.5,3.8
2021,all ages,Male,IMD3,South West,All Stages,All Routes,30,4,2.6,5.5
2022,all ages,Male,IMD3,South West,All Stages,All Routes,30,3.9,2.5,5.4
2023,all ages,Male,IMD3,South West,All Stages,All Routes,15,1.9,0.9,2.9
allyears,all ages,Male,IMD3,South West,All Stages,All Routes,235,4.5,3.9,5.1
2016,all ages,Male,IMD3,West Midlands,All Stages,All Routes,20,3,1.8,4.3
2017,all ages,Male,IMD3,West Midlands,All Stages,All Routes,25,3.5,2.1,4.8
2018,all ages,Male,IMD3,West Midlands,All Stages,All Routes,25,3.3,1.9,4.6
2019,all ages,Male,IMD3,West Midlands,All Stages,All Routes,25,3.5,2.1,4.8
2020,all ages,Male,IMD3,West Midlands,All Stages,All Routes,20,2.5,1.3,3.6
2021,all ages,Male,IMD3,West Midlands,All Stages,All Routes,15,1.8,0.9,2.8
2022,all ages,Male,IMD3,West Midlands,All Stages,All Routes,20,2.7,1.6,3.9
2023,all ages,Male,IMD3,West Midlands,All Stages,All Routes,20,2.5,1.4,3.6
allyears,all ages,Male,IMD3,West Midlands,All Stages,All Routes,170,3.3,2.8,3.8
2016,all ages,Male,IMD3,Yorkshire and The Humber,All Stages,All Routes,10,1.7,0.7,2.7
2017,all ages,Male,IMD3,Yorkshire and The Humber,All Stages,All Routes,20,2.9,1.6,4.1
2018,all ages,Male,IMD3,Yorkshire and The Humber,All Stages,All Routes,15,1.9,0.9,2.8
2019,all ages,Male,IMD3,Yorkshire and The Humber,All Stages,All Routes,15,2,1,3
2020,all ages,Male,IMD3,Yorkshire and The Humber,All Stages,All Routes,25,3.4,2.1,4.7
2021,all ages,Male,IMD3,Yorkshire and The Humber,All Stages,All Routes,30,3.6,2.3,5
2022,all ages,Male,IMD3,Yorkshire and The Humber,All Stages,All Routes,20,2.8,1.6,4
2023,all ages,Male,IMD3,Yorkshire and The Humber,All Stages,All Routes,20,2.6,1.4,3.7
allyears,all ages,Male,IMD3,Yorkshire and The Humber,All Stages,All Routes,155,3,2.5,3.5
2016,all ages,Male,IMD4,All Regions,All Stages,All Routes,215,4.1,3.6,4.7
2017,all ages,Male,IMD4,All Regions,All Stages,All Routes,220,4.1,3.5,4.6
2018,all ages,Male,IMD4,All Regions,All Stages,All Routes,205,3.7,3.2,4.3
2019,all ages,Male,IMD4,All Regions,All Stages,All Routes,235,4.2,3.7,4.8
2020,all ages,Male,IMD4,All Regions,All Stages,All Routes,235,4.2,3.6,4.7
2021,all ages,Male,IMD4,All Regions,All Stages,All Routes,240,4.3,3.8,4.9
2022,all ages,Male,IMD4,All Regions,All Stages,All Routes,195,3.5,3,4
2023,all ages,Male,IMD4,All Regions,All Stages,All Routes,205,3.6,3.1,4.1
allyears,all ages,Male,IMD4,All Regions,All Stages,All Routes,1750,4.6,4.3,4.8
2016,all ages,Male,IMD4,All Regions,All Stages,Emergency,30,0.5,0.3,0.7
2017,all ages,Male,IMD4,All Regions,All Stages,Emergency,25,0.4,0.3,0.6
2018,all ages,Male,IMD4,All Regions,All Stages,Emergency,15,0.3,0.1,0.4
2019,all ages,Male,IMD4,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Male,IMD4,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Male,IMD4,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Male,IMD4,All Regions,All Stages,Emergency,20,0.4,0.2,0.6
2023,all ages,Male,IMD4,All Regions,All Stages,Emergency,25,0.5,0.3,0.6
allyears,all ages,Male,IMD4,All Regions,All Stages,Emergency,115,0.3,0.2,0.4
2016,all ages,Male,IMD4,All Regions,All Stages,Non-emergency,185,3.5,3,4
2017,all ages,Male,IMD4,All Regions,All Stages,Non-emergency,190,3.5,3,4
2018,all ages,Male,IMD4,All Regions,All Stages,Non-emergency,180,3.3,2.8,3.8
2019,all ages,Male,IMD4,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Male,IMD4,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Male,IMD4,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Male,IMD4,All Regions,All Stages,Non-emergency,170,3,2.6,3.5
2023,all ages,Male,IMD4,All Regions,All Stages,Non-emergency,175,3.1,2.6,3.5
allyears,all ages,Male,IMD4,All Regions,All Stages,Non-emergency,900,2.3,2.2,2.5
2016,all ages,Male,IMD4,All Regions,Early,All Routes,45,0.8,0.6,1.1
2017,all ages,Male,IMD4,All Regions,Early,All Routes,55,1,0.8,1.3
2018,all ages,Male,IMD4,All Regions,Early,All Routes,45,0.8,0.5,1
2019,all ages,Male,IMD4,All Regions,Early,All Routes,40,0.7,0.5,1
2020,all ages,Male,IMD4,All Regions,Early,All Routes,25,0.4,0.2,0.6
2021,all ages,Male,IMD4,All Regions,Early,All Routes,50,0.9,0.6,1.2
2022,all ages,Male,IMD4,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Male,IMD4,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Male,IMD4,All Regions,Early,All Routes,260,2.1,2,2.2
2016,all ages,Male,IMD4,All Regions,Advanced,All Routes,145,2.7,2.3,3.2
2017,all ages,Male,IMD4,All Regions,Advanced,All Routes,130,2.4,2,2.8
2018,all ages,Male,IMD4,All Regions,Advanced,All Routes,130,2.4,1.9,2.8
2019,all ages,Male,IMD4,All Regions,Advanced,All Routes,125,2.2,1.8,2.6
2020,all ages,Male,IMD4,All Regions,Advanced,All Routes,145,2.6,2.1,3
2021,all ages,Male,IMD4,All Regions,Advanced,All Routes,145,2.5,2.1,3
2022,all ages,Male,IMD4,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Male,IMD4,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Male,IMD4,All Regions,Advanced,All Routes,820,0.7,0.6,0.7
2016,all ages,Male,IMD4,East Midlands,All Stages,All Routes,25,5.3,3.2,7.3
2017,all ages,Male,IMD4,East Midlands,All Stages,All Routes,15,3.3,1.7,4.9
2018,all ages,Male,IMD4,East Midlands,All Stages,All Routes,15,3,1.5,4.5
2019,all ages,Male,IMD4,East Midlands,All Stages,All Routes,20,3.5,1.9,5.1
2020,all ages,Male,IMD4,East Midlands,All Stages,All Routes,30,5.4,3.4,7.4
2021,all ages,Male,IMD4,East Midlands,All Stages,All Routes,30,5.2,3.2,7.1
2022,all ages,Male,IMD4,East Midlands,All Stages,All Routes,10,1.8,0.7,3
2023,all ages,Male,IMD4,East Midlands,All Stages,All Routes,10,2.1,0.8,3.4
allyears,all ages,Male,IMD4,East Midlands,All Stages,All Routes,155,4.2,3.6,4.9
2016,all ages,Male,IMD4,East of England,All Stages,All Routes,25,3.6,2.1,5.1
2017,all ages,Male,IMD4,East of England,All Stages,All Routes,20,3.3,1.9,4.7
2018,all ages,Male,IMD4,East of England,All Stages,All Routes,25,3.4,2,4.8
2019,all ages,Male,IMD4,East of England,All Stages,All Routes,20,2.9,1.6,4.2
2020,all ages,Male,IMD4,East of England,All Stages,All Routes,30,4.7,3,6.3
2021,all ages,Male,IMD4,East of England,All Stages,All Routes,35,4.8,3.2,6.5
2022,all ages,Male,IMD4,East of England,All Stages,All Routes,20,2.6,1.4,3.8
2023,all ages,Male,IMD4,East of England,All Stages,All Routes,25,3.3,2,4.7
allyears,all ages,Male,IMD4,East of England,All Stages,All Routes,200,4.1,3.5,4.7
2016,all ages,Male,IMD4,London,All Stages,All Routes,20,3.5,2,5.1
2017,all ages,Male,IMD4,London,All Stages,All Routes,30,5.4,3.4,7.4
2018,all ages,Male,IMD4,London,All Stages,All Routes,25,3.6,2.1,5
2019,all ages,Male,IMD4,London,All Stages,All Routes,30,4.7,2.9,6.5
2020,all ages,Male,IMD4,London,All Stages,All Routes,30,4.9,3.2,6.7
2021,all ages,Male,IMD4,London,All Stages,All Routes,20,3.8,2.1,5.5
2022,all ages,Male,IMD4,London,All Stages,All Routes,20,3,1.6,4.5
2023,all ages,Male,IMD4,London,All Stages,All Routes,25,4.3,2.5,6
allyears,all ages,Male,IMD4,London,All Stages,All Routes,200,4.8,4.1,5.5
2016,all ages,Male,IMD4,North East,All Stages,All Routes,10,4.4,1.5,7.2
2017,all ages,Male,IMD4,North East,All Stages,All Routes,SUPPRESSED; n<10,2.6,0.3,4.8
2018,all ages,Male,IMD4,North East,All Stages,All Routes,10,4.4,1.5,7.3
2019,all ages,Male,IMD4,North East,All Stages,All Routes,10,4.5,1.7,7.3
2020,all ages,Male,IMD4,North East,All Stages,All Routes,10,3.5,1.1,5.9
2021,all ages,Male,IMD4,North East,All Stages,All Routes,10,4.3,1.4,7.2
2022,all ages,Male,IMD4,North East,All Stages,All Routes,10,4.7,1.7,7.6
2023,all ages,Male,IMD4,North East,All Stages,All Routes,SUPPRESSED; n<10,3.3,0.8,5.7
allyears,all ages,Male,IMD4,North East,All Stages,All Routes,60,4.6,3.5,5.7
2016,all ages,Male,IMD4,North West,All Stages,All Routes,25,4,2.5,5.6
2017,all ages,Male,IMD4,North West,All Stages,All Routes,25,4,2.4,5.5
2018,all ages,Male,IMD4,North West,All Stages,All Routes,35,5.5,3.7,7.4
2019,all ages,Male,IMD4,North West,All Stages,All Routes,30,4.2,2.6,5.8
2020,all ages,Male,IMD4,North West,All Stages,All Routes,25,3.8,2.3,5.3
2021,all ages,Male,IMD4,North West,All Stages,All Routes,35,5.1,3.4,6.8
2022,all ages,Male,IMD4,North West,All Stages,All Routes,30,4.4,2.8,6.1
2023,all ages,Male,IMD4,North West,All Stages,All Routes,25,3.8,2.4,5.3
allyears,all ages,Male,IMD4,North West,All Stages,All Routes,230,5,4.4,5.7
2016,all ages,Male,IMD4,South East,All Stages,All Routes,40,3.8,2.6,5
2017,all ages,Male,IMD4,South East,All Stages,All Routes,50,4.7,3.3,6
2018,all ages,Male,IMD4,South East,All Stages,All Routes,35,3.2,2.1,4.3
2019,all ages,Male,IMD4,South East,All Stages,All Routes,45,4.1,2.9,5.3
2020,all ages,Male,IMD4,South East,All Stages,All Routes,45,4.3,3,5.5
2021,all ages,Male,IMD4,South East,All Stages,All Routes,40,3.9,2.7,5
2022,all ages,Male,IMD4,South East,All Stages,All Routes,50,4.8,3.5,6.1
2023,all ages,Male,IMD4,South East,All Stages,All Routes,45,4.3,3,5.5
allyears,all ages,Male,IMD4,South East,All Stages,All Routes,350,4.7,4.2,5.2
2016,all ages,Male,IMD4,South West,All Stages,All Routes,25,4.5,2.7,6.3
2017,all ages,Male,IMD4,South West,All Stages,All Routes,25,4.7,2.9,6.6
2018,all ages,Male,IMD4,South West,All Stages,All Routes,25,4.7,2.8,6.6
2019,all ages,Male,IMD4,South West,All Stages,All Routes,30,5.3,3.4,7.2
2020,all ages,Male,IMD4,South West,All Stages,All Routes,20,3.9,2.3,5.6
2021,all ages,Male,IMD4,South West,All Stages,All Routes,30,5.1,3.2,7
2022,all ages,Male,IMD4,South West,All Stages,All Routes,15,3,1.5,4.4
2023,all ages,Male,IMD4,South West,All Stages,All Routes,25,4.5,2.7,6.3
allyears,all ages,Male,IMD4,South West,All Stages,All Routes,195,5.1,4.4,5.9
2016,all ages,Male,IMD4,West Midlands,All Stages,All Routes,25,5.2,3.2,7.2
2017,all ages,Male,IMD4,West Midlands,All Stages,All Routes,25,4.9,3,6.7
2018,all ages,Male,IMD4,West Midlands,All Stages,All Routes,20,4.1,2.4,5.9
2019,all ages,Male,IMD4,West Midlands,All Stages,All Routes,30,5.5,3.5,7.5
2020,all ages,Male,IMD4,West Midlands,All Stages,All Routes,30,5.2,3.3,7.2
2021,all ages,Male,IMD4,West Midlands,All Stages,All Routes,25,4.9,3,6.7
2022,all ages,Male,IMD4,West Midlands,All Stages,All Routes,20,3.9,2.2,5.6
2023,all ages,Male,IMD4,West Midlands,All Stages,All Routes,25,4,2.4,5.7
allyears,all ages,Male,IMD4,West Midlands,All Stages,All Routes,200,5.4,4.7,6.1
2016,all ages,Male,IMD4,Yorkshire and The Humber,All Stages,All Routes,25,4.6,2.7,6.5
2017,all ages,Male,IMD4,Yorkshire and The Humber,All Stages,All Routes,20,4,2.3,5.7
2018,all ages,Male,IMD4,Yorkshire and The Humber,All Stages,All Routes,20,3.2,1.7,4.7
2019,all ages,Male,IMD4,Yorkshire and The Humber,All Stages,All Routes,25,5,3.1,7
2020,all ages,Male,IMD4,Yorkshire and The Humber,All Stages,All Routes,15,2.3,1,3.6
2021,all ages,Male,IMD4,Yorkshire and The Humber,All Stages,All Routes,20,3.3,1.8,4.9
2022,all ages,Male,IMD4,Yorkshire and The Humber,All Stages,All Routes,20,3.9,2.3,5.5
2023,all ages,Male,IMD4,Yorkshire and The Humber,All Stages,All Routes,20,3.3,1.7,4.8
allyears,all ages,Male,IMD4,Yorkshire and The Humber,All Stages,All Routes,165,4.2,3.6,4.9
2016,all ages,Male,IMD5,All Regions,All Stages,All Routes,195,3.6,3.1,4.2
2017,all ages,Male,IMD5,All Regions,All Stages,All Routes,170,3.1,2.7,3.6
2018,all ages,Male,IMD5,All Regions,All Stages,All Routes,200,3.7,3.2,4.2
2019,all ages,Male,IMD5,All Regions,All Stages,All Routes,215,3.9,3.3,4.4
2020,all ages,Male,IMD5,All Regions,All Stages,All Routes,190,3.3,2.8,3.7
2021,all ages,Male,IMD5,All Regions,All Stages,All Routes,235,4.1,3.6,4.7
2022,all ages,Male,IMD5,All Regions,All Stages,All Routes,235,4,3.5,4.6
2023,all ages,Male,IMD5,All Regions,All Stages,All Routes,225,3.9,3.4,4.4
allyears,all ages,Male,IMD5,All Regions,All Stages,All Routes,1665,4.3,4.1,4.5
2016,all ages,Male,IMD5,All Regions,All Stages,Emergency,25,0.5,0.3,0.7
2017,all ages,Male,IMD5,All Regions,All Stages,Emergency,15,0.3,0.1,0.4
2018,all ages,Male,IMD5,All Regions,All Stages,Emergency,20,0.4,0.2,0.6
2019,all ages,Male,IMD5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Male,IMD5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Male,IMD5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Male,IMD5,All Regions,All Stages,Emergency,30,0.5,0.3,0.7
2023,all ages,Male,IMD5,All Regions,All Stages,Emergency,20,0.4,0.2,0.5
allyears,all ages,Male,IMD5,All Regions,All Stages,Emergency,110,0.3,0.2,0.3
2016,all ages,Male,IMD5,All Regions,All Stages,Non-emergency,160,3,2.5,3.4
2017,all ages,Male,IMD5,All Regions,All Stages,Non-emergency,145,2.7,2.3,3.1
2018,all ages,Male,IMD5,All Regions,All Stages,Non-emergency,160,2.9,2.5,3.4
2019,all ages,Male,IMD5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,Male,IMD5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,Male,IMD5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,Male,IMD5,All Regions,All Stages,Non-emergency,205,3.5,3,4
2023,all ages,Male,IMD5,All Regions,All Stages,Non-emergency,200,3.4,3,3.9
allyears,all ages,Male,IMD5,All Regions,All Stages,Non-emergency,870,2.2,2.1,2.4
2016,all ages,Male,IMD5,All Regions,Early,All Routes,45,0.8,0.6,1.1
2017,all ages,Male,IMD5,All Regions,Early,All Routes,35,0.7,0.5,0.9
2018,all ages,Male,IMD5,All Regions,Early,All Routes,45,0.8,0.5,1
2019,all ages,Male,IMD5,All Regions,Early,All Routes,40,0.7,0.5,0.9
2020,all ages,Male,IMD5,All Regions,Early,All Routes,35,0.6,0.4,0.8
2021,all ages,Male,IMD5,All Regions,Early,All Routes,45,0.8,0.6,1.1
2022,all ages,Male,IMD5,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Male,IMD5,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Male,IMD5,All Regions,Early,All Routes,245,1.8,1.7,2
2016,all ages,Male,IMD5,All Regions,Advanced,All Routes,120,2.2,1.8,2.6
2017,all ages,Male,IMD5,All Regions,Advanced,All Routes,105,2,1.6,2.3
2018,all ages,Male,IMD5,All Regions,Advanced,All Routes,120,2.2,1.8,2.6
2019,all ages,Male,IMD5,All Regions,Advanced,All Routes,110,1.9,1.6,2.3
2020,all ages,Male,IMD5,All Regions,Advanced,All Routes,120,2.1,1.7,2.4
2021,all ages,Male,IMD5,All Regions,Advanced,All Routes,145,2.6,2.1,3
2022,all ages,Male,IMD5,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,Male,IMD5,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,Male,IMD5,All Regions,Advanced,All Routes,720,0.6,0.5,0.7
2016,all ages,Male,IMD5,East Midlands,All Stages,All Routes,10,2.3,1,3.6
2017,all ages,Male,IMD5,East Midlands,All Stages,All Routes,20,3.5,1.9,5.1
2018,all ages,Male,IMD5,East Midlands,All Stages,All Routes,30,5.3,3.3,7.3
2019,all ages,Male,IMD5,East Midlands,All Stages,All Routes,20,3.6,2,5.1
2020,all ages,Male,IMD5,East Midlands,All Stages,All Routes,25,4,2.3,5.6
2021,all ages,Male,IMD5,East Midlands,All Stages,All Routes,20,3.7,2.1,5.4
2022,all ages,Male,IMD5,East Midlands,All Stages,All Routes,25,4.5,2.8,6.3
2023,all ages,Male,IMD5,East Midlands,All Stages,All Routes,15,2.4,1.1,3.7
allyears,all ages,Male,IMD5,East Midlands,All Stages,All Routes,165,4.2,3.6,4.9
2016,all ages,Male,IMD5,East of England,All Stages,All Routes,30,3.9,2.5,5.4
2017,all ages,Male,IMD5,East of England,All Stages,All Routes,20,2.3,1.2,3.3
2018,all ages,Male,IMD5,East of England,All Stages,All Routes,30,3.7,2.3,5
2019,all ages,Male,IMD5,East of England,All Stages,All Routes,20,2.7,1.5,3.8
2020,all ages,Male,IMD5,East of England,All Stages,All Routes,25,3.4,2.1,4.7
2021,all ages,Male,IMD5,East of England,All Stages,All Routes,30,4.2,2.7,5.6
2022,all ages,Male,IMD5,East of England,All Stages,All Routes,30,3.8,2.4,5.2
2023,all ages,Male,IMD5,East of England,All Stages,All Routes,25,3.3,2,4.5
allyears,all ages,Male,IMD5,East of England,All Stages,All Routes,210,3.9,3.4,4.4
2016,all ages,Male,IMD5,London,All Stages,All Routes,20,4.5,2.5,6.4
2017,all ages,Male,IMD5,London,All Stages,All Routes,15,3.8,2,5.6
2018,all ages,Male,IMD5,London,All Stages,All Routes,15,3.6,1.9,5.4
2019,all ages,Male,IMD5,London,All Stages,All Routes,15,3.5,1.8,5.3
2020,all ages,Male,IMD5,London,All Stages,All Routes,15,3.4,1.7,5
2021,all ages,Male,IMD5,London,All Stages,All Routes,25,5.1,3.1,7.2
2022,all ages,Male,IMD5,London,All Stages,All Routes,20,4.7,2.7,6.7
2023,all ages,Male,IMD5,London,All Stages,All Routes,15,3.7,1.9,5.5
allyears,all ages,Male,IMD5,London,All Stages,All Routes,140,4.6,3.9,5.4
2016,all ages,Male,IMD5,North East,All Stages,All Routes,SUPPRESSED; n<10,3.7,1,6.5
2017,all ages,Male,IMD5,North East,All Stages,All Routes,SUPPRESSED; n<10,2,0,4
2018,all ages,Male,IMD5,North East,All Stages,All Routes,SUPPRESSED; n<10,1.9,0,3.8
2019,all ages,Male,IMD5,North East,All Stages,All Routes,10,4,1.2,6.9
2020,all ages,Male,IMD5,North East,All Stages,All Routes,SUPPRESSED; n<10,1.4,-0.2,3
2021,all ages,Male,IMD5,North East,All Stages,All Routes,SUPPRESSED; n<10,2.4,0.3,4.5
2022,all ages,Male,IMD5,North East,All Stages,All Routes,10,5.1,2.1,8.2
2023,all ages,Male,IMD5,North East,All Stages,All Routes,10,5.4,2.2,8.7
allyears,all ages,Male,IMD5,North East,All Stages,All Routes,30,3.8,2.8,4.9
2016,all ages,Male,IMD5,North West,All Stages,All Routes,20,3.2,1.7,4.6
2017,all ages,Male,IMD5,North West,All Stages,All Routes,20,3.3,1.8,4.9
2018,all ages,Male,IMD5,North West,All Stages,All Routes,30,5.3,3.4,7.2
2019,all ages,Male,IMD5,North West,All Stages,All Routes,25,3.9,2.4,5.5
2020,all ages,Male,IMD5,North West,All Stages,All Routes,25,3.8,2.2,5.4
2021,all ages,Male,IMD5,North West,All Stages,All Routes,30,5.1,3.3,6.9
2022,all ages,Male,IMD5,North West,All Stages,All Routes,20,3.3,1.8,4.8
2023,all ages,Male,IMD5,North West,All Stages,All Routes,30,5.2,3.3,7
allyears,all ages,Male,IMD5,North West,All Stages,All Routes,200,4.8,4.1,5.4
2016,all ages,Male,IMD5,South East,All Stages,All Routes,45,3.1,2.2,4
2017,all ages,Male,IMD5,South East,All Stages,All Routes,45,3,2.1,3.9
2018,all ages,Male,IMD5,South East,All Stages,All Routes,45,3.2,2.3,4.1
2019,all ages,Male,IMD5,South East,All Stages,All Routes,60,4,3,5.1
2020,all ages,Male,IMD5,South East,All Stages,All Routes,55,3.7,2.7,4.6
2021,all ages,Male,IMD5,South East,All Stages,All Routes,60,3.9,2.9,4.9
2022,all ages,Male,IMD5,South East,All Stages,All Routes,65,4.2,3.2,5.2
2023,all ages,Male,IMD5,South East,All Stages,All Routes,70,4.5,3.5,5.6
allyears,all ages,Male,IMD5,South East,All Stages,All Routes,445,4.3,3.9,4.7
2016,all ages,Male,IMD5,South West,All Stages,All Routes,25,3.9,2.3,5.5
2017,all ages,Male,IMD5,South West,All Stages,All Routes,25,4.2,2.5,5.9
2018,all ages,Male,IMD5,South West,All Stages,All Routes,20,3.3,1.9,4.8
2019,all ages,Male,IMD5,South West,All Stages,All Routes,25,4,2.4,5.6
2020,all ages,Male,IMD5,South West,All Stages,All Routes,15,2.1,0.9,3.2
2021,all ages,Male,IMD5,South West,All Stages,All Routes,25,3.8,2.2,5.3
2022,all ages,Male,IMD5,South West,All Stages,All Routes,15,2.6,1.4,3.9
2023,all ages,Male,IMD5,South West,All Stages,All Routes,25,3.7,2.2,5.2
allyears,all ages,Male,IMD5,South West,All Stages,All Routes,175,3.9,3.4,4.5
2016,all ages,Male,IMD5,West Midlands,All Stages,All Routes,25,5.5,3.3,7.7
2017,all ages,Male,IMD5,West Midlands,All Stages,All Routes,15,3.2,1.5,4.9
2018,all ages,Male,IMD5,West Midlands,All Stages,All Routes,10,2.6,1,4.1
2019,all ages,Male,IMD5,West Midlands,All Stages,All Routes,20,4.8,2.8,6.8
2020,all ages,Male,IMD5,West Midlands,All Stages,All Routes,15,2.7,1.2,4.2
2021,all ages,Male,IMD5,West Midlands,All Stages,All Routes,20,3.7,2,5.5
2022,all ages,Male,IMD5,West Midlands,All Stages,All Routes,25,5.1,3,7.2
