diagnosisYear,ageBand,sex,dep,region,stage,route,count,rate,ciLb,ciUb
2018,90+,Female,IMD Q4,All Regions,Early,All Routes,SUPPRESSED; n<10,6.5,6.5,6.5
2019,90+,Female,IMD Q4,All Regions,Early,All Routes,SUPPRESSED; n<10,8.8,8.8,8.8
2020,90+,Female,IMD Q4,All Regions,Early,All Routes,SUPPRESSED; n<10,7.5,7.5,7.5
2021,90+,Female,IMD Q4,All Regions,Early,All Routes,SUPPRESSED; n<10,8.9,8.9,8.9
2022,90+,Female,IMD Q4,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,90+,Female,IMD Q4,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,90+,Female,IMD Q4,All Regions,Early,All Routes,0,6.0,4.0,8.1
2016,90+,Female,IMD Q4,All Regions,Advanced,All Routes,SUPPRESSED; n<10,7.9,7.9,7.9
2017,90+,Female,IMD Q4,All Regions,Advanced,All Routes,SUPPRESSED; n<10,10.5,10.5,10.5
2018,90+,Female,IMD Q4,All Regions,Advanced,All Routes,15,19.5,19.5,19.5
2019,90+,Female,IMD Q4,All Regions,Advanced,All Routes,20,26.5,26.5,26.5
2020,90+,Female,IMD Q4,All Regions,Advanced,All Routes,10,12.5,12.5,12.5
2021,90+,Female,IMD Q4,All Regions,Advanced,All Routes,15,19.2,19.2,19.2
2022,90+,Female,IMD Q4,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,90+,Female,IMD Q4,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,90+,Female,IMD Q4,All Regions,Advanced,All Routes,60,13.7,10.6,16.8
2016,90+,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.9,14.9,14.9
2017,90+,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.9,14.9,14.9
2019,90+,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.4,14.4,14.4
2020,90+,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.1,14.1,14.1
2021,90+,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,74.3,74.3,74.3
2022,90+,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,29.7,29.7,29.7
2023,90+,Female,IMD Q4,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,29.7,29.7,29.7
allyears,90+,Female,IMD Q4,East Midlands,All Stages,All Routes,0,0.0,0.0,0.0
2016,90+,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,22.0,22.0,22.0
2017,90+,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,32.5,32.5,32.5
2018,90+,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,31.9,31.9,31.9
2019,90+,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,51.4,51.4,51.4
2020,90+,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,20.4,20.4,20.4
2021,90+,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,32.2,32.2,32.2
2022,90+,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,62.9,62.9,62.9
2023,90+,Female,IMD Q4,East of England,All Stages,All Routes,SUPPRESSED; n<10,41.9,41.9,41.9
allyears,90+,Female,IMD Q4,East of England,All Stages,All Routes,0,0.0,0.0,0.0
2016,90+,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,36.8,36.8,36.8
2017,90+,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,61.2,61.2,61.2
2018,90+,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,36.4,36.3,36.4
2019,90+,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,35.8,35.8,35.8
2020,90+,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,47.8,47.8,47.8
2021,90+,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,25.7,25.7,25.7
2022,90+,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,12.6,12.6,12.6
2023,90+,Female,IMD Q4,London,All Stages,All Routes,SUPPRESSED; n<10,37.7,37.7,37.7
allyears,90+,Female,IMD Q4,London,All Stages,All Routes,0,1.8,-1.7,5.2
2016,90+,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2018,90+,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,42.8,42.8,42.9
2019,90+,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,40.5,40.5,40.6
2020,90+,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2021,90+,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,38.1,38.1,38.1
2022,90+,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,37.1,37.0,37.1
2023,90+,Female,IMD Q4,North East,All Stages,All Routes,SUPPRESSED; n<10,37.1,37.0,37.1
allyears,90+,Female,IMD Q4,North East,All Stages,All Routes,0,5.8,-5.6,17.1
2016,90+,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,35.9,35.9,35.9
2017,90+,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,11.9,11.9,11.9
2018,90+,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,35.6,35.6,35.6
2019,90+,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,45.9,45.9,45.9
2020,90+,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,11.4,11.4,11.4
2021,90+,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,22.7,22.6,22.7
2022,90+,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,43.8,43.8,43.8
2023,90+,Female,IMD Q4,North West,All Stages,All Routes,SUPPRESSED; n<10,65.7,65.7,65.7
allyears,90+,Female,IMD Q4,North West,All Stages,All Routes,0,1.6,-1.6,4.9
2016,90+,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,12.5,12.5,12.5
2017,90+,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,18.5,18.5,18.5
2018,90+,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,30.8,30.8,30.8
2019,90+,Female,IMD Q4,South East,All Stages,All Routes,10,66.0,66.0,66.0
2020,90+,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,47.8,47.8,47.8
2021,90+,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,36.0,36.0,36.0
2022,90+,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,5.9,5.9,5.9
2023,90+,Female,IMD Q4,South East,All Stages,All Routes,SUPPRESSED; n<10,11.8,11.8,11.8
allyears,90+,Female,IMD Q4,South East,All Stages,All Routes,10,0.9,-0.8,2.6
2016,90+,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,36.8,36.8,36.8
2017,90+,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,36.6,36.6,36.6
2018,90+,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,55.0,55.0,55.0
2019,90+,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,80.7,80.7,80.7
2020,90+,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2021,90+,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,44.6,44.6,44.6
2022,90+,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,17.6,17.6,17.6
2023,90+,Female,IMD Q4,South West,All Stages,All Routes,SUPPRESSED; n<10,26.4,26.4,26.4
allyears,90+,Female,IMD Q4,South West,All Stages,All Routes,0,2.6,-1.0,6.1
2016,90+,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,12.7,12.7,12.7
2017,90+,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,38.1,38.1,38.1
2018,90+,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,25.4,25.4,25.4
2019,90+,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,12.4,12.4,12.4
2020,90+,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,37.4,37.4,37.4
2021,90+,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,12.8,12.8,12.8
2022,90+,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,12.5,12.5,12.5
2023,90+,Female,IMD Q4,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,87.7,87.7,87.7
allyears,90+,Female,IMD Q4,West Midlands,All Stages,All Routes,0,0.0,0.0,0.0
2016,90+,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,15.3,15.3,15.3
2017,90+,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,30.4,30.4,30.4
2018,90+,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,14.8,14.8,14.9
2019,90+,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,42.8,42.8,42.8
2020,90+,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,14.0,14.0,14.0
2021,90+,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,13.8,13.8,13.8
2022,90+,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,27.8,27.8,27.8
2023,90+,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,41.7,41.7,41.7
allyears,90+,Female,IMD Q4,Yorkshire and The Humber,All Stages,All Routes,0,2.1,-2.0,6.1
2016,90+,Female,IMD Q5,All Regions,All Stages,All Routes,25,31.1,31.1,31.1
2017,90+,Female,IMD Q5,All Regions,All Stages,All Routes,30,39.3,39.3,39.3
2018,90+,Female,IMD Q5,All Regions,All Stages,All Routes,35,46.6,46.6,46.6
2019,90+,Female,IMD Q5,All Regions,All Stages,All Routes,35,42.3,42.3,42.3
2020,90+,Female,IMD Q5,All Regions,All Stages,All Routes,30,33.4,33.4,33.4
2021,90+,Female,IMD Q5,All Regions,All Stages,All Routes,25,27.9,27.9,27.9
2022,90+,Female,IMD Q5,All Regions,All Stages,All Routes,30,37.8,37.8,37.8
2023,90+,Female,IMD Q5,All Regions,All Stages,All Routes,25,31.9,31.9,31.9
allyears,90+,Female,IMD Q5,All Regions,All Stages,All Routes,235,41.7,36.4,47.0
2016,90+,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,2.6,-1.0,6.2
2017,90+,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,5.1,0.1,10.1
2018,90+,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,3.8,-0.5,8.0
2019,90+,Female,IMD Q5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,90+,Female,IMD Q5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,90+,Female,IMD Q5,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,90+,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,5.9,0.7,11.1
2023,90+,Female,IMD Q5,All Regions,All Stages,Emergency,SUPPRESSED; n<10,4.7,0.1,9.4
allyears,90+,Female,IMD Q5,All Regions,All Stages,Emergency,0,3.2,1.7,4.6
2016,90+,Female,IMD Q5,All Regions,All Stages,Non-emergency,20,28.5,16.6,40.5
2017,90+,Female,IMD Q5,All Regions,All Stages,Non-emergency,25,34.3,21.3,47.2
2018,90+,Female,IMD Q5,All Regions,All Stages,Non-emergency,35,41.5,27.4,55.7
2019,90+,Female,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,90+,Female,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,90+,Female,IMD Q5,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,90+,Female,IMD Q5,All Regions,All Stages,Non-emergency,25,31.9,19.9,44.0
2023,90+,Female,IMD Q5,All Regions,All Stages,Non-emergency,20,26.0,15.1,36.9
allyears,90+,Female,IMD Q5,All Regions,All Stages,Non-emergency,125,23.0,19.1,27.0
2016,90+,Female,IMD Q5,All Regions,Early,All Routes,SUPPRESSED; n<10,6.5,6.5,6.5
2017,90+,Female,IMD Q5,All Regions,Early,All Routes,SUPPRESSED; n<10,11.4,11.4,11.4
2018,90+,Female,IMD Q5,All Regions,Early,All Routes,SUPPRESSED; n<10,8.8,8.8,8.8
2019,90+,Female,IMD Q5,All Regions,Early,All Routes,SUPPRESSED; n<10,8.5,8.5,8.5
2020,90+,Female,IMD Q5,All Regions,Early,All Routes,SUPPRESSED; n<10,9.5,9.5,9.5
2021,90+,Female,IMD Q5,All Regions,Early,All Routes,SUPPRESSED; n<10,4.9,4.9,4.9
2022,90+,Female,IMD Q5,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,90+,Female,IMD Q5,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,90+,Female,IMD Q5,All Regions,Early,All Routes,0,7.0,4.9,9.2
2016,90+,Female,IMD Q5,All Regions,Advanced,All Routes,10,15.6,15.6,15.6
2017,90+,Female,IMD Q5,All Regions,Advanced,All Routes,15,16.5,16.5,16.5
2018,90+,Female,IMD Q5,All Regions,Advanced,All Routes,15,16.4,16.4,16.4
2019,90+,Female,IMD Q5,All Regions,Advanced,All Routes,10,13.3,13.3,13.3
2020,90+,Female,IMD Q5,All Regions,Advanced,All Routes,15,16.7,16.7,16.7
2021,90+,Female,IMD Q5,All Regions,Advanced,All Routes,SUPPRESSED; n<10,10.9,10.9,10.9
2022,90+,Female,IMD Q5,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
2023,90+,Female,IMD Q5,All Regions,Advanced,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,90+,Female,IMD Q5,All Regions,Advanced,All Routes,65,12.7,9.7,15.6
2016,90+,Female,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,45.6,45.6,45.6
2017,90+,Female,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.5,14.5,14.5
2018,90+,Female,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,14.4,14.4,14.4
2019,90+,Female,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,55.7,55.7,55.7
2020,90+,Female,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,68.9,68.9,68.9
2021,90+,Female,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,28.1,28.1,28.2
2022,90+,Female,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,40.9,40.9,40.9
2023,90+,Female,IMD Q5,East Midlands,All Stages,All Routes,SUPPRESSED; n<10,27.3,27.3,27.3
allyears,90+,Female,IMD Q5,East Midlands,All Stages,All Routes,0,0.0,0.0,0.0
2016,90+,Female,IMD Q5,East of England,All Stages,All Routes,SUPPRESSED; n<10,48.8,48.8,48.8
2017,90+,Female,IMD Q5,East of England,All Stages,All Routes,SUPPRESSED; n<10,75.6,75.6,75.6
2018,90+,Female,IMD Q5,East of England,All Stages,All Routes,SUPPRESSED; n<10,55.9,55.9,55.9
2019,90+,Female,IMD Q5,East of England,All Stages,All Routes,SUPPRESSED; n<10,26.9,26.9,26.9
2020,90+,Female,IMD Q5,East of England,All Stages,All Routes,SUPPRESSED; n<10,61.0,61.0,61.0
2021,90+,Female,IMD Q5,East of England,All Stages,All Routes,SUPPRESSED; n<10,26.9,26.9,26.9
2022,90+,Female,IMD Q5,East of England,All Stages,All Routes,SUPPRESSED; n<10,43.6,43.6,43.6
2023,90+,Female,IMD Q5,East of England,All Stages,All Routes,SUPPRESSED; n<10,52.3,52.3,52.3
allyears,90+,Female,IMD Q5,East of England,All Stages,All Routes,0,3.9,-0.5,8.3
2016,90+,Female,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,31.9,31.9,31.9
2017,90+,Female,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,15.7,15.7,15.7
2018,90+,Female,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,30.8,30.8,30.8
2019,90+,Female,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,44.2,44.2,44.2
2020,90+,Female,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2021,90+,Female,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,30.2,30.2,30.2
2022,90+,Female,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,89.1,89.1,89.1
2023,90+,Female,IMD Q5,London,All Stages,All Routes,SUPPRESSED; n<10,29.7,29.7,29.7
allyears,90+,Female,IMD Q5,London,All Stages,All Routes,0,0.0,0.0,0.0
2016,90+,Female,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,Female,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,44.1,44.1,44.1
2018,90+,Female,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,43.6,43.6,43.6
2019,90+,Female,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,83.4,83.3,83.4
2020,90+,Female,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2021,90+,Female,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,39.0,38.9,39.0
2022,90+,Female,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2023,90+,Female,IMD Q5,North East,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
allyears,90+,Female,IMD Q5,North East,All Stages,All Routes,0,0.0,0.0,0.0
2016,90+,Female,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,41.4,41.4,41.4
2017,90+,Female,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,40.3,40.3,40.3
2018,90+,Female,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,78.6,78.6,78.6
2019,90+,Female,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,12.6,12.6,12.6
2020,90+,Female,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,24.8,24.8,24.8
2021,90+,Female,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,25.4,25.4,25.4
2022,90+,Female,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,37.4,37.4,37.4
2023,90+,Female,IMD Q5,North West,All Stages,All Routes,SUPPRESSED; n<10,37.4,37.4,37.4
allyears,90+,Female,IMD Q5,North West,All Stages,All Routes,0,3.7,-1.4,8.8
2016,90+,Female,IMD Q5,South East,All Stages,All Routes,SUPPRESSED; n<10,21.6,21.6,21.6
2017,90+,Female,IMD Q5,South East,All Stages,All Routes,SUPPRESSED; n<10,29.7,29.7,29.7
2018,90+,Female,IMD Q5,South East,All Stages,All Routes,10,46.3,46.3,46.3
2019,90+,Female,IMD Q5,South East,All Stages,All Routes,SUPPRESSED; n<10,32.3,32.3,32.3
2020,90+,Female,IMD Q5,South East,All Stages,All Routes,SUPPRESSED; n<10,32.3,32.3,32.3
2021,90+,Female,IMD Q5,South East,All Stages,All Routes,SUPPRESSED; n<10,24.6,24.6,24.6
2022,90+,Female,IMD Q5,South East,All Stages,All Routes,SUPPRESSED; n<10,19.7,19.7,19.7
2023,90+,Female,IMD Q5,South East,All Stages,All Routes,SUPPRESSED; n<10,15.8,15.8,15.8
allyears,90+,Female,IMD Q5,South East,All Stages,All Routes,10,1.8,-0.2,3.8
2016,90+,Female,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,60.8,60.8,60.8
2017,90+,Female,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,51.0,51.0,51.0
2018,90+,Female,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,50.9,50.9,50.9
2019,90+,Female,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,68.6,68.6,68.6
2020,90+,Female,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,38.9,38.9,38.9
2021,90+,Female,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2022,90+,Female,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,48.6,48.6,48.6
2023,90+,Female,IMD Q5,South West,All Stages,All Routes,SUPPRESSED; n<10,48.6,48.6,48.6
allyears,90+,Female,IMD Q5,South West,All Stages,All Routes,0,0.0,0.0,0.0
2016,90+,Female,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,Female,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,50.1,50.1,50.2
2018,90+,Female,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,67.2,67.2,67.3
2019,90+,Female,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,64.7,64.7,64.7
2020,90+,Female,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,15.6,15.6,15.6
2021,90+,Female,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,64.4,64.4,64.4
2022,90+,Female,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,31.3,31.3,31.3
2023,90+,Female,IMD Q5,West Midlands,All Stages,All Routes,SUPPRESSED; n<10,15.7,15.7,15.7
allyears,90+,Female,IMD Q5,West Midlands,All Stages,All Routes,0,2.3,-2.2,6.9
2016,90+,Female,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,0.0,0.0,0.0
2017,90+,Female,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,34.1,34.0,34.1
2018,90+,Female,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,17.1,17.1,17.1
2019,90+,Female,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,49.3,49.3,49.4
2020,90+,Female,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,16.1,16.1,16.1
2021,90+,Female,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,48.4,48.4,48.5
2022,90+,Female,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,47.2,47.2,47.2
2023,90+,Female,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,SUPPRESSED; n<10,62.9,62.9,62.9
allyears,90+,Female,IMD Q5,Yorkshire and The Humber,All Stages,All Routes,0,0.0,0.0,0.0
2016,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,9755,18.9,18.5,19.2
2017,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,9690,17.9,17.6,18.3
2018,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,9965,18.2,17.8,18.5
2019,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,10435,18.8,18.4,19.2
2020,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,9910,17.6,17.3,18.0
2021,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,11440,20.2,19.9,20.6
2022,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,9650,16.8,16.5,17.2
2023,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,9645,16.8,16.5,17.2
allyears,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,All Routes,80490,20.8,20.7,21.0
2016,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,725,1.4,1.3,1.5
2017,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,710,1.3,1.2,1.4
2018,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,765,1.4,1.3,1.5
2019,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,795,1.4,1.3,1.5
2023,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,840,1.5,1.4,1.6
allyears,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Emergency,3835,1.0,1.0,1.0
2016,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,8835,17.1,16.7,17.4
2017,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,8740,16.2,15.8,16.5
2018,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,8830,16.1,15.8,16.4
2019,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2020,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2021,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,#N/A,#N/A,#N/A,#N/A
2022,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,8730,15.2,14.9,15.6
2023,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,8690,15.2,14.8,15.5
allyears,all ages,All Persons,All IMD Quintiles,All Regions,All Stages,Non-emergency,43825,11.3,11.2,11.4
2016,all ages,All Persons,All IMD Quintiles,All Regions,Early,All Routes,2985,5.8,5.6,6.0
2017,all ages,All Persons,All IMD Quintiles,All Regions,Early,All Routes,2970,5.5,5.3,5.7
2018,all ages,All Persons,All IMD Quintiles,All Regions,Early,All Routes,2860,5.2,5.0,5.4
2019,all ages,All Persons,All IMD Quintiles,All Regions,Early,All Routes,3920,7.1,6.8,7.3
2020,all ages,All Persons,All IMD Quintiles,All Regions,Early,All Routes,3735,6.6,6.4,6.9
2021,all ages,All Persons,All IMD Quintiles,All Regions,Early,All Routes,4425,7.8,7.6,8.1
2022,all ages,All Persons,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
2023,all ages,All Persons,All IMD Quintiles,All Regions,Early,All Routes,#N/A,#N/A,#N/A,#N/A
allyears,all ages,All Persons,All IMD Quintiles,All Regions,Early,All Routes,20895,5.4,5.3,5.5
2016,all ages,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,5790,11.2,10.9,11.5
2017,all ages,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,5775,10.7,10.4,11.0
2018,all ages,All Persons,All IMD Quintiles,All Regions,Advanced,All Routes,5965,10.9,10.6,11.2
