quarterYear,survival,ciLb,ciUb,sex,dep,region,route,stage,ageBand,diagnosisYear
.5,.83999997,.80000001,.88,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
.75,.77999997,.73000002,.82999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
1,.70999998,.66000003,.76999998,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
1.25,.69999999,.64999998,.75,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
1.5,.66000003,.61000001,.72000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
1.75,.63,.56999999,.69,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
2,.61000001,.56,.67000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
2.25,.58999997,.52999997,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
2.5,.57999998,.51999998,.63999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
2.75,.56,.5,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
3,.56,.5,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
4,.37,.13,.62,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2020
0,1,.99000001,1,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
.25,.94999999,.92000002,.97000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
.5,.87,.83999997,.91000003,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
.75,.81,.76999998,.86000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
1,.75999999,.70999998,.81,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
1.25,.74000001,.69,.79000002,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
1.5,.69999999,.64999998,.75999999,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
1.75,.68000001,.62,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
2,.68000001,.62,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
2.25,.68000001,.62,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
4,.68000001,.62,.74000001,All Persons,All IMD Quintiles,East Midlands,All Routes,All Stages,All Ages,2021
0,.98000002,.94,1.02,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
.25,.77999997,.66000003,.89999998,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
.5,.57999998,.44,.72000003,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
.75,.50999999,.37,.64999998,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
1,.40000001,.25999999,.54000002,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
1.25,.33000001,.2,.47,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
1.5,.28999999,.16,.41999999,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
4.25,.27000001,.14,.38999999,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
4.5,.23999999,.12,.36000001,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
4.75,.23999999,.12,.36000001,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
5,.23999999,.12,.36000001,All Persons,All IMD Quintiles,East of England,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
.25,.94999999,.94,.97000003,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
.5,.89999998,.88,.92000002,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
.75,.83999997,.81999999,.87,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
1,.81,.77999997,.82999998,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
1.25,.75999999,.74000001,.79000002,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
1.5,.73000002,.69999999,.75999999,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
1.75,.69999999,.67000002,.73000002,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
2,.67000002,.63999999,.69999999,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
2.25,.64999998,.62,.68000001,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
2.5,.63999999,.60000002,.67000002,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
2.75,.62,.58999997,.66000003,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
3,.61000001,.57999998,.64999998,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
3.25,.60000002,.56999999,.63999999,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
3.5,.60000002,.56999999,.63,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
3.75,.58999997,.56,.62,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
4,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
4.25,.56,.52999997,.58999997,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
4.5,.56,.51999998,.58999997,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
4.75,.54000002,.50999999,.57999998,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
5,.54000002,.5,.56999999,All Persons,All IMD Quintiles,East of England,Non-emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
.25,.99000001,.98000002,1,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
.5,.97000003,.95999998,.98000002,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
.75,.94999999,.94,.97000003,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
1,.93000001,.92000002,.94999999,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
1.25,.91000003,.88999999,.93000001,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
1.5,.88999999,.87,.91000003,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
1.75,.87,.83999997,.88999999,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
2,.83999997,.81999999,.87,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
2.25,.82999998,.80000001,.85000002,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
2.5,.81,.77999997,.83999997,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
2.75,.80000001,.76999998,.82999998,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
3,.79000002,.75999999,.81999999,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
3.25,.77999997,.75,.81,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
3.5,.75999999,.73000002,.80000001,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
3.75,.75999999,.73000002,.79000002,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
4,.74000001,.70999998,.76999998,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
4.25,.72000003,.69,.75999999,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
4.5,.70999998,.68000001,.75,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
4.75,.69999999,.66000003,.73000002,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
5,.69,.64999998,.73000002,All Persons,All IMD Quintiles,East of England,All Routes,Early,All Ages,All Years
0,1,1,1,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
.25,.92000002,.89999998,.94,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
.5,.81,.77999997,.82999998,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
.75,.69999999,.67000002,.73000002,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
1,.63999999,.61000001,.67000002,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
1.25,.57999998,.55000001,.61000001,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
1.5,.52999997,.49000001,.56,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
1.75,.49000001,.46000001,.52999997,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
2,.46000001,.43000001,.49000001,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
2.25,.44,.40000001,.47,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
2.5,.41999999,.38,.44999999,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
2.75,.41,.38,.44,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
3,.40000001,.36000001,.43000001,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
3.25,.38999999,.36000001,.41999999,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
3.5,.38,.34999999,.41999999,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
3.75,.38,.34999999,.41,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
4,.37,.34,.41,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
4.25,.37,.33000001,.40000001,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
4.5,.36000001,.33000001,.38999999,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
4.75,.34999999,.31999999,.38999999,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
5,.34999999,.31,.38,All Persons,All IMD Quintiles,East of England,All Routes,Advanced,All Ages,All Years
0,1,.99000001,1,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
.25,.99000001,.97000003,1,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
.5,.97000003,.94,.99000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
.75,.94,.91000003,.97000003,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
1,.92000002,.88,.94999999,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
1.25,.88999999,.85000002,.93000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
1.5,.88,.82999998,.92000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
1.75,.86000001,.81,.91000003,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
2,.85000002,.80000001,.89999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
2.25,.85000002,.80000001,.89999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
2.5,.85000002,.80000001,.89999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
2.75,.85000002,.80000001,.89999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
3,.85000002,.80000001,.89999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
3.25,.83999997,.79000002,.88999999,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
3.5,.83999997,.79000002,.88999999,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
3.75,.83999997,.79000002,.88999999,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
4,.81999999,.76999998,.88,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
4.25,.81999999,.76999998,.88,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
4.5,.81999999,.75999999,.87,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
4.75,.81999999,.75999999,.87,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
5,.81999999,.75999999,.87,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,0-49,All Years
.25,.99000001,.97000003,1,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
.5,.94,.91000003,.98000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
.75,.88,.82999998,.93000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
1,.85000002,.79000002,.91000003,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
1.25,.81999999,.75999999,.88,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
1.5,.77999997,.72000003,.85000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
1.75,.76999998,.69999999,.83999997,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
2,.75999999,.69,.82999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
2.25,.72000003,.64999998,.79000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
2.5,.70999998,.63999999,.77999997,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
2.75,.70999998,.63999999,.77999997,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
3,.69999999,.63,.76999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
3.25,.69,.62,.76999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
3.5,.69,.62,.76999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
3.75,.69,.62,.76999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
4,.68000001,.60000002,.75999999,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
4.25,.67000002,.58999997,.75,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
4.5,.67000002,.58999997,.75,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
4.75,.64999998,.56999999,.74000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
5,.64999998,.56999999,.74000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,50-54,All Years
0,.99000001,.98000002,1.01,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
.25,.97000003,.94,.99000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
.5,.92000002,.88,.95999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
.75,.88,.82999998,.93000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
1,.82999998,.76999998,.88,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
1.25,.79000002,.74000001,.85000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
1.5,.76999998,.70999998,.82999998,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
1.75,.73000002,.67000002,.80000001,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
2,.69999999,.63,.75999999,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
2.25,.68000001,.61000001,.75,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
2.5,.66000003,.57999998,.73000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
2.75,.66000003,.57999998,.73000002,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
3,.64999998,.57999998,.72000003,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
3.25,.63,.56,.69999999,All Persons,All IMD Quintiles,East of England,All Routes,All Stages,55-59,All Years
