quarter_year,survival,ci_lb,ci_ub,sex,dep,region,route,stage_cat,agegrp,diagnosisyear
2.75,.56,.50999999,.61000001,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2019
3,.55000001,.5,.60000002,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2019
3.25,.54000002,.49000001,.58999997,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2019
3.5,.54000002,.49000001,.58999997,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2019
3.75,.50999999,.44999999,.56,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2019
4,.50999999,.44999999,.56,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2019
4.25,.50999999,.44999999,.56,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2019
0,1,.99000001,1,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
.25,.88,.83999997,.91000003,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
.5,.80000001,.75999999,.83999997,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
.75,.75999999,.70999998,.80000001,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
1,.70999998,.66000003,.75999999,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
1.25,.68000001,.63,.73000002,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
1.5,.64999998,.60000002,.69999999,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
1.75,.63999999,.57999998,.69,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
2,.61000001,.55000001,.66000003,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
2.25,.57999998,.52999997,.63,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
2.5,.56,.50999999,.61000001,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
2.75,.54000002,.49000001,.60000002,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
3,.54000002,.49000001,.60000002,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
4.75,0,0,0,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2020
0,.99000001,.99000001,1,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
.25,.91000003,.88,.94,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
.5,.85000002,.81,.88,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
.75,.79000002,.75,.82999998,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
1,.75999999,.70999998,.80000001,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
1.25,.73000002,.68000001,.76999998,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
1.5,.67000002,.62,.72000003,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
1.75,.63999999,.58999997,.69999999,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
2,.61000001,.54000002,.69,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
3,0,0,0,All Persons,IMD 3,All Regions,All Routes,All Stages,All Ages,2021
0,.99000001,.99000001,1,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
.25,.92000002,.88999999,.95999998,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
.5,.86000001,.81999999,.91000003,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
.75,.79000002,.74000001,.85000002,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
1,.75999999,.69999999,.81999999,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
1.25,.69999999,.63999999,.76999998,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
1.5,.67000002,.61000001,.74000001,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
1.75,.63,.56999999,.69999999,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
2,.61000001,.54000002,.68000001,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
2.25,.60000002,.54000002,.67000002,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
2.5,.57999998,.50999999,.64999998,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
2.75,.57999998,.5,.64999998,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
3,.56999999,.5,.63999999,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
3.25,.52999997,.46000001,.61000001,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
3.5,.51999998,.44,.58999997,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
3.75,.49000001,.41,.56999999,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
4,.49000001,.41,.56999999,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
4.25,.49000001,.41,.56999999,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
4.5,.47999999,.40000001,.56,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
4.75,.47999999,.40000001,.56,All Persons,IMD 4,East Midlands,All Routes,All Stages,All Ages,All Years
0,.99000001,.98000002,1,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
.25,.91000003,.87,.94,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
.5,.85000002,.81,.89999998,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
.75,.76999998,.72000003,.81999999,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
1,.72000003,.66000003,.76999998,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
1.25,.68000001,.62,.73000002,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
1.5,.63999999,.57999998,.69999999,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
1.75,.63,.56999999,.69,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
2,.62,.56,.68000001,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
2.25,.58999997,.52999997,.66000003,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
2.5,.56999999,.5,.63,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
2.75,.56,.5,.62,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
3,.54000002,.47,.60000002,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
3.25,.52999997,.46000001,.58999997,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
3.5,.50999999,.44,.56999999,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
3.75,.50999999,.44,.56999999,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
4,.50999999,.44,.56999999,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
4.25,.49000001,.41999999,.56,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
4.5,.47999999,.41,.55000001,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
4.75,.47999999,.41,.55000001,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
5,.47999999,.41,.55000001,All Persons,IMD 4,East of England,All Routes,All Stages,All Ages,All Years
0,.99000001,.98000002,1,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
.25,.93000001,.88999999,.95999998,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
.5,.88,.83999997,.92000002,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
.75,.85000002,.81,.89999998,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
1,.81999999,.76999998,.87,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
1.25,.77999997,.73000002,.82999998,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
1.5,.75,.69999999,.81,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
1.75,.72000003,.66000003,.77999997,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
2,.70999998,.64999998,.76999998,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
2.25,.69,.63,.75,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
2.5,.68000001,.62,.74000001,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
2.75,.67000002,.61000001,.73000002,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
3,.66000003,.60000002,.73000002,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
3.25,.64999998,.57999998,.70999998,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
3.5,.63999999,.57999998,.69999999,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
3.75,.63,.56,.69,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
4,.63,.56,.69,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
4.25,.63,.56,.69,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
4.5,.62,.55000001,.68000001,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
4.75,.60000002,.52999997,.67000002,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
5,.60000002,.52999997,.67000002,All Persons,IMD 4,London,All Routes,All Stages,All Ages,All Years
0,.99000001,.95999998,1.01,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
.25,.88,.80000001,.94999999,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
.5,.83999997,.75,.92000002,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
.75,.76999998,.67000002,.86000001,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
1,.73000002,.62,.82999998,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
1.25,.66000003,.55000001,.75999999,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
1.5,.63999999,.52999997,.75,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
1.75,.61000001,.5,.72000003,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
2,.60000002,.47999999,.70999998,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
2.25,.56,.44999999,.68000001,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
2.5,.54000002,.43000001,.66000003,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
2.75,.54000002,.43000001,.66000003,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
3,.5,.38,.62,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
3.25,.5,.38,.62,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
3.5,.5,.38,.62,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
3.75,.5,.38,.62,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
4.25,.44999999,.31999999,.57999998,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
4.5,.44999999,.31999999,.57999998,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
4.75,.44999999,.31999999,.57999998,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
5,.41,.27000001,.55000001,All Persons,IMD 4,North East,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
.25,.88999999,.85000002,.93000001,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
.5,.81,.75999999,.86000001,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
.75,.75,.69999999,.81,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
1,.73000002,.68000001,.79000002,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
1.25,.70999998,.64999998,.75999999,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
1.5,.67000002,.62,.73000002,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
1.75,.66000003,.60000002,.72000003,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
2,.63999999,.57999998,.69999999,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
2.25,.61000001,.54000002,.67000002,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
2.5,.60000002,.54000002,.66000003,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
2.75,.57999998,.50999999,.63999999,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
3,.56999999,.5,.63,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
3.25,.55000001,.47999999,.61000001,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
3.5,.54000002,.47,.61000001,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
3.75,.54000002,.47,.61000001,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
4,.54000002,.47,.61000001,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
4.25,.54000002,.47,.61000001,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
4.5,.54000002,.47,.61000001,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
4.75,.51999998,.44999999,.58999997,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
5,.51999998,.44999999,.58999997,All Persons,IMD 4,North West,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
.25,.88999999,.86000001,.92000002,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
.5,.82999998,.79000002,.87,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
.75,.77999997,.74000001,.81999999,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
1,.73000002,.69,.77999997,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
1.25,.69,.63999999,.74000001,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
1.5,.66000003,.61000001,.69999999,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
1.75,.61000001,.56,.66000003,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
2,.58999997,.54000002,.63999999,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
2.25,.56999999,.51999998,.62,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
2.5,.54000002,.49000001,.60000002,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
2.75,.52999997,.47999999,.57999998,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
3,.50999999,.44999999,.56,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
3.25,.5,.44999999,.56,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
3.5,.47999999,.43000001,.52999997,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
3.75,.47,.41,.51999998,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
4,.46000001,.40000001,.50999999,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
4.25,.44999999,.38999999,.5,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
4.5,.44999999,.38999999,.5,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
4.75,.44999999,.38999999,.5,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
5,.44,.38,.5,All Persons,IMD 4,South East,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
.25,.88999999,.85000002,.93000001,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
.5,.81,.75999999,.86000001,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
.75,.77999997,.73000002,.82999998,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
1,.74000001,.69,.79000002,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
1.25,.69999999,.63999999,.75,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
1.5,.67000002,.62,.73000002,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
1.75,.62,.56,.68000001,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
2,.60000002,.54000002,.66000003,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
2.25,.57999998,.51999998,.63999999,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
2.5,.56999999,.5,.63,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
2.75,.56,.5,.62,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
3,.55000001,.47999999,.61000001,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
3.25,.51999998,.46000001,.58999997,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
3.5,.51999998,.44999999,.57999998,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
3.75,.5,.43000001,.56,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
4,.5,.43000001,.56,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
4.25,.5,.43000001,.56,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
4.5,.49000001,.41999999,.56,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
4.75,.49000001,.41999999,.56,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
5,.49000001,.41999999,.56,All Persons,IMD 4,South West,All Routes,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
.25,.87,.82999998,.92000002,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
.5,.79000002,.74000001,.85000002,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
.75,.72000003,.66000003,.77999997,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
1,.68000001,.62,.74000001,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
1.25,.66000003,.60000002,.73000002,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
1.5,.64999998,.58999997,.72000003,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
1.75,.63,.56999999,.69999999,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
2,.61000001,.54000002,.67000002,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
2.25,.58999997,.51999998,.66000003,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
2.5,.57999998,.50999999,.63999999,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
2.75,.55000001,.47999999,.62,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
3,.55000001,.47999999,.62,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
3.25,.52999997,.46000001,.60000002,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
3.5,.51999998,.44999999,.58999997,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
3.75,.47999999,.41,.56,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
4,.46000001,.38999999,.54000002,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
4.25,.44,.37,.51999998,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
4.5,.43000001,.34999999,.50999999,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
4.75,.43000001,.34999999,.50999999,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
5,.41999999,.34,.5,All Persons,IMD 4,West Midlands,All Routes,All Stages,All Ages,All Years
0,.99000001,.99000001,1,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.25,.88,.82999998,.92000002,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.5,.81,.75,.86000001,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
.75,.74000001,.68000001,.80000001,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1,.70999998,.64999998,.77999997,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.25,.69,.62,.75,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.5,.64999998,.58999997,.72000003,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
1.75,.60000002,.54000002,.67000002,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2,.58999997,.51999998,.66000003,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.25,.56999999,.5,.63999999,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.5,.56,.47999999,.63,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
2.75,.55000001,.47999999,.62,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3,.55000001,.47999999,.62,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.25,.52999997,.46000001,.60000002,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.5,.50999999,.44,.58999997,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
3.75,.50999999,.44,.58999997,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4,.5,.41999999,.56999999,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.25,.47,.38999999,.54000002,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.5,.44999999,.37,.51999998,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
4.75,.43000001,.34999999,.50999999,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
5,.41999999,.33000001,.5,All Persons,IMD 4,Yorkshire and The Humber,All Routes,All Stages,All Ages,All Years
0,.99000001,.97000003,1.01,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
.25,.69,.60000002,.76999998,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
.5,.56999999,.47999999,.67000002,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
.75,.47,.38,.56999999,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
1,.41999999,.31999999,.50999999,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
1.25,.37,.28,.46000001,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
1.5,.34,.25,.43000001,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
1.75,.31999999,.23999999,.41,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
2,.30000001,.20999999,.38,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
2.25,.25999999,.18000001,.34,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
2.75,.23999999,.16,.31999999,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
3,.22,.14,.30000001,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
3.75,.20999999,.14,.28999999,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
4,.20999999,.14,.28999999,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
4.25,.2,.13,.28,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
4.5,.19,.12,.27000001,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
4.75,.19,.12,.27000001,All Persons,IMD 4,All Regions,Emergency,All Stages,All Ages,All Years
0,1,1,1,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
.25,.93000001,.91000003,.94,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
.5,.87,.85000002,.89999998,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
.75,.82999998,.81,.86000001,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
1,.79000002,.75999999,.81,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
1.25,.75,.72000003,.77999997,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
1.5,.72000003,.69,.75,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
1.75,.69,.66000003,.72000003,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
2,.67000002,.63999999,.69999999,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
2.25,.64999998,.62,.68000001,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
2.5,.63,.60000002,.66000003,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
2.75,.61000001,.57999998,.64999998,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
3,.60000002,.56999999,.63,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
3.25,.57999998,.55000001,.61000001,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
3.5,.56999999,.52999997,.60000002,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
3.75,.55000001,.51999998,.58999997,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
4,.55000001,.50999999,.57999998,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
4.25,.54000002,.5,.56999999,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
4.5,.52999997,.49000001,.56,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
4.75,.51999998,.49000001,.56,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
5,.51999998,.47999999,.55000001,All Persons,IMD 4,All Regions,Non-emergency,All Stages,All Ages,All Years
0,1,.99000001,1,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
.25,.98000002,.97000003,.99000001,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
.5,.97000003,.94999999,.99000001,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
.75,.95999998,.94,.98000002,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
1,.94,.92000002,.95999998,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
1.25,.93000001,.91000003,.94999999,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
1.5,.92000002,.88999999,.94,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
1.75,.89999998,.87,.93000001,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
2,.88999999,.86000001,.92000002,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
2.25,.88,.85000002,.91000003,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
2.5,.87,.83999997,.89999998,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
2.75,.86000001,.81999999,.88999999,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
3,.85000002,.81,.88,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
3.25,.83999997,.80000001,.87,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
3.5,.81999999,.79000002,.86000001,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
3.75,.81,.76999998,.85000002,All Persons,IMD 4,All Regions,All Routes,Early,All Ages,All Years
